element_type,osmid,nodes,building,geometry,addr:RU:egrn,addr:housenumber,addr:street,source:addr
way,1190395340,"[11053070367, 11053070366, 11053070365, 11053070364, 11053070367]",yes,"POLYGON ((34.3612701 53.1416576, 34.3613049 53.1415691, 34.3611948 53.1415535, 34.3611599 53.141642, 34.3612701 53.1416576))","обл. Брянская, р-н Брянский, п. Свень, ул. Молодежная, дом 27",27,Молодёжная улица,ЕГРН
way,1190522764,"[11054216912, 11054216911, 11054216910, 11054216909, 11054216912]",yes,"POLYGON ((34.3622625 53.1369931, 34.3622974 53.13694, 34.3621602 53.1369076, 34.3621254 53.1369607, 34.3622625 53.1369931))",,,,
way,1190522765,"[11054216916, 11054216915, 11054216914, 11054216913, 11054216916]",yes,"POLYGON ((34.3594274 53.1367775, 34.3594918 53.1367083, 34.3592563 53.1366295, 34.3591919 53.1366987, 34.3594274 53.1367775))",,,,
way,1190522766,"[11054216920, 11054216919, 11054216918, 11054216917, 11054216920]",yes,"POLYGON ((34.3591323 53.1362208, 34.3591726 53.1361757, 34.35913 53.136162, 34.3590898 53.1362071, 34.3591323 53.1362208))",,,,
way,1190522767,"[11054216924, 11054216923, 11054216922, 11054216921, 11054216924]",yes,"POLYGON ((34.3595052 53.1363318, 34.3595508 53.1362787, 34.3594696 53.1362536, 34.359424 53.1363067, 34.3595052 53.1363318))",,,,
way,1190522768,"[11054216928, 11054216925, 11054216926, 11054216927, 11054216928]",yes,"POLYGON ((34.3597117 53.1360116, 34.3597571 53.1359367, 34.3596286 53.1359086, 34.3595831 53.1359836, 34.3597117 53.1360116))",,,,
way,1190522769,"[11054216932, 11054216931, 11054216930, 11054216929, 11054216932]",yes,"POLYGON ((34.360165 53.1361725, 34.3602079 53.1361017, 34.3601312 53.136085, 34.3600883 53.1361558, 34.360165 53.1361725))",,,,
way,1190522770,"[11054216936, 11054216935, 11054216934, 11054216933, 11054216936]",yes,"POLYGON ((34.3599263 53.1364477, 34.3599316 53.136364, 34.3598215 53.1363615, 34.3598162 53.1364451, 34.3599263 53.1364477))","Брянская область, р-н Брянский, п Свень, ул Молодежная, уч 3 Б",3Б,Молодёжная улица,ЕГРН
way,1190522771,"[11054216940, 11054216939, 11054216938, 11054216937, 11054216940]",yes,"POLYGON ((34.3604413 53.1367775, 34.3604949 53.1367019, 34.3604262 53.1366844, 34.3603726 53.13676, 34.3604413 53.1367775))","Брянская область, р-н Брянский, п Свень, ул Молодежная, уч 3В",3В,Молодёжная улица,ЕГРН
way,1190522772,"[11054216944, 11054216941, 11054216942, 11054216943, 11054216944]",yes,"POLYGON ((34.3605727 53.1366263, 34.3606204 53.1365582, 34.3605459 53.1365394, 34.3604982 53.1366075, 34.3605727 53.1366263))",,,,
way,1190522773,"[11054216948, 11054216947, 11054216946, 11054216945, 11054216948]",yes,"POLYGON ((34.3615007 53.1364557, 34.3615571 53.1363753, 34.3614831 53.1363566, 34.3614267 53.1364371, 34.3615007 53.1364557))",,,,
way,1190522774,"[11054216952, 11054216951, 11054216950, 11054216949, 11054216952]",yes,"POLYGON ((34.3621123 53.1365973, 34.3621659 53.1365201, 34.362069 53.1364958, 34.3620153 53.1365731, 34.3621123 53.1365973))","Брянская область, р-н Брянский, п Свень, ул Молодежная, уч 6/2",6/2,Молодёжная улица,ЕГРН
way,1190522775,"[11054216956, 11054216955, 11054216954, 11054216953, 11054216956]",yes,"POLYGON ((34.3612701 53.1363978, 34.3612996 53.1363592, 34.3612249 53.1363386, 34.3611954 53.1363773, 34.3612701 53.1363978))",,,,
way,1190522776,"[11054216960, 11054216959, 11054216958, 11054216957, 11054216960]",yes,"POLYGON ((34.360747 53.1364107, 34.3607765 53.1363576, 34.3606695 53.1363362, 34.36064 53.1363893, 34.360747 53.1364107))",,,,
way,1190522777,"[11054216964, 11054216963, 11054216962, 11054216961, 11054216964]",yes,"POLYGON ((34.3608436 53.1362851, 34.3608892 53.1362127, 34.360765 53.1361846, 34.3607194 53.136257, 34.3608436 53.1362851))",,,,
way,1190522778,"[11054216968, 11054216965, 11054216966, 11054216967, 11054216968]",yes,"POLYGON ((34.3604761 53.1362143, 34.3605207 53.1361342, 34.3604064 53.1361114, 34.3603619 53.1361915, 34.3604761 53.1362143))",,,,
way,1190522779,"[11054216972, 11054216969, 11054216970, 11054216971, 11054216972]",yes,"POLYGON ((34.3599907 53.1357429, 34.3600392 53.1356555, 34.3599048 53.1356286, 34.3598563 53.135716, 34.3599907 53.1357429))","Брянская область, р-н Брянский, п Свень, ул Молодежная, уч 3/12",3/12,Молодёжная улица,ЕГРН
way,1190522780,"[11054216976, 11054216975, 11054216974, 11054216973, 11054216976]",yes,"POLYGON ((34.3605539 53.1356914, 34.3605861 53.1356335, 34.3604284 53.1356019, 34.3603962 53.1356598, 34.3605539 53.1356914))","Брянская обл, р-н Брянский, п Свень, ул Молодежная, участок 3/8",3/8,Молодёжная улица,ЕГРН
way,1190522781,"[11054216980, 11054216979, 11054216978, 11054216977, 11054216980]",yes,"POLYGON ((34.3604198 53.1359151, 34.3604547 53.1358603, 34.3603221 53.1358299, 34.3602872 53.1358846, 34.3604198 53.1359151))","обл. Брянская, р-н Брянский, п. Свень, ул. Молодежная, участок 5/3",5/3,Молодёжная улица,ЕГРН
way,1190522782,"[11054216984, 11054216983, 11054216982, 11054216981, 11054216984]",yes,"POLYGON ((34.3611601 53.1355594, 34.3612003 53.1354838, 34.361026 53.1354504, 34.3609858 53.1355261, 34.3611601 53.1355594))",,,,
way,1190522783,"[11054216988, 11054216985, 11054216986, 11054216987, 11054216988]",yes,"POLYGON ((34.3611628 53.1357204, 34.3612083 53.1356521, 34.3608624 53.1355691, 34.3608169 53.1356373, 34.3611628 53.1357204))","Брянская область, р-н Брянский, п Свень, ул Молодежная, 3Г",3Г,Молодёжная улица,ЕГРН
way,1190522784,"[11054216992, 11054216991, 11054216990, 11054216989, 11054216992]",yes,"POLYGON ((34.3614632 53.1361194, 34.3615115 53.136047, 34.3613607 53.1360108, 34.3613124 53.1360832, 34.3614632 53.1361194))",,,,
way,1190522785,"[11054216996, 11054216995, 11054216994, 11054216993, 11054216996]",yes,"POLYGON ((34.3622276 53.1359746, 34.3622518 53.1358974, 34.3620819 53.1358782, 34.3620577 53.1359555, 34.3622276 53.1359746))","обл. Брянская, р-н Брянский, п. Свень, ул. Молодежная, дом 5",5,Молодёжная улица,ЕГРН
way,1190522786,"[11054217000, 11054216999, 11054216998, 11054216997, 11054217000]",yes,"POLYGON ((34.3628606 53.1361194, 34.3628982 53.1360373, 34.362778 53.1360175, 34.3627404 53.1360996, 34.3628606 53.1361194))",,,,
way,1190522787,"[11054217004, 11054217003, 11054217002, 11054217001, 11054217004]",yes,"POLYGON ((34.3625575 53.1363382, 34.3625924 53.1362707, 34.3625225 53.1362577, 34.3624877 53.1363253, 34.3625575 53.1363382))",,,,
way,1190522788,"[11054217208, 11054217207, 11054217206, 11054217205, 11054217208]",yes,"POLYGON ((34.3627158 53.1364396, 34.3627775 53.1363415, 34.3627055 53.1363252, 34.3626438 53.1364233, 34.3627158 53.1364396))",,,,
way,1190522789,"[11054217212, 11054217211, 11054217210, 11054217209, 11054217212]",yes,"POLYGON ((34.3631637 53.1362514, 34.3632656 53.136084, 34.3631722 53.1360635, 34.3630703 53.1362309, 34.3631637 53.1362514))","Брянская обл, р-н Брянский, п. Свень, ул. Молодежная, д 5Б",5Б,Молодёжная улица,ЕГРН
way,1190522790,"[11054217216, 11054217213, 11054217214, 11054217215, 11054217216]",yes,"POLYGON ((34.3633783 53.1360293, 34.3635762 53.1356959, 34.3633971 53.1356576, 34.3631991 53.135991, 34.3633783 53.1360293))",,,,
way,1190522791,"[11054217220, 11054217217, 11054217218, 11054217219, 11054217220]",yes,"POLYGON ((34.36252 53.1355643, 34.3625571 53.1355018, 34.3623751 53.1354629, 34.362338 53.1355254, 34.36252 53.1355643))",,,,
way,1190522792,"[11054217224, 11054217223, 11054217222, 11054217221, 11054217224]",yes,"POLYGON ((34.3615571 53.1355321, 34.3616268 53.1354146, 34.361511 53.1353899, 34.3614413 53.1355074, 34.3615571 53.1355321))",,,,
way,1190522793,"[11054217228, 11054217227, 11054217226, 11054217225, 11054217228]",yes,"POLYGON ((34.3613318 53.1354307, 34.3613881 53.1353261, 34.3611982 53.1352893, 34.3611419 53.1353939, 34.3613318 53.1354307))","Брянская область, р-н Брянский, п Свень, ул Молодежная, уч 3/3",3/3,Молодёжная улица,ЕГРН
way,1190522794,"[11054217232, 11054217231, 11054217230, 11054217229, 11054217232]",yes,"POLYGON ((34.3606773 53.1351893, 34.3607149 53.135125, 34.3605988 53.1351006, 34.3605613 53.135165, 34.3606773 53.1351893))",,,,
way,1190522795,"[11054217236, 11054217235, 11054217234, 11054217233, 11054217236]",yes,"POLYGON ((34.3616 53.1352247, 34.3614471 53.1351234, 34.3613157 53.1351947, 34.3614686 53.1352961, 34.3616 53.1352247))",,,,
way,1190522796,"[11054217240, 11054217239, 11054217238, 11054217237, 11054217240]",yes,"POLYGON ((34.3610716 53.1348595, 34.3610474 53.1347758, 34.3609162 53.1347894, 34.3609404 53.1348731, 34.3610716 53.1348595))","Брянская область, р-н Брянский, п Свень, пер Свенский, д 1",1,Свенский переулок,ЕГРН
way,1190522797,"[11054217244, 11054217243, 11054217242, 11054217241, 11054217244]",yes,"POLYGON ((34.3607792 53.1337572, 34.3607256 53.1337266, 34.3606409 53.1337801, 34.3606946 53.1338106, 34.3607792 53.1337572))",,,,
way,1190522798,"[11054217248, 11054217247, 11054217246, 11054217245, 11054217248]",yes,"POLYGON ((34.3626997 53.135265, 34.3627533 53.1351942, 34.3625318 53.1351338, 34.3624782 53.1352046, 34.3626997 53.135265))","Брянская область, р-н Брянский, п Свень, ул Молодежная, уч 1/4",1/4,Молодёжная улица,ЕГРН
way,1190522799,"[11054217252, 11054217251, 11054217250, 11054217249, 11054217252]",yes,"POLYGON ((34.3626621 53.1350687, 34.3627614 53.1349335, 34.3626442 53.1349025, 34.3625449 53.1350377, 34.3626621 53.1350687))","обл. Брянская, р-н Брянский, п. Свень, ул. Молодежная, участок 1/2",1/2,Молодёжная улица,ЕГРН
way,1190522800,"[11054217256, 11054217255, 11054217254, 11054217253, 11054217256]",yes,"POLYGON ((34.3621847 53.1352103, 34.362241 53.1351298, 34.3621374 53.1351037, 34.3620811 53.1351841, 34.3621847 53.1352103))","Брянская область, р-н Брянский, п Свень, ул Молодежная, уч №1/6",1/6,Молодёжная улица,ЕГРН
way,1190522801,"[11054217260, 11054217259, 11054217258, 11054217257, 11054217260]",yes,"POLYGON ((34.3617904 53.1347854, 34.3616771 53.1347401, 34.3614712 53.1349254, 34.3615845 53.1349707, 34.3617904 53.1347854))",,,,
way,1190522802,"[11054217264, 11054217263, 11054217262, 11054217261, 11054217264]",yes,"POLYGON ((34.3616965 53.1343703, 34.3617448 53.1343268, 34.3616445 53.1342867, 34.3615963 53.1343302, 34.3616965 53.1343703))",,,,
way,1190522803,"[11054217268, 11054217267, 11054217266, 11054217265, 11054217268]",yes,"POLYGON ((34.3623564 53.1340388, 34.3623751 53.133997, 34.3622428 53.1339756, 34.362224 53.1340174, 34.3623564 53.1340388))","Брянская область, р-н Брянский, п Свень, ул Клубная, уч № -1 ""Г""",1Г,Клубная улица,ЕГРН
way,1190522804,"[11054217272, 11054217271, 11054217270, 11054217269, 11054217272]",yes,"POLYGON ((34.3640542 53.1344041, 34.3640944 53.1343542, 34.3639895 53.1343237, 34.3639492 53.1343736, 34.3640542 53.1344041))",,,,
way,1190522805,"[11054217276, 11054217275, 11054217274, 11054217273, 11054217276]",yes,"POLYGON ((34.3638772 53.1341724, 34.3639013 53.1341305, 34.3638003 53.1341095, 34.3637761 53.1341514, 34.3638772 53.1341724))",,,,
way,1190522806,"[11054217280, 11054217279, 11054217278, 11054217277, 11054217280]",yes,"POLYGON ((34.3632817 53.1345972, 34.363279 53.1345553, 34.3631826 53.1345576, 34.3631853 53.1345994, 34.3632817 53.1345972))",,,,
way,1190522807,"[11054217284, 11054217281, 11054217282, 11054217283, 11054217284]",yes,"POLYGON ((34.3632013 53.1343397, 34.3632305 53.1342982, 34.3631342 53.1342737, 34.3631049 53.1343153, 34.3632013 53.1343397))","Брянская область, р-н Брянский, п Свень, ул Клубная, 6/16",6/16,Клубная улица,ЕГРН
way,1190522808,"[11054217288, 11054217287, 11054217286, 11054217285, 11054217288]",yes,"POLYGON ((34.363912 53.1346551, 34.3639415 53.1346133, 34.3638698 53.1345951, 34.3638403 53.1346369, 34.363912 53.1346551))","Брянская обл, р-н Брянский, п Свень, ул Клубная, уч-к №2 Б",2Б,Клубная улица,ЕГРН
way,1190522809,"[11054217292, 11054217291, 11054217290, 11054217289, 11054217292]",yes,"POLYGON ((34.3636009 53.134433, 34.3636331 53.1343896, 34.363548 53.1343669, 34.3635158 53.1344103, 34.3636009 53.134433))",,,,
way,1190522810,"[11054217296, 11054217295, 11054217294, 11054217293, 11054217296]",yes,"POLYGON ((34.3637592 53.1344717, 34.363794 53.1344137, 34.3637287 53.1343996, 34.3636938 53.1344575, 34.3637592 53.1344717))",,,,
way,1190522811,"[11054217300, 11054217299, 11054217298, 11054217297, 11054217300]",yes,"POLYGON ((34.3638477 53.1345119, 34.3638852 53.1344604, 34.3638271 53.1344451, 34.3637896 53.1344966, 34.3638477 53.1345119))",,,,
way,1190522812,"[11054217304, 11054217303, 11054217302, 11054217301, 11054217304]",yes,"POLYGON ((34.364132 53.1345714, 34.3641776 53.1345183, 34.3640785 53.1344877, 34.3640329 53.1345408, 34.364132 53.1345714))",,,,
way,1190522813,"[11054217308, 11054217305, 11054217306, 11054217307, 11054217308]",yes,"POLYGON ((34.3646952 53.1347356, 34.3647402 53.1346932, 34.3646362 53.1346535, 34.3645913 53.1346959, 34.3646952 53.1347356))",,,,
way,1190522814,"[11054217312, 11054217309, 11054217310, 11054217311, 11054217312]",yes,"POLYGON ((34.3646255 53.1344861, 34.3646768 53.1344378, 34.3645799 53.1344009, 34.3645287 53.1344492, 34.3646255 53.1344861))",,,,
way,1190522815,"[11054217316, 11054217315, 11054217314, 11054217313, 11054217316]",yes,"POLYGON ((34.364875 53.1334466, 34.3649501 53.1333758, 34.3648456 53.1333359, 34.3647705 53.1334067, 34.364875 53.1334466))","Брянская область, р-н Брянский, п Свень, ул Клубная, уч 6/1",6/1,Клубная улица,ЕГРН
way,1190522816,"[11054217320, 11054217319, 11054217318, 11054217317, 11054217320]",yes,"POLYGON ((34.3660846 53.1331602, 34.3661571 53.1331055, 34.3660898 53.1330734, 34.3660174 53.1331281, 34.3660846 53.1331602))",,,,
way,1190522817,"[11054217324, 11054217321, 11054217322, 11054217323, 11054217324]",yes,"POLYGON ((34.3657333 53.1334434, 34.3657829 53.1334087, 34.3656877 53.1333597, 34.3656381 53.1333944, 34.3657333 53.1334434))","Брянская область, р-н Брянский, п Свень, ул Клубная, д 1Б/2",1Б/2,Клубная улица,ЕГРН
way,1190522818,"[11054217328, 11054217327, 11054217326, 11054217325, 11054217328]",yes,"POLYGON ((34.3650305 53.1340999, 34.3651271 53.1340324, 34.3650458 53.1339906, 34.3649492 53.1340581, 34.3650305 53.1340999))","обл. Брянская, р-н Брянский, п. Свень, ул. Клубная, участок №1/1",1/1,Клубная улица,ЕГРН
way,1190522819,"[11054217332, 11054217331, 11054217330, 11054217329, 11054217332]",yes,"POLYGON ((34.3654409 53.1339197, 34.3654972 53.133873, 34.3653742 53.1338196, 34.3653179 53.1338663, 34.3654409 53.1339197))",,,,
way,1190522820,"[11054217336, 11054217333, 11054217334, 11054217335, 11054217336]",yes,"POLYGON ((34.365575 53.1337652, 34.3656515 53.133676, 34.3654141 53.1336027, 34.3653376 53.133692, 34.365575 53.1337652))","Брянская область, р-н Брянский, п Свень, ул Клубная, уч 1 Б/1",1Б/1,Клубная улица,ЕГРН
way,1190522821,"[11054217340, 11054217337, 11054217338, 11054217339, 11054217340]",yes,"POLYGON ((34.3658432 53.1340356, 34.3658888 53.1339824, 34.3658003 53.1339551, 34.3657548 53.1340083, 34.3658432 53.1340356))",,,,
way,1190522822,"[11054217344, 11054217343, 11054217342, 11054217341, 11054217344]",yes,"POLYGON ((34.366141 53.1341321, 34.3661892 53.1340758, 34.3661177 53.1340537, 34.3660694 53.13411, 34.366141 53.1341321))",,,,
way,1190522823,"[11054217348, 11054217347, 11054217346, 11054217345, 11054217348]",yes,"POLYGON ((34.3663475 53.1342271, 34.3664467 53.1341273, 34.3663752 53.1341017, 34.366276 53.1342015, 34.3663475 53.1342271))",,,,
way,1190522824,"[11054217352, 11054217351, 11054217350, 11054217349, 11054217352]",yes,"POLYGON ((34.3665862 53.1343397, 34.3666398 53.1342963, 34.3665506 53.1342566, 34.366497 53.1343001, 34.3665862 53.1343397))","обл. Брянская, р-н Брянский, п. Свень, ул. Клубная, участок 1/5",1/5,Клубная улица,ЕГРН
way,1190522825,"[11054217356, 11054217353, 11054217354, 11054217355, 11054217356]",yes,"POLYGON ((34.3668303 53.1343992, 34.3668697 53.1343486, 34.3668035 53.1343301, 34.3667641 53.1343807, 34.3668303 53.1343992))",,,,
way,1190522826,"[11054217360, 11054217359, 11054217358, 11054217357, 11054217360]",yes,"POLYGON ((34.3665862 53.1346551, 34.3666238 53.1346068, 34.3665377 53.1345827, 34.3665002 53.134631, 34.3665862 53.1346551))",,,,
way,1190522827,"[11054217364, 11054217361, 11054217362, 11054217363, 11054217364]",yes,"POLYGON ((34.366487 53.1347694, 34.3665287 53.1347086, 34.366436 53.1346857, 34.3663943 53.1347465, 34.366487 53.1347694))",,,,
way,1190522828,"[11054217368, 11054217367, 11054217366, 11054217365, 11054217368]",yes,"POLYGON ((34.3658781 53.135125, 34.3659157 53.1350703, 34.365842 53.1350521, 34.3658044 53.1351068, 34.3658781 53.135125))",,,,
way,1190522829,"[11054217372, 11054217371, 11054217370, 11054217369, 11054217372]",yes,"POLYGON ((34.3649125 53.1348804, 34.3649554 53.1348112, 34.3648565 53.1347891, 34.3648136 53.1348583, 34.3649125 53.1348804))",,,,
way,1190522830,"[11054217376, 11054217375, 11054217374, 11054217373, 11054217376]",yes,"POLYGON ((34.3651754 53.134948, 34.3652049 53.1348981, 34.3651178 53.1348796, 34.3650883 53.1349294, 34.3651754 53.134948))","Российская Федерация, Брянская область, Брянский муниципальный район, Свенское сельское поселение, п Свень, ул Клубная, участок 6",6,Клубная улица,ЕГРН
way,1190522831,"[11054217380, 11054217379, 11054217378, 11054217377, 11054217380]",yes,"POLYGON ((34.3652719 53.134853, 34.365347 53.1347484, 34.3652684 53.1347281, 34.3651933 53.1348327, 34.3652719 53.134853))",,,,
way,1190522832,"[11054217384, 11054217383, 11054217382, 11054217381, 11054217384]",yes,"POLYGON ((34.3656555 53.1349126, 34.3656903 53.1348579, 34.3656182 53.1348413, 34.3655833 53.134896, 34.3656555 53.1349126))","Брянская область, р-н Брянский, п Свень, ул Клубная, 3/5",3/5,Клубная улица,ЕГРН
way,1190522833,"[11054217388, 11054217387, 11054217386, 11054217385, 11054217388]",yes,"POLYGON ((34.3658915 53.1349914, 34.3659317 53.1349319, 34.3658334 53.134908, 34.3657931 53.1349675, 34.3658915 53.1349914))",,,,
way,1190522834,"[11054217412, 11054217411, 11054217410, 11054217409, 11054217412]",yes,"POLYGON ((34.3693221 53.1354211, 34.3692657 53.1353696, 34.369107 53.1354321, 34.3691633 53.1354836, 34.3693221 53.1354211))","обл. Брянская, р-н Брянский, п. Свень, ул. Клубная, дом 17/1",17/1,Клубная улица,ЕГРН
way,1190522835,"[11054217416, 11054217415, 11054217414, 11054217413, 11054217416]",yes,"POLYGON ((34.3688205 53.1353857, 34.368901 53.1353374, 34.3687414 53.1352416, 34.3686609 53.1352899, 34.3688205 53.1353857))","обл. Брянская, р-н Брянский, п. Свень, ул. Клубная, дом 16а",16А,Клубная улица,ЕГРН
way,1190522836,"[11054217420, 11054217417, 11054217418, 11054217419, 11054217420]",yes,"POLYGON ((34.3683752 53.1351314, 34.3684213 53.1350805, 34.3683404 53.1350542, 34.3682943 53.1351051, 34.3683752 53.1351314))",,,,
way,1190522837,"[11054217424, 11054217423, 11054217422, 11054217421, 11054217424]",yes,"POLYGON ((34.3681821 53.1354227, 34.368268 53.1353277, 34.3681464 53.1352882, 34.3680606 53.1353831, 34.3681821 53.1354227))","Брянская область, р-н Брянский, п Свень, ул Клубная, уч 20А",20А,Клубная улица,ЕГРН
way,1190522838,"[11054217428, 11054217427, 11054217426, 11054217425, 11054217428]",yes,"POLYGON ((34.3682277 53.1348096, 34.3682519 53.1347468, 34.3681664 53.134735, 34.3681423 53.1347978, 34.3682277 53.1348096))","Брянская область, р-н Брянский, п Свень, ул Клубная, уч 4/4",4/4,Клубная улица,ЕГРН
way,1190522839,"[11054217432, 11054217431, 11054217430, 11054217429, 11054217432]",yes,"POLYGON ((34.3678871 53.1345103, 34.3679327 53.1344652, 34.3678477 53.1344343, 34.3678021 53.1344793, 34.3678871 53.1345103))",,,,
way,1190522840,"[11054217436, 11054217435, 11054217434, 11054217433, 11054217436]",yes,"POLYGON ((34.3675759 53.1346889, 34.3676323 53.1346261, 34.3675512 53.1345999, 34.3674948 53.1346627, 34.3675759 53.1346889))",,,,
way,1190522841,"[11054217440, 11054217439, 11054217438, 11054217437, 11054217440]",yes,"POLYGON ((34.367128 53.1344491, 34.3671951 53.1343542, 34.367102 53.1343305, 34.3670349 53.1344255, 34.367128 53.1344491))",,,,
way,1190522842,"[11054217444, 11054217443, 11054217442, 11054217441, 11054217444]",yes,"POLYGON ((34.3668973 53.13461, 34.3669242 53.1345586, 34.3668435 53.1345434, 34.3668167 53.1345949, 34.3668973 53.13461))",,,,
way,1190522843,"[11054217448, 11054217447, 11054217446, 11054217445, 11054217448]",yes,"POLYGON ((34.3674874 53.1348997, 34.3675411 53.1348418, 34.3672737 53.1347527, 34.3672201 53.1348106, 34.3674874 53.1348997))",,,,
way,1190522844,"[11054217452, 11054217451, 11054217450, 11054217449, 11054217452]",yes,"POLYGON ((34.367128 53.1348144, 34.3671468 53.1347533, 34.367027 53.13474, 34.3670082 53.1348012, 34.367128 53.1348144))",,,,
way,1190522845,"[11054217456, 11054217455, 11054217454, 11054217453, 11054217456]",yes,"POLYGON ((34.3668115 53.1347694, 34.3668571 53.1347034, 34.36675 53.1346767, 34.3667044 53.1347427, 34.3668115 53.1347694))",,,,
way,1190522846,"[11054217460, 11054217459, 11054217458, 11054217457, 11054217460]",yes,"POLYGON ((34.3666667 53.1350091, 34.3667042 53.1349673, 34.3666127 53.1349377, 34.3665752 53.1349796, 34.3666667 53.1350091))","Брянская область, р-н Брянский, п Свень, ул Клубная, уч 4/12",4/12,Клубная улица,ЕГРН
way,1190522847,"[11054217464, 11054217463, 11054217462, 11054217461, 11054217464]",yes,"POLYGON ((34.3664226 53.1351732, 34.3664575 53.135125, 34.3663695 53.1351021, 34.3663347 53.1351504, 34.3664226 53.1351732))","обл. Брянская, р-н Брянский, п. Свень, ул. Клубная, дом 6",6,Клубная улица,ЕГРН
way,1190522848,"[11054217468, 11054217467, 11054217466, 11054217465, 11054217468]",yes,"POLYGON ((34.36712 53.1358507, 34.3671548 53.1357944, 34.367048 53.1357706, 34.3670132 53.1358269, 34.36712 53.1358507))",,,,
way,1190522849,"[11054217472, 11054217469, 11054217470, 11054217471, 11054217472]",yes,"POLYGON ((34.3680319 53.1358539, 34.3680924 53.1357554, 34.3679193 53.1357171, 34.3678588 53.1358156, 34.3680319 53.1358539))","Брянская область, р-н Брянский, п Свень, ул Клубная, уч 20",20,Клубная улица,ЕГРН
way,1190522850,"[11054217476, 11054217475, 11054217474, 11054217473, 11054217476]",yes,"POLYGON ((34.3685308 53.1359311, 34.3685684 53.13587, 34.3683707 53.1358263, 34.3683332 53.1358875, 34.3685308 53.1359311))","Брянская область, р-н Брянский, п Свень, ул Клубная, д 14",14,Клубная улица,ЕГРН
way,1190522851,"[11054217480, 11054217479, 11054217478, 11054217477, 11054217480]",yes,"POLYGON ((34.3689626 53.1363045, 34.3689626 53.1362337, 34.3687481 53.1362337, 34.3687481 53.1363045, 34.3689626 53.1363045))","Российская Федерация, Брянская область, Брянский муниципальный район, Свенское сельское поселение, п. Свень, ул. Клубная, з/у 18/2",18/2,Клубная улица,ЕГРН
way,1190522852,"[11054217484, 11054217483, 11054217482, 11054217481, 11054217484]",yes,"POLYGON ((34.368327 53.1363093, 34.368335 53.1362256, 34.3682036 53.1362211, 34.3681955 53.1363047, 34.368327 53.1363093))","обл. Брянская, р-н Брянский, п. Свень, ул. Клубная, дом 16",16,Клубная улица,ЕГРН
way,1190522853,"[11054217488, 11054217487, 11054217486, 11054217485, 11054217488]",yes,"POLYGON ((34.3679139 53.1362288, 34.3679675 53.1361516, 34.3678055 53.1361111, 34.3677518 53.1361883, 34.3679139 53.1362288))","обл. Брянская, р-н Брянский, п. Свень, ул. Клубная, дом 12 А",12А,Клубная улица,ЕГРН
way,1190522854,"[11054217492, 11054217491, 11054217490, 11054217489, 11054217492]",yes,"POLYGON ((34.3673775 53.1361098, 34.3674123 53.1360454, 34.3673204 53.1360275, 34.3672856 53.1360918, 34.3673775 53.1361098))",,,,
way,1190523336,"[11054217497, 11054217496, 11054217493, 11054217495, 11054217494, 11054217497]",yes,"POLYGON ((34.3575954 53.1397848, 34.3576571 53.1397124, 34.3576177 53.1397003, 34.3575813 53.1396891, 34.3575196 53.1397615, 34.3575954 53.1397848))",,,,
