element_type,osmid,operator,railway,ref,geometry,location,man_made,addr:city,addr:housenumber,addr:postcode,addr:street,amenity,name,opening_hours,phone,power,building,building:levels,substation,access,parking,fixme,wheelchair,shop,noname,tickets:public_transport,surface,name:ru,layer,nodes,building:flats,design:ref,start_date,height,building:colour,note:cadastre:id,year_of_construction,addr:housenumber2,building:material,roof:shape,abandoned,brand,contact:website,owner,design:note,construction,note,website,health_facility:type,healthcare,name:uk,official_short_type,pipeline,substance,utility,voltage,religion,social_facility,social_facility:for,education,education_form:parttime,education_level:primary,education_profile:music,education_system:ru_standard,landuse,building:min_level,power:output:hot_water,fee,female,male,check_date:opening_hours,toilets,denomination,shelter_type,leisure,sport,outdoor_seating,unisex,heating,voltage:primary,branch,frequency,check_date,roof:colour,roof:height,roof:material,contact:instagram,cuisine,drink:coffee,takeaway,service,service:vehicle:tyres,inscription,ways,type,name:en,old_name,old_name:de,old_name:en,roof:levels,smoking
relation,12795709,,,,"POLYGON ((37.6383383 55.8471536, 37.6383662 55.8472449, 37.6383941 55.8473374, 37.6384283 55.847448, 37.6386455 55.8474269, 37.6388626 55.8474057, 37.6394051 55.8473529, 37.6393647 55.8472204, 37.6395644 55.8472023, 37.6383383 55.8471536))",,,Москва,1А к2,129323,Лазоревый проезд,,,,,,apartments,24,,,,,,,,,,,,"[[[8789551040, 8789551049], [8789551044, 8789551039, 8789551049], [8789551044, 8789551034], [8789551034, 10268012459, 8789551043, 8789551042], [8789551042, 8789551036], [8789551036, 8789551040]]]",163,,2017-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[949423077, 949423075, 949423068, 949423076, 949423074, 949423067]",multipolygon,,,,,,
relation,12795712,,,,"POLYGON ((37.6378959 55.8471351, 37.6374029 55.8471831, 37.6374782 55.8474266, 37.6377247 55.8474026, 37.6379712 55.8473786, 37.6383941 55.8473374, 37.6383662 55.8472449, 37.6383383 55.8471536, 37.6378959 55.8471351))",,,Москва,1А к3,129323,Лазоревый проезд,,,,,,apartments,24,,,,,,,,,,,,"[[[8789551037, 8789551040], [8789551038, 10268012460, 8789551041, 8789551050, 8789551037], [8789551042, 8789551038], [8789551042, 8789551036], [8789551036, 8789551040]]]",163,,2017-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[949423072, 949423078, 949423073, 949423074, 949423067]",multipolygon,,,,,,
relation,12795714,,,,"POLYGON ((37.6380145 55.8478784, 37.6379206 55.8478874, 37.6376387 55.8479145, 37.6376723 55.8480247, 37.6379542 55.8479976, 37.6380482 55.8479886, 37.6382993 55.8479645, 37.6388014 55.8479162, 37.6393035 55.8478679, 37.6395546 55.8478437, 37.6396547 55.8478341, 37.6397547 55.8478245, 37.6397046 55.8476602, 37.6397017 55.8476509, 37.6396629 55.847524, 37.639624 55.8473972, 37.6395644 55.8472023, 37.6393647 55.8472204, 37.6394051 55.8473529, 37.6394244 55.8474163, 37.6394631 55.8475432, 37.6395045 55.8476795, 37.6395017 55.8476701, 37.639521 55.8477335, 37.6392699 55.8477577, 37.6387678 55.8478059, 37.6382656 55.8478542, 37.6380145 55.8478784))",,,Москва,1А к1,129323,Лазоревый проезд,,,,,,apartments,15,,,,,,,,,,,,"[[[8789551045, 10268012447, 8791687582, 10268012448, 10268012458, 8789551044], [8789551032, 10268012444, 10268012450, 10268012449, 8789551045], [8789551033, 10268012456, 8789551047, 8789551046, 10268012455, 8789551032], [8789551031, 10268012451, 10268012452, 10268012453, 8789551033], [8789551049, 10268012445, 10268012457, 10268012446, 8600357102, 8789551048, 10268012454, 8789551031], [8789551044, 8789551039, 8789551049]]]",337,,2017-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[949423063, 949423065, 949423066, 949423062, 949423079, 949423075]",multipolygon,,,,,,
relation,12795716,,,,"MULTIPOLYGON (((37.6344256 55.8488058, 37.63467 55.8487822, 37.6346666 55.8487711, 37.6348385 55.8487546, 37.6348219 55.8487003, 37.6348053 55.8486459, 37.6347511 55.8486511, 37.634716 55.8485362, 37.6343348 55.8485729, 37.6343669 55.848678, 37.634386 55.8486761, 37.6344256 55.8488058)), ((37.6354971 55.8487237, 37.6355429 55.8488738, 37.6355887 55.8490239, 37.6354935 55.8490331, 37.6348506 55.8490948, 37.6345234 55.8491263, 37.6345623 55.8492535, 37.6348894 55.8492221, 37.6355323 55.8491602, 37.6361641 55.8490994, 37.636719 55.8490461, 37.6370952 55.8490099, 37.637252 55.8489948, 37.6371862 55.8487793, 37.6371539 55.8486734, 37.6371216 55.8485675, 37.637081 55.8484344, 37.6370403 55.8483012, 37.6367847 55.8483258, 37.6368254 55.848459, 37.636866 55.8485921, 37.6368983 55.848698, 37.6369306 55.8488039, 37.6369576 55.8488922, 37.6366802 55.8489189, 37.6361253 55.8489722, 37.6358479 55.8489989, 37.6358021 55.8488489, 37.6357563 55.8486988, 37.6357168 55.8485696, 37.635675 55.8484325, 37.6354158 55.8484575, 37.6354971 55.8487237)))",,,Москва,3,129323,Лазоревый проезд,,,,,,apartments,15,,,,,,,,,,,,"[[[7324023921, 10261287252, 10261287253, 7324023918, 10267819513, 10261287254, 10261287255, 7324023919, 7324023920, 10261287250, 10261287251, 7324023921], [8788468970, 8788468947, 7324023923, 7324023922, 8788468969], [8788468969, 10268012477, 7324023925, 10268012478, 10268012479, 317025104, 1126668727, 8788468950, 8788468949, 8788468943, 8788468948, 10266417756, 1126668696, 8788468965], [8788468965, 10268012474, 8788468968], [8788468968, 10268012473, 5319016818, 5319016817, 8788468945, 8788468967], [8788468967, 8788468944, 8788468966], [8788468966, 317025106, 10268012475, 10268012476, 7324023924, 8788468946, 8788468970]]]",,,2019-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[784071589, 949326599, 97263495, 949326603, 949326602, 949326601, 949326600]",multipolygon,,,,,,
relation,12795719,,,,"POLYGON ((37.635804 55.8471438, 37.635609 55.8471625, 37.6356016 55.847138, 37.6353621 55.847161, 37.6354431 55.8474268, 37.6356171 55.8474101, 37.6356078 55.8473795, 37.6356469 55.8473758, 37.635686 55.847372, 37.6356955 55.8474033, 37.6358777 55.8473858, 37.6367188 55.8473051, 37.6367059 55.8472627, 37.6366712 55.8471489, 37.636606 55.847149, 37.635804 55.8471438))",,,Москва,5 к5,129323,Лазоревый проезд,,,,,,apartments,24,,,,,,,,,,,,"[[[4999923256, 5319017138, 5319017135, 5162682861, 5162682862, 5319017137, 5319017134, 10268012461, 5319017133, 5319017136, 4999923255], [4999923255, 4999923254, 8627329740, 4999923253, 5506687026, 4999923256]]]",,,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[511061798, 949423081]",multipolygon,,,,,,
relation,12795722,,,,"POLYGON ((37.6345989 55.8481996, 37.6346398 55.8483337, 37.634937 55.8483052, 37.6352483 55.8482753, 37.6352061 55.8481368, 37.6351376 55.8481434, 37.6351047 55.8480356, 37.6350289 55.8477865, 37.6350016 55.8477761, 37.6345989 55.8481996))",,,Москва,5 к2,129323,Лазоревый проезд,,,,,,retail,2,,,,,,,,,,,,"[[[5162682866, 8794731915], [5162682866, 5162682873, 5162682874, 5285248183, 10266417757, 5162682867, 5285248182], [5285248182, 8789551052], [8794731915, 8789551052]]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[949423084, 949423085, 1122143084, 949999118]",multipolygon,,,,,,
relation,12795723,,,,"POLYGON ((37.6350016 55.8477761, 37.6350289 55.8477865, 37.6351047 55.8480356, 37.6353377 55.8480133, 37.6353342 55.8480019, 37.6354827 55.8479876, 37.6354465 55.8478688, 37.6354275 55.8478063, 37.6354446 55.8478046, 37.6354523 55.8478299, 37.6356558 55.8478103, 37.6355783 55.8475558, 37.6351731 55.8475955, 37.6350016 55.8477761))",,,Москва,5 к1,129323,Лазоревый проезд,,,,,,apartments,24,,,,,,,,,,,,"[[[5162682866, 8794731915], [8794731915, 8789551052], [8789551052, 5162682869], [5162682869, 5162682870, 5162682871, 10263315633, 10263315632, 5162682872], [5162682872, 10268012472, 5162682863, 5319017132, 5319017131, 5162682866]]]",,,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[949423084, 949999118, 1122143085, 531923265, 949423082]",multipolygon,,,,,,
relation,12795727,,,,"POLYGON ((37.6362724 55.8480329, 37.6363101 55.8481565, 37.6365195 55.8481364, 37.6369641 55.8480936, 37.636895 55.8478673, 37.6368319 55.8476603, 37.6367687 55.8474533, 37.6365333 55.8474759, 37.6365965 55.8476829, 37.6366597 55.8478899, 37.636691 55.8479926, 37.6364817 55.8480128, 37.6362724 55.8480329))",,,Москва,5 к4,129323,Лазоревый проезд,,,,,,apartments,18,,,,,,,,,,,,"[[[5162682879, 8789551056, 10268012462, 8789551053], [5162682878, 10268012465, 8789551058, 8789551057, 10268012464, 5162682879], [8789551054, 10268012463, 8789551059, 5162682878], [8789551053, 8789551054]]]",,,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[949423086, 949423090, 949423087, 949423088]",multipolygon,,,,,,
relation,12795728,,,,"POLYGON ((37.6362724 55.8480329, 37.635889 55.8480697, 37.6355678 55.8481006, 37.6355775 55.8481322, 37.6355151 55.8481382, 37.6355432 55.8482302, 37.6359267 55.8481934, 37.6363101 55.8481565, 37.6362724 55.8480329))",,,Москва,5 к3,129323,Лазоревый проезд,,,,,,apartments,15,,,,,,,,,,,,"[[[8789551053, 10268012466, 8789551055, 8789551062, 8789551061, 8789551060, 10268012467, 8789551054], [8789551053, 8789551054]]]",,,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[949423089, 949423088]",multipolygon,,,,,,
relation,13690926,,,,"POLYGON ((37.6508306 55.8549754, 37.6508146 55.8550732, 37.6510663 55.8550863, 37.6511328 55.8546811, 37.6511355 55.8546647, 37.6508838 55.8546517, 37.65087 55.8547355, 37.6507585 55.8547298, 37.6507394 55.8548466, 37.6507192 55.8549697, 37.6508306 55.8549754))",,,,21/1,,Снежная улица,,,,,,apartments,9,,,,,,,,,,,,"[[[1728541312, 620522823, 620522820, 3816155122, 620522821, 620522822, 1728541311], [1728541312, 620522816, 8027288586, 620522817, 1728541311]]]",64,II-18-11/МИ вариант «Б»,1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1022412131, 48902638]",multipolygon,,,,,,
relation,15063340,,,,"POLYGON ((37.6470991 55.8468102, 37.6482013 55.8468742, 37.648242 55.8466532, 37.6471398 55.8465892, 37.6470991 55.8468102))",,,,4 с1,,проезд Серебрякова,,,,,,yes,3,,,,,,,,,,,,"[[[317009421, 317009423], [317009423, 317009415, 317009411, 317009421]]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1125779563, 28835608]",multipolygon,,,,,,
relation,15063341,,,,"POLYGON ((37.6462742 55.8467589, 37.6464814 55.8467681, 37.6464896 55.8467926, 37.646795 55.846765, 37.6467786 55.846716, 37.6468523 55.8467038, 37.6466314 55.8461251, 37.6461051 55.846194, 37.6461596 55.8463547, 37.6463369 55.8463318, 37.6464487 55.8466578, 37.646296 55.8466456, 37.6462742 55.8467589))",,,,2 с1,,проезд Серебрякова,,,,,,yes,2,,,,,,,,,,,,"[[[1457480127, 1457480125, 1457480121, 1457480119, 1457480111, 1457480112, 1457480114, 1457480113, 1457480117, 1457480116, 1457480124], [1457480124, 1457480126, 1457480127]]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[132507308, 1125779564]",multipolygon,,,,,,
relation,15069176,,,,"POLYGON ((37.6361883 55.8574153, 37.6364227 55.8568929, 37.6369287 55.8568267, 37.6370291 55.8568136, 37.6369938 55.8567318, 37.6363056 55.8568193, 37.6360527 55.8573984, 37.6361883 55.8574153))",,,,,,,,,,,,garages,1,,,,,,,,,,,,"[[[566882175, 3254859132, 3254859120], [3254859308, 3254859151, 566882175], [3254859120, 3254859134, 3254859299, 3254859308]]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1126018579, 1126018581, 319067201]",multipolygon,,,,,,
relation,15699397,,,,"POLYGON ((37.6461889 55.8601418, 37.6461277 55.8601066, 37.6460331 55.8601584, 37.646771 55.8605828, 37.6468655 55.860531, 37.6469225 55.8605637, 37.6471552 55.8604363, 37.6470116 55.8603537, 37.6468569 55.8604384, 37.6467242 55.8603621, 37.6468838 55.8602747, 37.6467264 55.8601842, 37.6465635 55.8602734, 37.6464107 55.8601855, 37.6465752 55.8600954, 37.6464282 55.8600108, 37.6461889 55.8601418))",,,,8,,Ивовая улица,,,,,,kindergarten,2,,,,,,,,,,,,"[[[617998599, 617998603, 617998046, 617998652, 617998534], [617998534, 617997907], [617997907, 617998105, 617998013, 617998197], [617998197, 617998323], [617998323, 617998647, 617998660, 617998416], [617998416, 10796806686, 617998601, 617998620, 617998599]]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[48677058, 1160835028, 1160835027, 1160835026, 1160835025, 1160835024]",multipolygon,,,,,,
way,26234186,,,,"POLYGON ((37.6517832 55.8552885, 37.6519322 55.8551946, 37.652283 55.85537, 37.6527276 55.8555922, 37.6525786 55.8556861, 37.6524694 55.8556322, 37.6519052 55.8553502, 37.6517832 55.8552885))",,,,,,,,,,,,yes,,,,,,,yes,,,,,,"[287267513, 287267514, 4045801390, 287267515, 287267605, 529125996, 529125997, 287267513]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,26234222,,,,"POLYGON ((37.6519275 55.8564873, 37.6524153 55.8564482, 37.6523482 55.8561968, 37.6523066 55.8560244, 37.6522864 55.8559405, 37.6525136 55.8559223, 37.6526413 55.8564254, 37.6525606 55.8564319, 37.6525798 55.8565073, 37.6525111 55.8565128, 37.6524859 55.8565148, 37.6524424 55.8565183, 37.6524564 55.8565735, 37.6521576 55.8565974, 37.6519595 55.8566132, 37.6519275 55.8564873))",,,,27 к1,,Снежная улица,,,,,,apartments,17,,,,,,,,,,,,"[287267596, 287267597, 10657246457, 10657246459, 287267598, 287267759, 529126000, 529125999, 287267600, 10657246451, 10657246452, 287267760, 287267761, 10657246454, 287267762, 287267596]",262,П44-1/17 тип 1;П44-4/17 тип 4,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,26234287,,,,"POLYGON ((37.6506727 55.856718, 37.6506409 55.856592, 37.6517342 55.8565051, 37.651766 55.8566312, 37.6516054 55.856644, 37.6512466 55.8566724, 37.6508807 55.8567015, 37.6506727 55.856718))",,,,27 к2,,Снежная улица,,,,,,apartments,17,,,,,,,,,,,,"[287267750, 287267752, 287267754, 287267756, 10657246460, 10657246462, 10657246464, 287267750]",203,П44-1/17 тип 1,1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,26234319,,,,"POLYGON ((37.6504063 55.8558471, 37.6503241 55.8558514, 37.6503193 55.8558224, 37.650164 55.8558305, 37.6501713 55.8558743, 37.6501424 55.8558758, 37.6501518 55.8559471, 37.6501933 55.856162, 37.6502015 55.85623, 37.6502398 55.856228, 37.6502471 55.8562717, 37.650379 55.8562648, 37.6503731 55.8562294, 37.6504693 55.8562244, 37.6504063 55.8558471))",,,,23,,Снежная улица,,,,,,yes,16,,,,,,,,,,,,"[547519202, 547519204, 547519200, 547519173, 547519169, 547519171, 10657246466, 10657246467, 547519222, 547519224, 547519216, 547519214, 547519218, 547519219, 547519202]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,26234339,,,,"POLYGON ((37.6480248 55.855643, 37.648319 55.8555791, 37.6484665 55.855793, 37.6485462 55.8557757, 37.6486179 55.8558827, 37.6486735 55.8559603, 37.6485994 55.8559764, 37.6487639 55.8562149, 37.6484641 55.8562801, 37.6483068 55.8560519, 37.648192 55.8558855, 37.6480248 55.855643))",,,,2,,проезд Русанова,,,,,,yes,3,,,,,,,,,,,,"[287267828, 287267829, 287267830, 287267831, 10657246471, 287267832, 287267833, 287267834, 287267835, 688350041, 688350040, 287267828]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,26234436,,,,"POLYGON ((37.6495307 55.8575228, 37.6494858 55.85736, 37.6516791 55.8571694, 37.6517235 55.8573324, 37.6516641 55.8573386, 37.6495307 55.8575228))",,,,1 с2,,Кольская улица,,,,,,yes,,,,,,,,,,,,,"[287268081, 287268082, 287268083, 287268084, 706873706, 287268081]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,26234554,,,,"POLYGON ((37.6500937 55.8585675, 37.6517545 55.8576709, 37.6517705 55.8576686, 37.6518267 55.8576628, 37.6518393 55.8576609, 37.6518921 55.8578361, 37.6502813 55.8586803, 37.6500937 55.8585675))",,,,1 с3,,Кольская улица,,,,,,yes,2,,,,,,,,,,,,"[287269494, 618002660, 706873728, 706873724, 287269495, 287269496, 287269497, 287269494]",,,,10.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,26234556,,,,"POLYGON ((37.6522909 55.8576834, 37.652068 55.8577064, 37.6520253 55.8575763, 37.6519787 55.8574344, 37.6519334 55.8572965, 37.6521564 55.8572735, 37.6522215 55.8574718, 37.6522909 55.8576834))",,,,1,,Кольская улица,,,,,,yes,8,,,,,,,,,,,,"[287269566, 287269546, 287269547, 287269550, 287269564, 287269565, 10657258916, 287269566]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28835543,,,,"POLYGON ((37.6515891 55.8515328, 37.6517664 55.8515932, 37.6523655 55.8510392, 37.6521883 55.8509788, 37.6515891 55.8515328))",,,,10 к1,,проезд Нансена,,,,,,apartments,5,,,,,,,,,,,,"[317008743, 317008754, 317008755, 317008747, 317008743]",80,1-511-4/М37,1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28835544,,,,"POLYGON ((37.6522211 55.8517599, 37.6523945 55.8518186, 37.6529886 55.8512653, 37.6528152 55.8512066, 37.6522211 55.8517599))",,,,10 к2,,проезд Нансена,,,,,,apartments,5,,,,,,,,,,,,"[317008759, 317008758, 317008757, 317008756, 317008759]",80,1-511-4/М37,1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28835545,,,,"POLYGON ((37.6528248 55.8519701, 37.6530137 55.8520355, 37.6536252 55.8514785, 37.6534363 55.8514131, 37.6528248 55.8519701))",,,,10 к3,,проезд Нансена,,,,,,apartments,5,,,,,,,,,,,,"[317008761, 317008760, 317008762, 317008763, 317008761]",80,1-511-4/М,1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28835546,,,,"POLYGON ((37.652095 55.8527736, 37.6522852 55.8528259, 37.6528047 55.8522306, 37.6526145 55.8521784, 37.652095 55.8527736))",,,,12 к3,,проезд Нансена,,,,,,apartments,5,,,,,,,,,,,,"[317008765, 317008767, 317008764, 317008766, 317008765]",80,1-511-4/М,1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28835547,,,,"POLYGON ((37.6513691 55.8525722, 37.6515617 55.8526339, 37.6521411 55.8520638, 37.6519484 55.8520022, 37.6513691 55.8525722))",,,,12 к2,,проезд Нансена,,,,,,apartments,5,,,,,,,,,,,,"[317008768, 317008770, 317008769, 317008771, 317008768]",79,1-511-4/М,1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28835548,,,,"POLYGON ((37.6506406 55.8524028, 37.6508195 55.8524636, 37.6514329 55.8518946, 37.651254 55.8518338, 37.6506406 55.8524028))",,,,12 к1,,проезд Нансена,,,,,,apartments,5,,,,,,,,,,,,"[317008773, 317008774, 317008772, 317008775, 317008773]",72,1-511-4/М,1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28835549,,,,"POLYGON ((37.654411 55.8533395, 37.6546185 55.8533835, 37.6550401 55.8527581, 37.6548326 55.852714, 37.654411 55.8533395))",,,,13 к2,,улица Амундсена,,,,,,apartments,5,,,,,,,,,,,,"[317008776, 317008778, 317008779, 317008777, 317008776]",80,1-511-4/М,1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28835550,,,,"POLYGON ((37.6551384 55.8535003, 37.6553465 55.8535434, 37.6557578 55.8529169, 37.6555497 55.8528739, 37.6551384 55.8535003))",,,,13 к1,,улица Амундсена,,,,,,apartments,5,,,,,,,,,,,,"[317008782, 317008783, 317008780, 317008781, 317008782]",80,1-511-4/М,1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28835552,,,,"POLYGON ((37.6556001 55.8527886, 37.6558063 55.8528344, 37.6561357 55.852367, 37.6559294 55.8523212, 37.6556001 55.8527886))",,,,11 к2,,улица Амундсена,,,,,,apartments,5,,,,,,,,,,,,"[317008790, 317008788, 317008789, 317008793, 317008790]",60,1-511-3/М,1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28835554,,,,"POLYGON ((37.6562411 55.8530907, 37.6561609 55.8532063, 37.6560458 55.8533719, 37.6559201 55.853553, 37.6558378 55.8536715, 37.6560445 55.8537167, 37.6560966 55.8536417, 37.6564478 55.8531359, 37.6562411 55.8530907))",,,,11,,улица Амундсена,,,,,,apartments,5,,,,,,,,,,,,"[2435862271, 7088079031, 7088079032, 7088079033, 317008796, 317008795, 8500697194, 2435862274, 2435862271]",48,1-511-3/М37,1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28835555,,,,"POLYGON ((37.6568725 55.8533857, 37.6570813 55.8534277, 37.65753 55.8527221, 37.6573213 55.8526802, 37.6568725 55.8533857))",,,,10,,улица Амундсена,,,,,,apartments,5,,,,,,,,,,,,"[317008798, 317008800, 317008801, 317008799, 317008798]",72,4572А,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
