element_type,osmid,operator,railway,ref,geometry,location,man_made,addr:city,addr:housenumber,addr:postcode,addr:street,amenity,name,opening_hours,phone,power,building,building:levels,substation,access,parking,fixme,wheelchair,shop,noname,tickets:public_transport,surface,name:ru,layer,nodes,building:flats,design:ref,start_date,height,building:colour,note:cadastre:id,year_of_construction,addr:housenumber2,building:material,roof:shape,abandoned,brand,contact:website,owner,design:note,construction,note,website,health_facility:type,healthcare,name:uk,official_short_type,pipeline,substance,utility,voltage,religion,social_facility,social_facility:for,education,education_form:parttime,education_level:primary,education_profile:music,education_system:ru_standard,landuse,building:min_level,power:output:hot_water,fee,female,male,check_date:opening_hours,toilets,denomination,shelter_type,leisure,sport,outdoor_seating,unisex,heating,voltage:primary,branch,frequency,check_date,roof:colour,roof:height,roof:material,contact:instagram,cuisine,drink:coffee,takeaway,service,service:vehicle:tyres,inscription,ways,type,name:en,old_name,old_name:de,old_name:en,roof:levels,smoking
way,28836109,,,,"POLYGON ((37.6565137 55.8502967, 37.6567507 55.8503776, 37.6572458 55.8499203, 37.6570079 55.8498391, 37.6568879 55.8499499, 37.6569223 55.8499617, 37.6566505 55.8502126, 37.6566171 55.8502012, 37.6565137 55.8502967))",,,,3 к2,,улица Амундсена,,,,,,apartments,3,,,,,,,,,,,,"[317013909, 317013912, 317013913, 317013911, 1728364392, 1728364411, 1728364679, 1728364671, 317013909]",25,1-204-5,1953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28836110,,,,"POLYGON ((37.6581952 55.8500961, 37.6583907 55.8498014, 37.6578938 55.8496354, 37.6580276 55.8495151, 37.6586985 55.8497412, 37.6584253 55.8501439, 37.6581952 55.8500961))",,,,1 к1,,улица Амундсена,,,,,,apartments,4,,,,,,,,,,,,"[317013914, 317013915, 317013916, 317013917, 317013918, 317013919, 317013914]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28836111,,,,"POLYGON ((37.6573529 55.850451, 37.6577789 55.850596, 37.6579092 55.8505644, 37.6580892 55.8502997, 37.6582889 55.850341, 37.658062 55.8506803, 37.6577983 55.850736, 37.6572437 55.8505478, 37.6573529 55.850451))",,,,3 к1,,улица Амундсена,,,,,,apartments,3,,,,,,,,,,,,"[317013920, 317013921, 317013922, 317013925, 317013926, 317013927, 317013929, 317013930, 317013920]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28836112,,,,"POLYGON ((37.6572003 55.8507882, 37.6570962 55.8508866, 37.6570672 55.850877, 37.6570584 55.8508853, 37.6568465 55.8508147, 37.6568553 55.8508064, 37.656791 55.850785, 37.6567822 55.8507933, 37.6565647 55.8507208, 37.6565735 55.8507125, 37.656508 55.8506907, 37.6564992 55.850699, 37.6562846 55.8506275, 37.6562934 55.8506192, 37.6562321 55.8505987, 37.6562233 55.8506071, 37.6560089 55.8505356, 37.6560177 55.8505273, 37.6559512 55.8505051, 37.6559424 55.8505135, 37.6557312 55.8504431, 37.65574 55.8504348, 37.6556721 55.8504122, 37.6556633 55.8504205, 37.6554481 55.8503488, 37.6554569 55.8503405, 37.6554257 55.85033, 37.6555298 55.8502316, 37.6572003 55.8507882))",,,,5,,улица Амундсена,,,,,,apartments,12,,,,,,,,,,,,"[317013931, 317013933, 1728364945, 1728364955, 1728364938, 1728364937, 1728364928, 1728364930, 1728364918, 1728364914, 1728364906, 1728364910, 1728364892, 1728364889, 1728364882, 1728364885, 1728364869, 1728364868, 1728364866, 1728364867, 1728364850, 1728364846, 1728364822, 1728364844, 1728364784, 1728364778, 317013934, 317013932, 317013931]",286,П46/12,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28836113,,,,"POLYGON ((37.655178 55.8496436, 37.6550607 55.8497575, 37.6552333 55.8498136, 37.6552093 55.8498369, 37.6553133 55.8498707, 37.6553234 55.8498609, 37.6554042 55.8498872, 37.6553941 55.8498969, 37.6554932 55.8499291, 37.6555173 55.8499058, 37.655698 55.8499645, 37.6558154 55.8498506, 37.6557324 55.8498237, 37.6557506 55.8498061, 37.6556433 55.8497712, 37.6556126 55.8498011, 37.6555222 55.8497717, 37.655492 55.849801, 37.655419 55.8497773, 37.6554492 55.849748, 37.6553591 55.8497187, 37.6553898 55.8496889, 37.6552878 55.8496557, 37.6552696 55.8496734, 37.655178 55.8496436))",,,,4 к2,129343,проезд Нансена,,,,,,apartments,16,,,,,,,,,,,,"[317013935, 317013937, 1728364310, 1728364325, 1728364349, 1728364345, 1728364354, 1728364360, 1728364387, 1728364363, 317013938, 317013936, 1728364313, 1728364306, 1728364280, 1728364294, 1728364283, 1728364291, 1728364288, 1728364263, 1728364250, 1728364227, 1728364207, 1728364212, 317013935]",122,И-522А,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28836114,,,,"POLYGON ((37.6580339 55.852556, 37.6582401 55.852602, 37.6586313 55.8520323, 37.6584251 55.8519864, 37.6580339 55.852556))",,,,8,,улица Амундсена,,,,,,apartments,9,,,,,,,,,,,,"[317013942, 317013939, 317013941, 317013940, 317013942]",144,II-29-04/М37,1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28836115,,,,"POLYGON ((37.6562883 55.8521316, 37.6564603 55.8521684, 37.6564734 55.8521491, 37.6564899 55.8521526, 37.6565794 55.852021, 37.6565629 55.8520175, 37.6565928 55.8519736, 37.6566093 55.8519771, 37.6566966 55.8518488, 37.6566801 55.8518452, 37.6567096 55.8518017, 37.6567261 55.8518053, 37.6568104 55.8516813, 37.6567939 55.8516778, 37.6568244 55.851633, 37.6568409 55.8516366, 37.6569291 55.8515068, 37.6569126 55.8515032, 37.6569407 55.8514619, 37.6569572 55.8514654, 37.6570432 55.851339, 37.6570267 55.8513355, 37.6570553 55.8512934, 37.6570718 55.8512969, 37.6571113 55.8512388, 37.6571596 55.8511678, 37.6571431 55.8511642, 37.6571572 55.8511436, 37.6569852 55.8511067, 37.6562883 55.8521316))",,,,7,,улица Амундсена,,,,,,apartments,12,,,,,,,,,,,,"[317013943, 317013945, 1728365153, 1728365154, 1728365147, 1728365146, 1728365136, 1728365137, 1728365128, 1728365127, 1728365117, 1728365119, 1728365098, 1728365095, 1728365086, 1728365089, 1728365065, 1728365064, 1728365050, 1728365057, 1728365042, 1728365040, 1728365018, 1728365020, 8932838584, 1728365008, 1728365007, 317013944, 317013946, 317013943]",286,П46/12,1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28836116,,,,"POLYGON ((37.6583477 55.8517817, 37.658582 55.8517453, 37.6584537 55.8514852, 37.658417 55.851491, 37.6582193 55.8515217, 37.6583477 55.8517817))",,,,6 с1,129343,улица Амундсена,,,,,,apartments,14,,,,,,,,,,,,"[317013953, 317013955, 317013948, 317013949, 317013954, 317013953]",98,И-209,1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28836117,,,,"POLYGON ((37.658417 55.851491, 37.6584537 55.8514852, 37.6586513 55.8514545, 37.658523 55.8511945, 37.6582886 55.8512309, 37.658417 55.851491))",,,,6 с2,129343,улица Амундсена,,,,,,apartments,14,,,,,,,,,,,,"[317013949, 317013948, 317013947, 317013956, 317013952, 317013949]",98,И-209,1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28836118,,,,"POLYGON ((37.657189 55.8563678, 37.6612998 55.8559549, 37.6612759 55.8558801, 37.6614912 55.8558584, 37.6615163 55.855937, 37.661432 55.8559455, 37.6614511 55.8560054, 37.6613893 55.8560116, 37.6613274 55.8560178, 37.661344 55.8560699, 37.6611374 55.8560907, 37.6607241 55.8561322, 37.6603109 55.8561737, 37.6598976 55.8562152, 37.6594844 55.8562567, 37.6590711 55.8562983, 37.6586579 55.8563398, 37.6582446 55.8563813, 37.6578314 55.8564228, 37.6574181 55.8564643, 37.6572115 55.8564851, 37.6571942 55.8564309, 37.6570693 55.8564434, 37.6570587 55.8564101, 37.657048 55.8563768, 37.6569769 55.8563839, 37.656946 55.8562871, 37.6571565 55.8562659, 37.657189 55.8563678))",,,,3,,Берингов проезд,,,,,,apartments,17,,,,,,,,,,,,"[317013957, 317013958, 317013963, 317013968, 317013972, 317013973, 317013974, 2302681881, 317013975, 317013976, 2302681882, 2302681883, 2302681884, 2302681885, 2302681886, 2302681887, 2302681896, 2302681897, 2302681898, 2302681899, 317013977, 317013979, 317013980, 2302681900, 317013981, 317013982, 317013983, 317013984, 317013957]",775,П44-1/17 тип 1;П44-4/17 тип 3,1986,51.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28836119,,,,"POLYGON ((37.6562124 55.856241, 37.6560542 55.8557097, 37.6562493 55.8556913, 37.656269 55.8557574, 37.6563095 55.8557536, 37.6563274 55.8558139, 37.6563454 55.8558741, 37.6563049 55.8558779, 37.6563322 55.8559697, 37.6563727 55.8559659, 37.65639 55.856024, 37.6564073 55.856082, 37.6563668 55.8560858, 37.6563959 55.8561836, 37.6564364 55.8561798, 37.656446 55.8562122, 37.6565569 55.8562018, 37.6565604 55.8562136, 37.6566176 55.8562082, 37.6566453 55.8563011, 37.6565443 55.8563106, 37.6565505 55.8563314, 37.6564759 55.8563384, 37.6564616 55.8562904, 37.6563413 55.8563017, 37.6563308 55.8562663, 37.6563202 55.8562308, 37.6562124 55.856241))",,,,1,,Берингов проезд,,,,,,apartments,17,,,,,,,,,,,,"[317013985, 317013986, 317013987, 1059246783, 1059246917, 2302681902, 1059246844, 1059246958, 1059246854, 1059247028, 2302681901, 1059246762, 1059246903, 1059246824, 1059247026, 317013989, 1059246978, 1059246813, 317013990, 317013991, 317013992, 317013993, 317013994, 317013996, 317013997, 2302681909, 317013998, 317013985]",196,П44-1/17 тип 1;П44-4/17 тип 5,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28836186,,,,"POLYGON ((37.6552206 55.8549635, 37.6551285 55.8549453, 37.6550037 55.8549207, 37.6552872 55.8544686, 37.655504 55.8545114, 37.6552206 55.8549635))",,,,19,,улица Амундсена,,,,,,apartments,5,,,,,,,,,,,,"[317014605, 8666793487, 317014612, 317014615, 317014609, 317014605]",48,1-511-3/М,1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28836187,,,,"POLYGON ((37.6387833 55.8546237, 37.6386706 55.8544592, 37.6387715 55.8544375, 37.6386699 55.8542892, 37.6388726 55.8542454, 37.6389816 55.8544045, 37.6390177 55.8544572, 37.6389165 55.854479, 37.6389857 55.85458, 37.6387833 55.8546237))",,,,24,,Лазоревый проезд,,,,,,apartments,16,,,,,,,,,,,,"[317014624, 317014627, 317014630, 317014633, 317014636, 4826742749, 317014639, 317014642, 317014645, 317014624]",111,1Мг-601/Ж,1973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28836310,,,,"POLYGON ((37.6523963 55.8488132, 37.6535282 55.84883, 37.6535305 55.8487805, 37.6536886 55.8487829, 37.6536971 55.8486037, 37.6537182 55.8486015, 37.6537367 55.8485952, 37.6537486 55.848585, 37.6537546 55.848574, 37.6537628 55.8484059, 37.6537577 55.8483937, 37.6537456 55.8483837, 37.6537247 55.8483749, 37.6537006 55.8483726, 37.6535441 55.8483703, 37.6535465 55.8483188, 37.6524613 55.8483027, 37.6524532 55.8484758, 37.6524509 55.8485245, 37.6523313 55.8485228, 37.6522832 55.8485221, 37.6522614 55.8485244, 37.6522413 55.8485304, 37.6522261 55.8485429, 37.6522203 55.8485563, 37.6522127 55.8487184, 37.6522181 55.8487326, 37.6522303 55.848745, 37.6522494 55.8487524, 37.6522748 55.8487562, 37.6523989 55.848758, 37.6523963 55.8488132))",,,,1,,проезд Нансена,parking,ГСК «Сибиряк»,,,,parking,5,,private,multi-storey,,,,,,,,,"[317016153, 317016155, 317016157, 317016164, 317016168, 1728509450, 317016172, 1728509449, 1728509448, 1728509436, 1728509435, 317016184, 1728509434, 1728509432, 317016189, 317016205, 317016211, 1728509441, 317016222, 1728509444, 1728509443, 1728509445, 317016224, 1728509446, 1728509447, 1728509451, 1728509452, 317016226, 1728509453, 1728509454, 317016231, 317016153]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28836317,,,,"POLYGON ((37.647415 55.8515174, 37.647412 55.8513585, 37.6473069 55.8513591, 37.6473062 55.8513219, 37.6474113 55.8513213, 37.6474074 55.8511162, 37.64749 55.8511157, 37.6475246 55.8511155, 37.6475252 55.8511468, 37.6475488 55.8511467, 37.6476365 55.8511462, 37.6476441 55.8515504, 37.6475302 55.851551, 37.6475295 55.8515167, 37.647415 55.8515174))",,,,16 к4,,Снежная улица,,,,,,dormitory,16,,,,,,,,,,,,"[317016302, 1140090911, 1140091004, 1140090887, 1140090960, 317016305, 1140090934, 317016309, 317016314, 1140090921, 317016317, 317016321, 317016325, 317016328, 317016302]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28836318,,,,"POLYGON ((37.6471401 55.8509302, 37.6472052 55.8509561, 37.6472624 55.8509876, 37.6473098 55.8510213, 37.6473453 55.8510624, 37.6474376 55.8510173, 37.6474814 55.8509958, 37.6477002 55.8508888, 37.647495 55.8507567, 37.6472818 55.8508609, 37.6472306 55.850886, 37.6471401 55.8509302))",,,,16 к5,,Снежная улица,,,,,,yes,2,,,,,,,,,,,,"[317016330, 1140091016, 1140090945, 1140090984, 317016335, 1140090891, 1140090907, 317016337, 317016333, 1140090952, 1140090909, 317016330]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28836536,,,,"POLYGON ((37.6529512 55.8460601, 37.6533352 55.8459613, 37.6536645 55.8463646, 37.6532805 55.8464634, 37.6529512 55.8460601))",,,,10 с1,,проезд Серебрякова,,,,,,yes,6,,,,,,,,,,,,"[317020431, 317020444, 317020453, 317020439, 317020431]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28836538,,,,"POLYGON ((37.6602903 55.8473629, 37.66028 55.8472517, 37.6602386 55.8472529, 37.6602333 55.8471957, 37.6602746 55.8471945, 37.6602643 55.8470833, 37.6612232 55.8470553, 37.6612314 55.8471444, 37.6612413 55.8472508, 37.6612491 55.8473348, 37.6611193 55.8473386, 37.6610483 55.8473407, 37.6609597 55.8473433, 37.6607678 55.8473489, 37.6606352 55.8473528, 37.6602903 55.8473629))",,,,16,,проезд Серебрякова,,,,,,industrial,,,,,,,,,,,,,"[317020459, 2687247949, 2687247951, 2687247943, 2687247941, 317020468, 317020472, 1439268253, 1439268254, 317020465, 7948862574, 1401387201, 1401387194, 1401387196, 706853126, 317020459]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28836540,,,,"POLYGON ((37.6576352 55.8469575, 37.6576263 55.8470374, 37.6576233 55.8470649, 37.6586075 55.8470993, 37.6586194 55.8469919, 37.6576352 55.8469575))",,,Москва,14 с5,129343,проезд Серебрякова,,,,,,commercial,3,,,,,,,,,,,,"[317020476, 6843840377, 317020481, 317020486, 317020478, 317020476]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28836542,,,,"POLYGON ((37.6635099 55.8486367, 37.6633585 55.8487743, 37.6650576 55.8493633, 37.6652091 55.8492256, 37.6635099 55.8486367))",,,,,,,,,,,,yes,,,,,,,,,,,,,"[317020489, 317020496, 317020503, 317020493, 317020489]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28836545,,,,"POLYGON ((37.6628269 55.8505257, 37.6629944 55.8503692, 37.6625289 55.8502122, 37.6628594 55.8499035, 37.6628309 55.8498939, 37.6618758 55.8495716, 37.6613777 55.8500368, 37.6628269 55.8505257))",,,,2 с3,,улица Амундсена,,,,,,yes,,,,,,,,,,,,,"[688349597, 688349563, 688349565, 317020526, 688349567, 317020519, 317020507, 688349597]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28836547,,,,"POLYGON ((37.6618758 55.8495716, 37.661756 55.8495312, 37.6618446 55.8494484, 37.6612483 55.8492473, 37.6613816 55.8491267, 37.6611916 55.8490664, 37.6617454 55.8485507, 37.6638659 55.8492516, 37.6632937 55.849786, 37.6631725 55.8498992, 37.6629174 55.8498131, 37.6628309 55.8498939, 37.6618758 55.8495716))",,,,2 с2,,улица Амундсена,,,,,,yes,,,,,,,,,,,,,"[317020519, 688349559, 688349557, 317020529, 3273260592, 3273260591, 317020536, 317020539, 688349564, 317020533, 688349566, 688349567, 317020519]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28836552,,,,"POLYGON ((37.669922 55.8505656, 37.6702203 55.8505546, 37.670015 55.8488012, 37.6697167 55.8488122, 37.669922 55.8505656))",,,,1,,Енисейская улица,,,,,,yes,4,,,,,,,,,,,,"[317020557, 317020566, 317020570, 317020563, 317020557]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28836603,,,,"POLYGON ((37.6528819 55.8527388, 37.6534275 55.8528579, 37.6538673 55.852954, 37.6539055 55.852899, 37.6539968 55.8529189, 37.654114 55.8527499, 37.6539359 55.852711, 37.6538583 55.8528228, 37.653653 55.8527779, 37.6537282 55.8526696, 37.653541 55.8526287, 37.6534652 55.8527381, 37.6532596 55.8526932, 37.6533337 55.8525863, 37.6531391 55.8525438, 37.6530401 55.8526866, 37.6529341 55.8526635, 37.6528819 55.8527388))",,,,13 к3,,улица Амундсена,,,,,,kindergarten,2,,,,,,,,,,,,"[317021224, 8682414272, 317021227, 317021230, 317021234, 317021237, 317021239, 317021242, 317021244, 317021246, 317021249, 317021251, 317021253, 317021256, 317021259, 317021261, 317021263, 317021224]",,,,,,,,13А,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28836604,,,,"POLYGON ((37.6545746 55.852103, 37.6544165 55.8520509, 37.6545619 55.851912, 37.6548518 55.8520077, 37.655174 55.852114, 37.6550286 55.8522528, 37.6548697 55.8522004, 37.6548867 55.8521842, 37.6545916 55.8520868, 37.6545746 55.852103))",,,,11 к3,,улица Амундсена,,,,,,school,5,,,,,,,,,,,,"[317021278, 317021280, 317021276, 8042851867, 317021269, 317021272, 317021274, 317021267, 1728509592, 317021278]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28836843,,,,"POLYGON ((37.6408944 55.8475909, 37.6406446 55.8475774, 37.6406675 55.8474437, 37.6406882 55.8473232, 37.640938 55.8473367, 37.6409324 55.8473694, 37.6408944 55.8475909))",,,,1/2,,проезд Серебрякова,,,,,,apartments,14,,,,,,,,,,,,"[317025064, 317025069, 5095601421, 317025071, 317025067, 5095599810, 317025064]",98,И-209,1969,,gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28836849,,,,"POLYGON ((37.6404282 55.8463594, 37.6404432 55.8462841, 37.6403783 55.8462422, 37.6403893 55.8461876, 37.6404002 55.8461331, 37.6404802 55.8461003, 37.6404929 55.8460367, 37.6421472 55.846141, 37.6420826 55.8464638, 37.6420212 55.8464599, 37.6404282 55.8463594))",,,,2 к1,,проезд Серебрякова,,,,,,yes,8,,,,,,,,,,,,"[317025131, 2755153819, 2755153817, 9212986662, 2755153815, 2755153813, 317025136, 317025138, 317025134, 1457475570, 317025131]",,,,,orange,,,,brick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28836850,,,,"POLYGON ((37.6443225 55.8521032, 37.6444122 55.8522942, 37.6445015 55.8524844, 37.6446049 55.8527045, 37.6446945 55.8528955, 37.6447553 55.853025, 37.6449495 55.8529963, 37.644516 55.8520731, 37.6444351 55.852085, 37.6444207 55.8520543, 37.6444059 55.8520228, 37.6442778 55.8520418, 37.6442509 55.8519845, 37.6431743 55.8521438, 37.6431985 55.8521952, 37.6431327 55.8522049, 37.6430691 55.8522143, 37.643098 55.852276, 37.6429979 55.8522908, 37.6431376 55.8525884, 37.6433651 55.8525547, 37.643308 55.8524331, 37.643229 55.8522649, 37.6436097 55.8522086, 37.6439569 55.8521572, 37.6443225 55.8521032))",,,,2 к1,,улица Седова,,,,,,apartments,17,,,,,,,,,,,,"[317025145, 8026037765, 8026037764, 8026037763, 8026037762, 317025148, 317025141, 317025143, 317025160, 8026065746, 317025150, 317025151, 317025154, 317025156, 317025165, 8026037761, 317025167, 317025174, 317025170, 317025172, 317025163, 8026065747, 317025158, 8026037767, 8026037766, 317025145]",609,П44Т-1/17 тип 1;П44Т-4/17 тип 2,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28836855,,,,"POLYGON ((37.6396795 55.8526819, 37.6396096 55.8526925, 37.6395478 55.8527019, 37.6395792 55.852767, 37.6394841 55.8527814, 37.6395333 55.8528836, 37.63976 55.8528492, 37.6397136 55.852753, 37.6400634 55.8526999, 37.6404359 55.8526435, 37.6407884 55.85259, 37.6408811 55.8527826, 37.6409359 55.8528964, 37.641137 55.8528659, 37.6409895 55.8525595, 37.6408985 55.8525733, 37.6408844 55.852544, 37.6408691 55.8525122, 37.6407591 55.8525289, 37.6407297 55.8524679, 37.6396549 55.8526309, 37.6396795 55.8526819))",,,,8 к1,,улица Седова,,,,,,apartments,17,,,,,,,,,,,,"[317025191, 7997878029, 317025207, 317025185, 317025223, 317025214, 317025233, 317025239, 7997878028, 7997878027, 317025211, 7997878026, 317025203, 317025177, 317025179, 317025199, 7997878025, 317025228, 317025195, 317025219, 317025181, 317025191]",332,П44Т-1/17 тип 1;П44Т-4/17 тип 2,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28836856,,,,"POLYGON ((37.6395989 55.8519087, 37.6395833 55.8518749, 37.6394163 55.8518992, 37.6394799 55.8520367, 37.6400549 55.8519528, 37.6399198 55.8516611, 37.6396895 55.8516948, 37.6397206 55.851762, 37.6397598 55.8517563, 37.6398157 55.8518771, 37.6395989 55.8519087))",,,,9 к1,,улица Седова,,,,,,apartments,3,,,,,,,,,,,,"[317025244, 317025279, 317025281, 317025275, 317025251, 317025264, 317025268, 317025271, 317025259, 317025247, 317025244]",23,1-251-15,1958,,,77:02:0014011:1075,,,,hipped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28836857,,,,"POLYGON ((37.6388716 55.8513049, 37.639092 55.8512816, 37.6389308 55.8508001, 37.6387104 55.8508234, 37.6388716 55.8513049))",,,,6,,2-й Ботанический проезд,,,,,,apartments,3,,,,,,,,,,,,"[317025284, 317025288, 317025291, 317025286, 317025284]",34,1-447С-1,1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28836858,,,,"POLYGON ((37.6389714 55.851594, 37.6391625 55.8515749, 37.6390985 55.8513734, 37.6389074 55.8513925, 37.6389714 55.851594))",,,,8,,2-й Ботанический проезд,,,,,,ruins,3,,,,,,,,,,,,"[317025293, 317025299, 317025301, 317025296, 317025293]",,1-225-109,,,,77:02:0014011:1127,1956,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28837019,,,,"POLYGON ((37.6272957 55.8483344, 37.6273098 55.848169, 37.6274197 55.848172, 37.6276172 55.8481773, 37.6276642 55.8481785, 37.6276619 55.8482047, 37.6277868 55.8482081, 37.6277751 55.8483472, 37.6274057 55.8483374, 37.6272957 55.8483344))",,,,40,,Сельскохозяйственная улица,fuel,Teboil,24/7,,,yes,,,,,,,,,,,,,"[8319839164, 8319839163, 2435862258, 9196505349, 8319839162, 8319839161, 317028980, 317028976, 2435862260, 8319839164]",,,,,,,,,,,,Teboil,https://www.teboil-azs.ru/,"ООО ""Тебойл рус""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30524799,,,,"POLYGON ((37.6417947 55.8611387, 37.6416392 55.8612252, 37.6417911 55.8613113, 37.6420654 55.8614667, 37.642355 55.8616308, 37.6426533 55.8617998, 37.6429482 55.861967, 37.6432005 55.8621099, 37.6434152 55.8622316, 37.6435707 55.8621452, 37.6428223 55.861721, 37.6417947 55.8611387))",,,,13,,Вересковая улица,,,,,,apartments,12,,,,,,,,,,,,"[337113343, 337113352, 8543268274, 8543268273, 8543268272, 8543268271, 8543268270, 8543268269, 337113359, 337113348, 4438017271, 337113343]",286,П30/12,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30524800,,,,"POLYGON ((37.6462465 55.8608565, 37.6460891 55.8609449, 37.6450692 55.8603725, 37.6452266 55.8602841, 37.6462465 55.8608565))",,,,9,,Ивовая улица,,,,,,apartments,5,,,,,,,,,,,,"[337113363, 337113377, 337113382, 337113370, 337113363]",88,1-511-2/Ю37;1-511-3/М37,1966,,,,,,,,,,,,1й этаж частично нежилой,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30524801,,,,"POLYGON ((37.642085 55.8619947, 37.6418934 55.8620449, 37.642081 55.8622704, 37.6422726 55.8622203, 37.642181 55.8621102, 37.642085 55.8619947))",,,,12,,Тенистый проезд,,,,,,apartments,14,,,,,,,,,,,,"[337113387, 337113398, 337113405, 337113392, 8566589029, 337113387]",98,И-209А,1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
