element_type,osmid,nodes,addr:city,addr:housenumber,addr:postcode,addr:street,building,denomination,name,religion,website,geometry,layer,building:levels,shop,man_made,tourism,ways,type,amenity
way,211243519,"[2212632529, 2212632526, 2212632654, 2212632656, 2212632689, 2212632698, 2212632520, 2212632517, 2212632529]",,,,,yes,,,,,"POLYGON ((49.0849062 53.8085147, 49.0847345 53.8085128, 49.0847308 53.8086314, 49.0849002 53.8086332, 49.0848984 53.8086675, 49.0849921 53.8086691, 49.0850009 53.8084972, 49.0849072 53.8084955, 49.0849062 53.8085147))",,,,,,,,
way,211243520,"[2212631060, 2212631058, 2212631085, 2212631084, 2212631102, 2212631101, 2212631129, 2212631130, 2212631060]",Хрящёвка,3,,улица Степана Разина,yes,,,,,"POLYGON ((49.0801275 53.8030459, 49.0799287 53.8030441, 49.0799271 53.8031018, 49.0798875 53.8031014, 49.0798866 53.8031347, 49.079861 53.8031345, 49.0798594 53.8031935, 49.0801235 53.8031959, 49.0801275 53.8030459))",,,,,,,,
way,211243521,"[2212632333, 2212632319, 2212632318, 2212632298, 2212632295, 2212632317, 2212632316, 2212632331, 2212632333]",,,,,yes,,,,,"POLYGON ((49.0864135 53.8079294, 49.0864147 53.8078461, 49.0863343 53.8078457, 49.0863362 53.8077051, 49.0861865 53.8077044, 49.0861846 53.807844, 49.0860678 53.8078435, 49.0860666 53.8079277, 49.0864135 53.8079294))",,,,,,,,
way,211243522,"[2212632548, 2212632666, 2212632670, 2212632601, 2212632603, 2212632632, 2212632634, 2212632551, 2212632548]",,,,,yes,,,,,"POLYGON ((49.0850722 53.8085205, 49.0850719 53.808649, 49.0852648 53.8086491, 49.085265 53.8085659, 49.0853278 53.8085659, 49.0853278 53.8085979, 49.0853863 53.8085979, 49.0853865 53.8085208, 49.0850722 53.8085205))",,,,,,,,
way,211424853,"[2214406785, 2214406838, 2214406839, 2214406787, 2214406785]",,,,,yes,,,,,"POLYGON ((49.0860307 53.8176517, 49.0860282 53.8178023, 49.086296 53.8178038, 49.0862985 53.8176532, 49.0860307 53.8176517))",,,,,,,,
way,211424854,"[2214407113, 2214407112, 2214407126, 2214407128, 2214407113]",,,,,yes,,,,,"POLYGON ((49.0860438 53.8197629, 49.0858705 53.8197598, 49.0858664 53.8198402, 49.0860397 53.8198433, 49.0860438 53.8197629))",,,,,,,,
way,211424855,"[2214407117, 2214407116, 2214407130, 2214407131, 2214407117]",,,,,yes,,,,,"POLYGON ((49.0854108 53.8197737, 49.0852243 53.8197737, 49.0852243 53.8198512, 49.0854108 53.8198512, 49.0854108 53.8197737))",,,,,,,,
way,211424856,"[2214406882, 2214406881, 2214406887, 2214406889, 2214406882]",Хрящевка,81,,улица Куйбышева,yes,,,,,"POLYGON ((49.0855499 53.8183012, 49.0852769 53.818295, 49.0852734 53.8183475, 49.0855465 53.8183537, 49.0855499 53.8183012))",,,,,,,,
way,211424857,"[2214406919, 2214406920, 2214406923, 2214406922, 2214406919]",,,,,yes,,,,,"POLYGON ((49.0819228 53.818515, 49.0817311 53.8185197, 49.081734 53.8185601, 49.0819256 53.8185554, 49.0819228 53.818515))",,,,,,,,
way,211424858,"[2214406895, 2214406896, 2214406910, 2214406909, 2214406895]",,,,,yes,,,,,"POLYGON ((49.0827351 53.8184097, 49.082596 53.8184112, 49.0825985 53.8184889, 49.0827376 53.8184873, 49.0827351 53.8184097))",,,,,,,,
way,211424859,"[2214406933, 2214406930, 2214406943, 2214406944, 2214406933]",,,,,yes,,,,,"POLYGON ((49.0820313 53.8186009, 49.0819263 53.8185978, 49.0819211 53.8186594, 49.0820261 53.8186625, 49.0820313 53.8186009))",,,,,,,,
way,211424860,"[2214407045, 2214407046, 2214407057, 2214407056, 2214407045]",Хрящёвка,89,,Школьная улица,yes,,,,,"POLYGON ((49.082005 53.8192767, 49.081858 53.8192783, 49.0818609 53.8193728, 49.0820079 53.8193713, 49.082005 53.8192767))",,,,,,,,
way,211424861,"[2214407088, 2214407087, 2214407098, 2214407099, 2214407088]",,,,,yes,,,,,"POLYGON ((49.0827049 53.8195108, 49.0825474 53.8195108, 49.0825474 53.8196162, 49.0827049 53.8196162, 49.0827049 53.8195108))",,,,,,,,
way,211424862,"[2214407110, 2214407134, 2214407135, 2214407111, 2214407110]",,,,,yes,,,,,"POLYGON ((49.0845692 53.8197542, 49.0845621 53.8198676, 49.0847748 53.8198722, 49.0847819 53.8197588, 49.0845692 53.8197542))",,,,,,,,
way,211424863,"[2214406762, 2214406764, 2214406801, 2214406800, 2214406762]",,,,,yes,,,,,"POLYGON ((49.0816348 53.8175794, 49.0815352 53.8175803, 49.0815378 53.8176764, 49.0816374 53.8176755, 49.0816348 53.8175794))",,,,,,,,
way,211424864,"[2214406793, 2214406823, 2214406824, 2214406794, 2214406793]",,,,,yes,,,,,"POLYGON ((49.0869182 53.8176641, 49.0869182 53.8177338, 49.0870153 53.8177338, 49.0870153 53.8176641, 49.0869182 53.8176641))",,,,,,,,
way,211424865,"[2214406992, 2214407015, 2214407016, 2214406993, 2214406992]",,,,,yes,,,,,"POLYGON ((49.0858836 53.8189197, 49.0858815 53.8190206, 49.0860889 53.8190222, 49.0860911 53.8189212, 49.0858836 53.8189197))",,,,,,,,
way,211424866,"[2214406891, 2214406903, 2214406917, 2214406906, 2214406891]",,,,,yes,,,,,"POLYGON ((49.080371 53.8183817, 49.0798091 53.818436, 49.0798304 53.8185129, 49.0803923 53.8184586, 49.080371 53.8183817))",,,,,,,,
way,211424867,"[2214406892, 2214406893, 2214406908, 2214406907, 2214406892]",,,,,yes,,,,,"POLYGON ((49.0820681 53.8183839, 49.0818895 53.818387, 49.0818941 53.8184784, 49.0820726 53.8184753, 49.0820681 53.8183839))",,,,,,,,
way,211424868,"[2214406867, 2214406884, 2214406883, 2214406865, 2214406867]",,78,,улица Куйбышева,yes,,,,,"POLYGON ((49.0859388 53.8182035, 49.0859424 53.8183071, 49.0860685 53.8183055, 49.0860648 53.818202, 49.0859388 53.8182035))",,2,,,,,,
way,211424869,"[2214407052, 2214407051, 2214407069, 2214407071, 2214407052]",,,,,yes,,,,,"POLYGON ((49.0854265 53.8193289, 49.0852742 53.8193258, 49.0852686 53.8194216, 49.0854209 53.8194247, 49.0854265 53.8193289))",,,,,,,,
way,211424870,"[2214406780, 2214406779, 2214406820, 2214406821, 2214406780]",,,,,yes,,,,,"POLYGON ((49.0852296 53.8176284, 49.085135 53.8176275, 49.0851323 53.8177189, 49.085227 53.8177199, 49.0852296 53.8176284))",,,,,,,,
way,211424871,"[2214406899, 2214406898, 2214406913, 2214406914, 2214406899]",,,,,yes,,,,,"POLYGON ((49.0854607 53.8184159, 49.0853057 53.8184128, 49.0853009 53.8184975, 49.0854558 53.8185006, 49.0854607 53.8184159))",,,,,,,,
way,211424872,"[2214406974, 2214406973, 2214407008, 2214407009, 2214406974]",,,,,yes,,,,,"POLYGON ((49.0820628 53.8188257, 49.081858 53.8188257, 49.081858 53.8189745, 49.0820628 53.8189745, 49.0820628 53.8188257))",,,,,,,,
way,211424873,"[2214406757, 2214406756, 2214406791, 2214406792, 2214406757]",,,,,yes,,,,,"POLYGON ((49.0809337 53.8175515, 49.080766 53.8175487, 49.0807607 53.8176587, 49.0809285 53.8176615, 49.0809337 53.8175515))",,,,,,,,
way,211424874,"[2214407109, 2214407108, 2214407132, 2214407133, 2214407109]",,,,,yes,,,,,"POLYGON ((49.0842751 53.8197449, 49.084086 53.8197387, 49.0840753 53.8198526, 49.0842644 53.8198588, 49.0842751 53.8197449))",,,,,,,,
way,211424875,"[2214406765, 2214406763, 2214406803, 2214406806, 2214406765]",Хрящёвка,32,,Первомайская улица,yes,,,,,"POLYGON ((49.0820208 53.8175825, 49.0818869 53.81758, 49.0818817 53.8176776, 49.0820155 53.8176801, 49.0820208 53.8175825))",,,,,,,,
way,211424876,"[2214406929, 2214406945, 2214406946, 2214406932, 2214406929]",,,,,yes,,,,,"POLYGON ((49.0859309 53.8185973, 49.085926 53.8186703, 49.0860599 53.8186734, 49.0860648 53.8186004, 49.0859309 53.8185973))",,,,,,,,
way,211424877,"[2214406984, 2214406983, 2214406998, 2214406999, 2214406984]",,,,,yes,,,,,"POLYGON ((49.0854423 53.8188747, 49.08529 53.8188716, 49.0852859 53.8189421, 49.0854382 53.8189452, 49.0854423 53.8188747))",,,,,,,,
way,211424878,"[2214407114, 2214407136, 2214407137, 2214407115, 2214407114]",,14,,улица Ворошилова,house,,,,,"POLYGON ((49.0875091 53.8197783, 49.0875222 53.8198711, 49.0877117 53.8198618, 49.0876987 53.819769, 49.0875091 53.8197783))",,,,,,,,
way,211424879,"[2214406875, 2214406874, 2214406885, 2214406886, 2214406875]",,,,,yes,,,,,"POLYGON ((49.0851403 53.8182593, 49.0850169 53.8182578, 49.0850144 53.8183288, 49.0851378 53.8183303, 49.0851403 53.8182593))",,,,,,,,
way,211424880,"[2214406775, 2214406773, 2214406811, 2214406812, 2214406775]",,,,,yes,,,,,"POLYGON ((49.084677 53.8176166, 49.0845757 53.8176133, 49.0845683 53.8176934, 49.0846696 53.8176966, 49.084677 53.8176166))",,,,,,,,
way,211424881,"[2214407124, 2214407142, 2214407143, 2214407125, 2214407124]",Хрящёвка,103,,улица Ленина,yes,,,,,"POLYGON ((49.0885566 53.8198172, 49.0885566 53.8198993, 49.0887562 53.8198993, 49.0887562 53.8198172, 49.0885566 53.8198172))",,,,,,,,
way,211424882,"[2214406761, 2214406760, 2214406789, 2214406790, 2214406761]",,,,,yes,,,,,"POLYGON ((49.0812882 53.8175701, 49.0811835 53.817569, 49.0811809 53.8176558, 49.0812856 53.8176569, 49.0812882 53.8175701))",,,,,,,,
way,211424883,"[2214406777, 2214406774, 2214406819, 2214406822, 2214406777]",,,,,yes,,,,,"POLYGON ((49.0843342 53.8176207, 49.0841375 53.8176154, 49.0841296 53.8177177, 49.0843263 53.817723, 49.0843342 53.8176207))",,,,,,,,
way,211424884,"[2214407060, 2214407080, 2214407082, 2214407061, 2214407060]",Хрящёвка,99,,улица Ленина,yes,,,,,"POLYGON ((49.0885803 53.8193801, 49.0885755 53.8194857, 49.0887724 53.8194888, 49.0887772 53.8193832, 49.0885803 53.8193801))",,,,,,,,
way,211424885,"[2214406770, 2214406769, 2214406808, 2214406809, 2214406770]",,30,,Первомайская улица,yes,,,,,"POLYGON ((49.0831605 53.817602, 49.0830765 53.817602, 49.0830765 53.8176873, 49.0831605 53.8176873, 49.0831605 53.817602))",,,,,,,,
way,211424886,"[2214407044, 2214407075, 2214407077, 2214407047, 2214407044]",,,,,yes,,,,,"POLYGON ((49.0860044 53.8192746, 49.085992 53.8194706, 49.086202 53.8194752, 49.0862145 53.8192793, 49.0860044 53.8192746))",,,,,,,,
way,211424887,"[2214406957, 2214406964, 2214406965, 2214406959, 2214406957]",,,,,yes,,,,,"POLYGON ((49.0886617 53.8187306, 49.0886584 53.818782, 49.0888002 53.8187851, 49.0888035 53.8187337, 49.0886617 53.8187306))",,,,,,,,
way,211424888,"[2214406778, 2214406776, 2214406813, 2214406814, 2214406778]",,,,,yes,,,,,"POLYGON ((49.0839167 53.8176222, 49.0838296 53.8176202, 49.0838243 53.8177008, 49.0839115 53.8177028, 49.0839167 53.8176222))",,,,,,,,
way,211424889,"[2214407096, 2214407100, 2214407103, 2214407097, 2214407096]",Хрящёвка,101,,улица Ленина,yes,,,,,"POLYGON ((49.0885776 53.8196033, 49.0885697 53.8196771, 49.0887351 53.8196833, 49.0887431 53.8196095, 49.0885776 53.8196033))",,,,,,,,
way,211424891,"[2214406807, 2214406827, 2214406828, 2214406810, 2214406807]",,,,,yes,,,,,"POLYGON ((49.0882678 53.8176858, 49.088259 53.8177504, 49.0883903 53.8177566, 49.0883991 53.817692, 49.0882678 53.8176858))",,,,,,,,
way,211424893,"[2214406754, 2214406755, 2214406788, 2214406786, 2214406754]",,,,,yes,,,,,"POLYGON ((49.0801163 53.8175431, 49.0799981 53.8175446, 49.0800022 53.8176536, 49.0801204 53.817652, 49.0801163 53.8175431))",,,,,,,,
way,211424894,"[2214406866, 2214406878, 2214406880, 2214406868, 2214406866]",,,,,yes,,,,,"POLYGON ((49.0886636 53.8182026, 49.0886607 53.8182883, 49.0888464 53.8182905, 49.0888493 53.8182048, 49.0886636 53.8182026))",,,,,,,,
way,211424895,"[2214407036, 2214407040, 2214407042, 2214407037, 2214407036]",,,,,yes,,,,,"POLYGON ((49.0859834 53.8192018, 49.0859772 53.8192517, 49.0860849 53.8192563, 49.0860911 53.8192064, 49.0859834 53.8192018))",,,,,,,,
way,211424896,"[2214406863, 2214406862, 2214406873, 2214406876, 2214406863]",Хрящёвка,84,,Школьная улица,yes,,,,,"POLYGON ((49.0827535 53.8181818, 49.0825986 53.8181771, 49.0825917 53.818257, 49.0827466 53.8182616, 49.0827535 53.8181818))",,,,,,,,
way,211424897,"[2214406995, 2214407011, 2214407012, 2214406996, 2214406995]",,,,,yes,,,,,"POLYGON ((49.0886485 53.8189321, 49.0886462 53.8190053, 49.0887854 53.8190068, 49.0887877 53.8189336, 49.0886485 53.8189321))",,,,,,,,
way,211424898,"[2214406771, 2214406772, 2214406816, 2214406815, 2214406771]",,,,,yes,,,,,"POLYGON ((49.0835281 53.8176113, 49.0834385 53.817613, 49.0834438 53.8177122, 49.0835334 53.8177106, 49.0835281 53.8176113))",,,,,,,,
way,211424899,"[2214407086, 2214407085, 2214407094, 2214407095, 2214407086]",Хрящёвка,93,,Школьная улица,yes,,,,,"POLYGON ((49.0819788 53.8194984, 49.0817609 53.8194968, 49.0817589 53.8195912, 49.0819769 53.8195927, 49.0819788 53.8194984))",,,,,,,,
way,211424900,"[2214407048, 2214407073, 2214407074, 2214407049, 2214407048]",Хрящёвка,92,,Школьная улица,yes,,,,,"POLYGON ((49.0824844 53.8192888, 49.0824821 53.8194337, 49.0828645 53.8194359, 49.0828669 53.819291, 49.0824844 53.8192888))",,,,,,,,
way,211424901,"[2214406797, 2214406834, 2214406835, 2214406798, 2214406797]",,,,,yes,,,,,"POLYGON ((49.0873698 53.8176718, 49.0873663 53.8177839, 49.0875081 53.8177854, 49.0875116 53.8176734, 49.0873698 53.8176718))",,,,,,,,
way,211424902,"[2214406844, 2214406847, 2214406842, 2214406829, 2214406844]",,,,,yes,,,,,"POLYGON ((49.0795019 53.8178609, 49.079639 53.8179391, 49.0797886 53.8178476, 49.0796515 53.8177694, 49.0795019 53.8178609))",,,,,,,,
way,211424903,"[2214406796, 2214406795, 2214406831, 2214406832, 2214406796]",,,,,yes,,,,,"POLYGON ((49.0888428 53.8176703, 49.0886932 53.8176687, 49.08869 53.8177742, 49.0888397 53.8177758, 49.0888428 53.8176703))",,,,,,,,
way,211424904,"[2214406850, 2214406852, 2214406853, 2214406851, 2214406850]",,,,,yes,,,,,"POLYGON ((49.0859414 53.817971, 49.0859348 53.8180488, 49.0861449 53.818055, 49.0861514 53.8179772, 49.0859414 53.817971))",,,,,,,,
way,211424905,"[2214407092, 2214407091, 2214407101, 2214407102, 2214407092]",,,,,yes,,,,,"POLYGON ((49.085416 53.8195629, 49.0852664 53.8195629, 49.0852664 53.8196792, 49.085416 53.8196792, 49.085416 53.8195629))",,,,,,,,
way,211424906,"[2214406758, 2214406759, 2214406805, 2214406804, 2214406758]",,,,,yes,,,,,"POLYGON ((49.0805522 53.8175524, 49.0804051 53.8175539, 49.0804089 53.8176796, 49.080556 53.817678, 49.0805522 53.8175524))",,,,,,,,
way,211424907,"[2214407022, 2214407021, 2214407028, 2214407029, 2214407022]",,,,,yes,,,,,"POLYGON ((49.0820226 53.8190792, 49.0819071 53.8190792, 49.0819071 53.819135, 49.0820226 53.819135, 49.0820226 53.8190792))",,,,,,,,
way,211424908,"[2214406978, 2214406977, 2214406988, 2214406989, 2214406978]",,,,,yes,,,,,"POLYGON ((49.0827194 53.8188483, 49.0825671 53.8188468, 49.0825654 53.8189043, 49.0827177 53.8189058, 49.0827194 53.8188483))",,,,,,,,
way,211424909,"[2214406904, 2214406915, 2214406916, 2214406905, 2214406904]",,,,,yes,,,,,"POLYGON ((49.0887045 53.8184371, 49.0886976 53.8185042, 49.0888201 53.8185086, 49.088827 53.8184415, 49.0887045 53.8184371))",,,,,,,,
way,211424910,"[2214406938, 2214406937, 2214406953, 2214406954, 2214406938]",,,,,yes,,,,,"POLYGON ((49.0854528 53.8186282, 49.0852086 53.8186236, 49.0852044 53.8187003, 49.0854486 53.8187049, 49.0854528 53.8186282))",,,,,,,,
way,211424911,"[2214406826, 2214406825, 2214406836, 2214406837, 2214406826]",Хрящёвка,31,,Первомайская улица,yes,,,,,"POLYGON ((49.0827771 53.8177493, 49.0826222 53.8177493, 49.0826222 53.8177974, 49.0827771 53.8177974, 49.0827771 53.8177493))",,,,,,,,
way,211424912,"[2214406949, 2214406948, 2214406971, 2214406972, 2214406949]",,,,,yes,,,,,"POLYGON ((49.0821101 53.8186799, 49.0817924 53.8186799, 49.0817924 53.8188086, 49.0821101 53.8188086, 49.0821101 53.8186799))",,,,,,,,
way,211424913,"[2214407120, 2214407138, 2214407139, 2214407121, 2214407120]",,,,,yes,,,,,"POLYGON ((49.0824975 53.8197991, 49.0824975 53.8198875, 49.0826786 53.8198875, 49.0826786 53.8197991, 49.0824975 53.8197991))",,,,,,,,
way,211424914,"[2214406782, 2214406817, 2214406818, 2214406783, 2214406782]",,,,,yes,,,,,"POLYGON ((49.0865742 53.8176346, 49.0865742 53.8177152, 49.0867921 53.8177152, 49.0867921 53.8176346, 49.0865742 53.8176346))",,,,,,,,
way,211424915,"[2214407104, 2214407105, 2214407119, 2214407118, 2214407104]",Хрящёвка,95,,Школьная улица,yes,,,,,"POLYGON ((49.0819735 53.8197014, 49.0816689 53.819703, 49.0816701 53.8197822, 49.0819747 53.8197806, 49.0819735 53.8197014))",,,,,,,,
way,211424916,"[2214407020, 2214407019, 2214407026, 2214407027, 2214407020]",,,,,yes,,,,,"POLYGON ((49.0826931 53.8190591, 49.0825618 53.8190591, 49.0825618 53.8191274, 49.0826931 53.8191274, 49.0826931 53.8190591))",,,,,,,,
way,211424917,"[2214406927, 2214406931, 2214406942, 2214406940, 2214406927]",,,,,yes,,,,,"POLYGON ((49.0806099 53.8185894, 49.0804944 53.8186003, 49.0805066 53.8186456, 49.0806222 53.8186347, 49.0806099 53.8185894))",,,,,,,,
way,211424918,"[2214406859, 2214406858, 2214406871, 2214406872, 2214406859]",Хрящёвка,81,,Школьная улица,yes,,,,,"POLYGON ((49.0820681 53.8181421, 49.0819498 53.8181401, 49.0819445 53.8182517, 49.0820628 53.8182537, 49.0820681 53.8181421))",,,,,,,,
way,211424919,"[2214406799, 2214406830, 2214406833, 2214406802, 2214406799]",,,,,yes,,,,,"POLYGON ((49.0877033 53.8176734, 49.0876978 53.817773, 49.0878606 53.8177761, 49.0878661 53.8176765, 49.0877033 53.8176734))",,,,,,,,
way,211424920,"[2214406901, 2214406911, 2214406912, 2214406902, 2214406901]",,,,,yes,,,,,"POLYGON ((49.0859466 53.8184299, 49.0859446 53.8184936, 49.0860811 53.8184951, 49.0860832 53.8184314, 49.0859466 53.8184299))",,,,,,,,
way,211424921,"[2214407024, 2214407023, 2214407031, 2214407032, 2214407024]",,,,,yes,,,,,"POLYGON ((49.0854423 53.8191088, 49.0852742 53.8191026, 49.0852658 53.8191822, 49.0854339 53.8191884, 49.0854423 53.8191088))",,,,,,,,
way,211424922,"[2214406749, 2214406750, 2214406784, 2214406781, 2214406749]",,,,,yes,,,,,"POLYGON ((49.0798485 53.8174935, 49.0797643 53.8174957, 49.0797748 53.8176352, 49.079859 53.817633, 49.0798485 53.8174935))",,,,,,,,
way,211424923,"[2214407106, 2214407123, 2214407122, 2214407140, 2214407141, 2214407127, 2214407129, 2214407107, 2214407106]",,,,,yes,,,,,"POLYGON ((49.0837184 53.8197046, 49.0837127 53.8198145, 49.0836187 53.8198131, 49.0836153 53.8198921, 49.0837203 53.8198936, 49.0837225 53.819843, 49.0838819 53.8198459, 49.0838891 53.8197077, 49.0837184 53.8197046))",,,,,,,,
way,211424924,"[2214407059, 2214407058, 2214407067, 2214407066, 2214407079, 2214407084, 2214407070, 2214407068, 2214407059]",,,,,yes,,,,,"POLYGON ((49.0866102 53.8193793, 49.0865106 53.8193765, 49.0865072 53.8194178, 49.086425 53.8194155, 49.0864194 53.8194849, 49.0867475 53.8194941, 49.0867532 53.8194238, 49.0866069 53.8194197, 49.0866102 53.8193793))",,,,,,,,
way,213385114,"[2230933779, 2230933788, 2230933798, 2230933800, 2230933802, 2230933810, 2230933804, 2230933799, 2230933795, 2230933787, 2230933781, 2230933779]",,,,,yes,,,,,"POLYGON ((49.084622 53.8244301, 49.0845887 53.8244409, 49.0845758 53.8244592, 49.0845796 53.8244736, 49.0845972 53.8244871, 49.0846356 53.8244933, 49.0846618 53.8244872, 49.0846814 53.8244706, 49.0846822 53.8244544, 49.0846705 53.8244408, 49.08465 53.8244321, 49.084622 53.8244301))",,,,water_tower,,,,
way,213385116,"[2230933073, 2230933077, 2230933070, 2230933072, 2230933094, 2230933099, 2230933109, 2230933117, 2230933111, 2230933108, 2230933106, 2230933073]",,,,,yes,,,,,"POLYGON ((49.0843775 53.8221002, 49.0843778 53.8220491, 49.0843605 53.8220062, 49.0843675 53.821953, 49.0844539 53.8219219, 49.0845387 53.8219192, 49.084591 53.8219329, 49.0846313 53.8219693, 49.0846277 53.8220248, 49.0845845 53.8220566, 49.0845814 53.8221028, 49.0843775 53.8221002))",,,,,,,,
way,213385117,"[2230930261, 2230930259, 2230930263, 2230930267, 2230930273, 2230930280, 2230930285, 2230930282, 2230930277, 2230930270, 2230930265, 2230930261]",,,,,yes,,,,,"POLYGON ((49.1034011 53.8124479, 49.1033829 53.8124462, 49.1033707 53.8124482, 49.103357 53.8124549, 49.1033499 53.8124676, 49.1033589 53.8124818, 49.10338 53.8124889, 49.1034019 53.8124872, 49.1034203 53.8124756, 49.1034221 53.8124631, 49.1034138 53.8124534, 49.1034011 53.8124479))",,,,tower,,,,
way,213385119,"[2230934441, 2230934453, 2230934449, 2230934471, 2230934473, 2230934480, 2230934482, 2230934474, 2230934475, 2230934455, 2230934454, 2230934443, 2230934441]",,,,,yes,,,,,"POLYGON ((49.0895609 53.8276434, 49.0895594 53.8276701, 49.0894015 53.827667, 49.089398 53.8277302, 49.089494 53.8277321, 49.0894922 53.8277627, 49.0895907 53.8277646, 49.0895925 53.827734, 49.0896552 53.8277353, 49.0896588 53.827672, 49.0896409 53.8276717, 49.0896424 53.827645, 49.0895609 53.8276434))",,,,,,,,
way,213385120,"[2230932414, 2230932420, 2230932448, 2230932465, 2230932471, 2230932485, 2230932491, 2230932483, 2230932469, 2230932452, 2230932422, 2230932415, 2230932414]",,,,,yes,,,,,"POLYGON ((49.0930468 53.8206008, 49.0930086 53.8206109, 49.0929915 53.8206284, 49.0929925 53.820648, 49.0929998 53.8206571, 49.09302 53.8206684, 49.0930553 53.8206734, 49.0930831 53.8206682, 49.0931061 53.8206537, 49.0931128 53.8206347, 49.0931016 53.8206161, 49.0930737 53.8206032, 49.0930468 53.8206008))",,,,,,,,
