element_type,osmid,nodes,addr:city,addr:housenumber,addr:postcode,addr:street,building,denomination,name,religion,website,geometry,layer,building:levels,shop,man_made,tourism,ways,type,amenity
way,211243418,"[2212631431, 2212631429, 2212631461, 2212631463, 2212631431]",,,,,yes,,,,,"POLYGON ((49.0974371 53.8045604, 49.0972533 53.8045579, 49.0972477 53.804701, 49.0974315 53.8047035, 49.0974371 53.8045604))",,,,,,,,
way,211243419,"[2212630737, 2212630739, 2212630776, 2212630775, 2212630737]",,,,,yes,,,,,"POLYGON ((49.0877164 53.8021885, 49.0874959 53.8021896, 49.0874972 53.8022769, 49.0877178 53.8022758, 49.0877164 53.8021885))",,,,,,,,
way,211243420,"[2212631074, 2212631165, 2212631166, 2212631075, 2212631074]",,,,,yes,,,,,"POLYGON ((49.091616 53.8030847, 49.091616 53.803287, 49.0918026 53.803287, 49.0918026 53.8030847, 49.091616 53.8030847))",,,,,,,,
way,211243421,"[2212630062, 2212630093, 2212630094, 2212630064, 2212630062]",,,,,yes,,,,,"POLYGON ((49.1019165 53.79453, 49.1019073 53.7949635, 49.1019951 53.7949641, 49.1020044 53.7945307, 49.1019165 53.79453))",,,,,,,,
way,211243422,"[2212632106, 2212632108, 2212632129, 2212632128, 2212632106]",Хрящёвка,25,,улица Ленина,yes,,,,,"POLYGON ((49.0891962 53.8067445, 49.0890338 53.8067455, 49.0890357 53.8068456, 49.089198 53.8068445, 49.0891962 53.8067445))",,,,,,,,
way,211243423,"[2212630909, 2212630905, 2212630935, 2212630941, 2212630909]",,,,,yes,,,,,"POLYGON ((49.0890241 53.8025955, 49.088912 53.8025928, 49.0889061 53.8026765, 49.0890182 53.8026793, 49.0890241 53.8025955))",,,,,,,,
way,211243424,"[2212633119, 2212633118, 2212633149, 2212633150, 2212633119]",,,,,yes,,,,,"POLYGON ((49.0795067 53.8115324, 49.0794032 53.8115324, 49.0794032 53.8116423, 49.0795067 53.8116423, 49.0795067 53.8115324))",,,,,,,,
way,211243425,"[2212630715, 2212630745, 2212630748, 2212630716, 2212630715]",,5,,улица Куйбышева,yes,,,,,"POLYGON ((49.085614 53.8020928, 49.0856099 53.8022024, 49.0857871 53.8022047, 49.0857913 53.8020951, 49.085614 53.8020928))",,,,,,,,
way,211243426,"[2212631843, 2212631841, 2212631904, 2212631905, 2212631843]",,,,,yes,,,,,"POLYGON ((49.0845492 53.8060683, 49.084447 53.8060675, 49.0844452 53.8061456, 49.0845474 53.8061464, 49.0845492 53.8060683))",,,,,,,,
way,211243427,"[2212632872, 2212632871, 2212632883, 2212632884, 2212632872]",,,,,yes,,,,,"POLYGON ((49.0856921 53.8095212, 49.0855531 53.8095212, 49.0855531 53.8096047, 49.0856921 53.8096047, 49.0856921 53.8095212))",,,,,,,,
way,211243428,"[2212630032, 2212630034, 2212630068, 2212630066, 2212630032]",,,,,yes,,,,,"POLYGON ((49.0999496 53.7941197, 49.0997436 53.7941201, 49.0997466 53.7945557, 49.0999526 53.7945552, 49.0999496 53.7941197))",,,,,,,,
way,211243429,"[2212631251, 2212631253, 2212631275, 2212631274, 2212631251]",,24,,Лесная улица,yes,,,,,"POLYGON ((49.0964762 53.8037051, 49.0962478 53.8037068, 49.0962501 53.8038171, 49.0964785 53.8038155, 49.0964762 53.8037051))",,,,,,,,
way,211243430,"[2212632902, 2212632903, 2212632910, 2212632909, 2212632902]",,,,,yes,,,,,"POLYGON ((49.0822766 53.8097162, 49.0820986 53.8097176, 49.0821001 53.8097853, 49.0822782 53.8097839, 49.0822766 53.8097162))",,,,,,,,
way,211243431,"[2212632264, 2212632263, 2212632277, 2212632278, 2212632264]",,,,,yes,,,,,"POLYGON ((49.0823006 53.8074943, 49.0821084 53.8074943, 49.0821084 53.8075635, 49.0823006 53.8075635, 49.0823006 53.8074943))",,,,,,,,
way,211243432,"[2212633071, 2212633070, 2212633081, 2212633082, 2212633071]",,,,,yes,,,,,"POLYGON ((49.0829789 53.8110616, 49.082813 53.8110616, 49.082813 53.811148, 49.0829789 53.811148, 49.0829789 53.8110616))",,,,,,,,
way,211243433,"[2212630729, 2212630789, 2212630791, 2212630732, 2212630729]",Хрящёвка,40,,Лесная улица,yes,,,,,"POLYGON ((49.0973178 53.802181, 49.0973137 53.8022948, 49.0974988 53.8022971, 49.0975029 53.8021833, 49.0973178 53.802181))",,,,,,,,
way,211243434,"[2212632255, 2212632256, 2212632269, 2212632268, 2212632255]",,,,,yes,,,,,"POLYGON ((49.0795662 53.807428, 49.0793865 53.8074309, 49.079391 53.8075265, 49.0795707 53.8075235, 49.0795662 53.807428))",,,,,,,,
way,211243435,"[2212631812, 2212631828, 2212631880, 2212631878, 2212631812]",,,,,yes,,,,,"POLYGON ((49.0821491 53.806028, 49.0819969 53.8060309, 49.0820014 53.8061122, 49.0821536 53.8061092, 49.0821491 53.806028))",,,,,,,,
way,211243436,"[2212631289, 2212631288, 2212631302, 2212631303, 2212631289]",Хрящёвка,,,улица Куйбышева,yes,,,,,"POLYGON ((49.0857432 53.8038968, 49.0855881 53.8038936, 49.0855821 53.8039944, 49.0857372 53.8039976, 49.0857432 53.8038968))",,,,,,,,
way,211243437,"[2212630818, 2212630817, 2212630867, 2212630868, 2212630818]",,,,,yes,,,,,"POLYGON ((49.0887169 53.8023804, 49.0885239 53.8023804, 49.0885239 53.8025106, 49.0887169 53.8025106, 49.0887169 53.8023804))",,,,,,,,
way,211243438,"[2212633129, 2212633128, 2212633161, 2212633162, 2212633129]",,,,,yes,,,,,"POLYGON ((49.0802792 53.811566, 49.0801654 53.811566, 49.0801654 53.8116678, 49.0802792 53.8116678, 49.0802792 53.811566))",,,,,,,,
way,211243439,"[2212631481, 2212631480, 2212631492, 2212631493, 2212631481]",,,,,yes,,,,,"POLYGON ((49.0796946 53.8047934, 49.0793489 53.8047934, 49.0793489 53.8048529, 49.0796946 53.8048529, 49.0796946 53.8047934))",,,,,,,,
way,211243440,"[2212631555, 2212631554, 2212631574, 2212631576, 2212631555]",Хрящёвка,14,,улица Куйбышева,yes,,,,,"POLYGON ((49.08638 53.8051147, 49.0862264 53.8051124, 49.0862218 53.8052192, 49.0863754 53.8052216, 49.08638 53.8051147))",,,,,,,,
way,211243441,"[2212631860, 2212631854, 2212631970, 2212631979, 2212631860]",,,,,yes,,,,,"POLYGON ((49.0853344 53.8060808, 49.0851739 53.8060756, 49.0851586 53.8062401, 49.0853191 53.8062453, 49.0853344 53.8060808))",,,,,,,,
way,211243442,"[2212630070, 2212630097, 2212630098, 2212630072, 2212630070]",,,,,yes,,,,,"POLYGON ((49.1010776 53.794568, 49.1010641 53.7950284, 49.1011406 53.7950292, 49.1011541 53.7945688, 49.1010776 53.794568))",,,,,,,,
way,211243443,"[2212633131, 2212633130, 2212633153, 2212633154, 2212633131]",Хрящёвка,45,,Школьная улица,yes,,,,,"POLYGON ((49.0822668 53.8115794, 49.0820961 53.8115794, 49.0820961 53.8116442, 49.0822668 53.8116442, 49.0822668 53.8115794))",,,,,,,,
way,211243444,"[2212631197, 2212631218, 2212631221, 2212631198, 2212631197]",Хрящёвка,3,,улица Ленина,yes,,,,,"POLYGON ((49.0892908 53.8034539, 49.0892842 53.8035601, 49.0894988 53.8035648, 49.0895054 53.8034586, 49.0892908 53.8034539))",,,,,,,,
way,211243445,"[2212632897, 2212632894, 2212632906, 2212632907, 2212632897]",,,,,yes,,,,,"POLYGON ((49.0830057 53.809675, 49.0828399 53.8096706, 49.082833 53.8097619, 49.0829989 53.8097662, 49.0830057 53.809675))",,,,,,,,
way,211243446,"[2212630967, 2212630999, 2212631000, 2212630968, 2212630967]",Хрящёвка,38,,Лесная улица,yes,,,,,"POLYGON ((49.0972863 53.8027602, 49.0972863 53.8028462, 49.0974438 53.8028462, 49.0974438 53.8027602, 49.0972863 53.8027602))",,,,,,,,
way,211243447,"[2212630872, 2212630937, 2212630940, 2212630874, 2212630872]",Хрящёвка,7,,улица Куйбышева,yes,,,,,"POLYGON ((49.085585 53.8025221, 49.0855787 53.8026768, 49.0857422 53.8026791, 49.0857485 53.8025245, 49.085585 53.8025221))",,,,,,,,
way,211243448,"[2212633165, 2212633163, 2212633243, 2212633245, 2212633165]",,,,,yes,,,,,"POLYGON ((49.0863307 53.8116733, 49.0862404 53.8116715, 49.0862356 53.8117579, 49.0863258 53.8117596, 49.0863307 53.8116733))",,,,,,,,
way,211243449,"[2212632901, 2212632900, 2212632911, 2212632912, 2212632901]",,,,,yes,,,,,"POLYGON ((49.0856896 53.8097012, 49.0855482 53.8097012, 49.0855482 53.8098048, 49.0856896 53.8098048, 49.0856896 53.8097012))",,,,,,,,
way,211243450,"[2212632874, 2212632873, 2212632886, 2212632888, 2212632874]",,,,,yes,,,,,"POLYGON ((49.0863018 53.8095608, 49.0861628 53.8095594, 49.0861611 53.8096156, 49.0863001 53.809617, 49.0863018 53.8095608))",,,,,,,,
way,211243451,"[2212631473, 2212631472, 2212631494, 2212631495, 2212631473]",Хрящёвка,,,Школьная улица,yes,,,,,"POLYGON ((49.0830735 53.8047578, 49.0828857 53.8047546, 49.0828808 53.8048554, 49.0830686 53.8048587, 49.0830735 53.8047578))",,,,,,,,
way,211243452,"[2212631401, 2212631416, 2212631417, 2212631402, 2212631401]",Хрящёвка,11,,улица Ленина,yes,,,,,"POLYGON ((49.0892376 53.8044181, 49.0892358 53.8045228, 49.0894308 53.804524, 49.0894326 53.8044192, 49.0892376 53.8044181))",,,,,,,,
way,211243453,"[2212631606, 2212631605, 2212631620, 2212631621, 2212631606]",,,,,yes,,,,,"POLYGON ((49.0901789 53.8053479, 49.0899087 53.8053479, 49.0899087 53.8054465, 49.0901789 53.8054465, 49.0901789 53.8053479))",,,,,,,,
way,211243454,"[2212631004, 2212631001, 2212631024, 2212631025, 2212631004]",,,,,yes,,,,,"POLYGON ((49.089804 53.8028595, 49.0896189 53.8028526, 49.0896079 53.8029542, 49.089793 53.8029612, 49.089804 53.8028595))",,,,,,,,
way,211243455,"[2212633013, 2212633014, 2212633022, 2212633021, 2212633013]",,,,,yes,,,,,"POLYGON ((49.0863286 53.8105832, 49.0861579 53.8105846, 49.0861603 53.8106811, 49.086331 53.8106797, 49.0863286 53.8105832))",,,,,,,,
way,211243456,"[2212631852, 2212631920, 2212631922, 2212631856, 2212631852]",,,,,yes,,,,,"POLYGON ((49.0830334 53.8060724, 49.0830202 53.8061689, 49.0831296 53.8061741, 49.0831428 53.8060776, 49.0830334 53.8060724))",,,,,,,,
way,211243457,"[2212631592, 2212631591, 2212631617, 2212631618, 2212631592]",Хрящёвка,,,Школьная улица,yes,,,,,"POLYGON ((49.0830436 53.8052898, 49.082899 53.8052879, 49.0828935 53.8054293, 49.0830381 53.8054312, 49.0830436 53.8052898))",,,,,,,,
way,211243458,"[2212631648, 2212631649, 2212631671, 2212631669, 2212631648]",,,,,yes,,,,,"POLYGON ((49.0979972 53.8056081, 49.0978653 53.8056092, 49.0978676 53.8056989, 49.0979995 53.8056978, 49.0979972 53.8056081))",,,,,,,,
way,211243459,"[2212633015, 2212633016, 2212633024, 2212633023, 2212633015]",,,,,yes,,,,,"POLYGON ((49.0822595 53.8106046, 49.0820986 53.8106075, 49.0821026 53.8106856, 49.0822635 53.8106827, 49.0822595 53.8106046))",,,,,,,,
way,211243460,"[2212631083, 2212631149, 2212631151, 2212631089, 2212631083]",Хрящёвка,27,,улица Степана Разина,yes,,,,,"POLYGON ((49.0870929 53.8031004, 49.0870803 53.8032378, 49.0872615 53.8032437, 49.0872741 53.8031062, 49.0870929 53.8031004))",,,,,,,,
way,211243461,"[2212632572, 2212632641, 2212632648, 2212632574, 2212632572]",,,,,yes,,,,,"POLYGON ((49.083658 53.8085295, 49.0836518 53.8086174, 49.083777 53.8086205, 49.0837833 53.8085326, 49.083658 53.8085295))",,,,,,,,
way,211243462,"[2212632351, 2212632352, 2212632362, 2212632361, 2212632351]",,,,,yes,,,,,"POLYGON ((49.0857103 53.8079939, 49.0855727 53.807995, 49.0855745 53.8080794, 49.0857121 53.8080783, 49.0857103 53.8079939))",,,,,,,,
way,211243463,"[2212630945, 2212630983, 2212630986, 2212630947, 2212630945]",Хрящёвка,14,,улица Степана Разина,yes,,,,,"POLYGON ((49.0828306 53.8026853, 49.0828291 53.8028144, 49.0831087 53.8028156, 49.0831103 53.8026865, 49.0828306 53.8026853))",,,,,,,,
way,211243464,"[2212633043, 2212633044, 2212633060, 2212633059, 2212633043]",,,,,yes,,,,,"POLYGON ((49.0890307 53.8108692, 49.088882 53.810872, 49.0888872 53.8109657, 49.0890359 53.8109628, 49.0890307 53.8108692))",,,,,,,,
way,211243465,"[2212630950, 2212630997, 2212630998, 2212630951, 2212630950]",Хрящёвка,20,,улица Степана Разина,yes,,,,,"POLYGON ((49.0843108 53.8027106, 49.084308 53.8028422, 49.0844616 53.8028433, 49.0844644 53.8027117, 49.0843108 53.8027106))",,,,,,,,
way,211243466,"[2212631032, 2212631031, 2212631053, 2212631055, 2212631032]",,,,,yes,,,,,"POLYGON ((49.0801613 53.8029775, 49.0801056 53.802976, 49.0801015 53.803029, 49.0801572 53.8030305, 49.0801613 53.8029775))",,,,,,,,
way,211243467,"[2212630248, 2212630270, 2212630271, 2212630249, 2212630248]",,,,,yes,,,,,"POLYGON ((49.1018836 53.7963068, 49.1018929 53.7970288, 49.1015804 53.7970302, 49.1015712 53.7963082, 49.1018836 53.7963068))",,,,,,,,
way,211243468,"[2212632087, 2212632089, 2212632117, 2212632113, 2212632087]",Хрящёвка,20,,улица Куйбышева,yes,,,,,"POLYGON ((49.0864456 53.8066957, 49.0862162 53.8066989, 49.0862185 53.8067582, 49.0864479 53.8067551, 49.0864456 53.8066957))",,,,,,,,
way,211243469,"[2212631672, 2212631714, 2212631717, 2212631673, 2212631672]",Хрящёвка,,,улица Калинина,yes,,,,,"POLYGON ((49.0842137 53.8057097, 49.0841964 53.8058045, 49.0842971 53.8058109, 49.0843144 53.8057161, 49.0842137 53.8057097))",,,,,,,,
way,211243470,"[2212631100, 2212631146, 2212631148, 2212631104, 2212631100]",Хрящёвка,31,,улица Степана Разина,yes,,,,,"POLYGON ((49.0879752 53.8031318, 49.087966 53.8032301, 49.0881787 53.8032371, 49.0881879 53.8031388, 49.0879752 53.8031318))",,,,,,,,
way,211243471,"[2212630988, 2212631042, 2212631039, 2212630987, 2212630988]",,,,,yes,,,,,"POLYGON ((49.0915938 53.8028182, 49.0915985 53.8030041, 49.0917823 53.8030025, 49.0917776 53.8028166, 49.0915938 53.8028182))",,,,,,,,
way,211243472,"[2212631118, 2212631116, 2212631157, 2212631159, 2212631118]",,,,,yes,,,,,"POLYGON ((49.0936962 53.8031708, 49.0935483 53.8031689, 49.0935443 53.8032761, 49.0936922 53.803278, 49.0936962 53.8031708))",,,,,,,,
way,211243473,"[2212630850, 2212630849, 2212630895, 2212630896, 2212630850]",Хрящёвка,6,,улица Степана Разина,yes,,,,,"POLYGON ((49.081136 53.8024745, 49.0809968 53.8024745, 49.0809968 53.8025748, 49.081136 53.8025748, 49.081136 53.8024745))",,,,,,,,
way,211243474,"[2212631427, 2212631426, 2212631454, 2212631455, 2212631427]",,,,,yes,,,,,"POLYGON ((49.09934 53.8045563, 49.0991812 53.8045563, 49.0991812 53.8046682, 49.09934 53.8046682, 49.09934 53.8045563))",,,,,,,,
way,211243475,"[2212633031, 2212633033, 2212633039, 2212633038, 2212633031]",Хрящёвка,23,,Набережная улица,yes,,,,,"POLYGON ((49.0795308 53.8107861, 49.0793739 53.8107871, 49.0793752 53.8108544, 49.0795321 53.8108534, 49.0795308 53.8107861))",,,,,,,,
way,211243476,"[2212633192, 2212633190, 2212633279, 2212633284, 2212633192]",,,,,yes,,,,,"POLYGON ((49.0883114 53.8116872, 49.0881262 53.8116842, 49.0881213 53.8117922, 49.0883065 53.8117952, 49.0883114 53.8116872))",,,,,,,,
way,211243477,"[2212632058, 2212632060, 2212632069, 2212632067, 2212632058]",Хрящёвка,14А,,Школьная улица,yes,,,,,"POLYGON ((49.0830034 53.8065862, 49.0828798 53.8065872, 49.0828813 53.8066476, 49.0830048 53.8066465, 49.0830034 53.8065862))",,,,,,,,
way,211243478,"[2212633027, 2212633028, 2212633032, 2212633030, 2212633027]",Хрящёвка,47,,улица Куйбышева,yes,,,,,"POLYGON ((49.0857165 53.810699, 49.0855336 53.8107019, 49.0855374 53.8107864, 49.0857203 53.8107836, 49.0857165 53.810699))",,,,,,,,
way,211243479,"[2212630731, 2212630736, 2212630785, 2212630780, 2212630731]",Хрящёвка,43,,Лесная улица,yes,,,,,"POLYGON ((49.0982318 53.8021831, 49.0980284 53.8021881, 49.0980358 53.8022931, 49.0982391 53.8022882, 49.0982318 53.8021831))",,,,,,,,
way,211243480,"[2212632794, 2212632793, 2212632835, 2212632838, 2212632794]",,,,,yes,,,,,"POLYGON ((49.088125 53.8090109, 49.0880087 53.8090074, 49.088 53.8091051, 49.0881163 53.8091087, 49.088125 53.8090109))",,,,,,,,
way,211243481,"[2212631630, 2212631631, 2212631640, 2212631639, 2212631630]",Хрящёвка,8,,Набережная улица,yes,,,,,"POLYGON ((49.0795694 53.8055198, 49.0793653 53.8055231, 49.0793681 53.8055855, 49.0795722 53.8055823, 49.0795694 53.8055198))",,,,,,,,
way,211243482,"[2212630749, 2212630747, 2212630795, 2212630798, 2212630749]",,,,,yes,,,,,"POLYGON ((49.0963528 53.8022065, 49.0961559 53.8022041, 49.096152 53.8023134, 49.0963488 53.8023159, 49.0963528 53.8022065))",,,,,,,,
way,211243483,"[2212630302, 2212630318, 2212630319, 2212630304, 2212630302]",,,,,yes,,,,,"POLYGON ((49.1010842 53.7975991, 49.1010518 53.7978862, 49.1014286 53.7979011, 49.101461 53.7976139, 49.1010842 53.7975991))",,,,,,,,
way,211243484,"[2212630830, 2212630829, 2212630876, 2212630877, 2212630830]",,,,,yes,,,,,"POLYGON ((49.0874388 53.8024048, 49.0872733 53.8024048, 49.0872733 53.8025258, 49.0874388 53.8025258, 49.0874388 53.8024048))",,,,,,,,
way,211243485,"[2212631311, 2212631310, 2212631333, 2212631334, 2212631311]",Хрящёвка,,,Школьная улица,yes,,,,,"POLYGON ((49.0830218 53.8040619, 49.0828857 53.8040603, 49.0828824 53.8041585, 49.0830185 53.8041601, 49.0830218 53.8040619))",,,,,,,,
way,211243486,"[2212631573, 2212631609, 2212631610, 2212631575, 2212631573]",,,,,yes,,,,,"POLYGON ((49.0952469 53.8052173, 49.0952413 53.8053801, 49.0954224 53.8053823, 49.0954279 53.8052195, 49.0952469 53.8052173))",,,,,,,,
way,211243487,"[2212631080, 2212631079, 2212631132, 2212631133, 2212631080]",Хрящёвка,,,улица Степана Разина,yes,,,,,"POLYGON ((49.0846628 53.8030948, 49.0844532 53.8030929, 49.0844505 53.8032006, 49.0846601 53.8032025, 49.0846628 53.8030948))",,,,,,,,
way,211243488,"[2212631595, 2212631607, 2212631608, 2212631597, 2212631595]",,,,,yes,,,,,"POLYGON ((49.0927343 53.8053001, 49.0927292 53.8053578, 49.0928788 53.8053624, 49.092884 53.8053048, 49.0927343 53.8053001))",,,,,,,,
way,211243489,"[2212631173, 2212631170, 2212631190, 2212631193, 2212631173]",,,,,yes,,,,,"POLYGON ((49.0938702 53.8033192, 49.0937065 53.8033163, 49.0937018 53.803407, 49.0938655 53.80341, 49.0938702 53.8033192))",,,,,,,,
way,211243490,"[2212633217, 2212633214, 2212633290, 2212633295, 2212633217]",Хрящёвка,57,,улица Ленина,yes,,,,,"POLYGON ((49.0891015 53.8117203, 49.088965 53.8117188, 49.0889626 53.811798, 49.089099 53.8117995, 49.0891015 53.8117203))",,,,,,,,
way,211243491,"[2212631356, 2212631355, 2212631386, 2212631387, 2212631356]",,18,,Лесная улица,yes,,,,,"POLYGON ((49.0962367 53.8042117, 49.0960555 53.8042104, 49.0960527 53.8043436, 49.0962339 53.8043449, 49.0962367 53.8042117))",,,,,,,,
way,211243492,"[2212632962, 2212632963, 2212632973, 2212632972, 2212632962]",,,,,yes,,,,,"POLYGON ((49.0822741 53.8101568, 49.0821278 53.8101583, 49.0821303 53.8102476, 49.0822767 53.8102461, 49.0822741 53.8101568))",,,,,,,,
way,211243493,"[2212632341, 2212632342, 2212632358, 2212632356, 2212632341]",Хрящёвка,27,,Школьная улица,yes,,,,,"POLYGON ((49.0823031 53.8079526, 49.0821359 53.807954, 49.0821381 53.8080427, 49.0823053 53.8080412, 49.0823031 53.8079526))",,,,,,,,
way,211243494,"[2212632032, 2212632030, 2212632073, 2212632076, 2212632032]",,,,,yes,,,,,"POLYGON ((49.0796036 53.806557, 49.0794439 53.806557, 49.0794439 53.8066528, 49.0796036 53.8066528, 49.0796036 53.806557))",,,,,,,,
way,211243495,"[2212633017, 2212633018, 2212633026, 2212633025, 2212633017]",,,,,yes,,,,,"POLYGON ((49.0829545 53.8106195, 49.0828228 53.8106224, 49.0828271 53.8106916, 49.0829588 53.8106888, 49.0829545 53.8106195))",,,,,,,,
way,211243496,"[2212631065, 2212631114, 2212631115, 2212631067, 2212631065]",,,,,yes,,,,,"POLYGON ((49.0950529 53.8030704, 49.0950494 53.8031656, 49.0951775 53.8031673, 49.095181 53.8030721, 49.0950529 53.8030704))",,,,,,,,
way,211243498,"[2212632251, 2212632250, 2212632258, 2212632259, 2212632251]",,,,,yes,,,,,"POLYGON ((49.089295 53.8073874, 49.0891626 53.8073853, 49.0891599 53.8074468, 49.0892922 53.8074489, 49.089295 53.8073874))",,,,,,,,
way,211243499,"[2212630092, 2212630090, 2212630107, 2212630109, 2212630092]",,,,,yes,,,,,"POLYGON ((49.0995876 53.7948268, 49.0994974 53.7948268, 49.0994974 53.7952124, 49.0995876 53.7952124, 49.0995876 53.7948268))",,,,,,,,
way,211243500,"[2212630297, 2212630310, 2212630309, 2212630294, 2212630297]",,,,,yes,,,,,"POLYGON ((49.101825 53.7974514, 49.1018381 53.7977724, 49.1020818 53.7977689, 49.1020687 53.7974479, 49.101825 53.7974514))",,,,,,,,
way,211243501,"[2212632513, 2212632510, 2212632609, 2212632616, 2212632513]",,,,,yes,,,,,"POLYGON ((49.0796461 53.8084934, 49.0795663 53.8084916, 49.0795613 53.8085697, 49.0796411 53.8085715, 49.0796461 53.8084934))",,,,,,,,
way,211243502,"[2212631409, 2212631408, 2212631437, 2212631438, 2212631409]",Хрящёвка,,,улица Куйбышева,yes,,,,,"POLYGON ((49.085746 53.8045027, 49.0855963 53.8045027, 49.0855963 53.8045975, 49.085746 53.8045975, 49.085746 53.8045027))",,,,,,,,
way,211243503,"[2212631322, 2212631321, 2212631357, 2212631358, 2212631322]",,,,,yes,,,,,"POLYGON ((49.0795776 53.8041103, 49.0794605 53.8041093, 49.0794578 53.8042121, 49.0795748 53.8042132, 49.0795776 53.8041103))",,,,,,,,
way,211243504,"[2212631276, 2212631277, 2212631295, 2212631294, 2212631276]",Хрящёвка,,,Школьная улица,yes,,,,,"POLYGON ((49.0830409 53.8038224, 49.0828857 53.803824, 49.0828892 53.8039416, 49.0830443 53.80394, 49.0830409 53.8038224))",,,,,,,,
way,211243505,"[2212631073, 2212631122, 2212631123, 2212631076, 2212631073]",Хрящёвка,2,,улица Куйбышева,yes,,,,,"POLYGON ((49.0862678 53.8030841, 49.0862617 53.8031853, 49.086374 53.8031876, 49.08638 53.8030864, 49.0862678 53.8030841))",,,,,,,,
way,211243506,"[2212632370, 2212632372, 2212632404, 2212632403, 2212632370]",Хрящёвка,37,,улица Ленина,yes,,,,,"POLYGON ((49.0892491 53.8081366, 49.0890621 53.8081408, 49.0890685 53.8082422, 49.0892556 53.808238, 49.0892491 53.8081366))",,,,,,,,
way,211243507,"[2212630720, 2212630761, 2212630759, 2212630719, 2212630720]",,,,,yes,,,,,"POLYGON ((49.0905438 53.8021323, 49.0905474 53.8022429, 49.0906895 53.8022413, 49.0906858 53.8021307, 49.0905438 53.8021323))",,,,,,,,
way,211243508,"[2212630209, 2212630225, 2212630227, 2212630211, 2212630209]",,,,,yes,,,,,"POLYGON ((49.1005993 53.7958181, 49.1005952 53.7958666, 49.1007245 53.7958704, 49.1007287 53.795822, 49.1005993 53.7958181))",,,,,,,,
way,211243509,"[2212632753, 2212632751, 2212632762, 2212632764, 2212632753]",,29-7,,,yes,,,,,"POLYGON ((49.0818084 53.8088681, 49.0816816 53.8088681, 49.0816816 53.8089271, 49.0818084 53.8089271, 49.0818084 53.8088681))",,,,,,,,
way,211243510,"[2212630915, 2212630932, 2212630933, 2212630919, 2212630915]",,,,,yes,,,,,"POLYGON ((49.0852975 53.8026024, 49.0852963 53.8026617, 49.0854577 53.8026628, 49.085459 53.8026036, 49.0852975 53.8026024))",,,,,,,,
way,211243511,"[2212631560, 2212631561, 2212631567, 2212631568, 2212631589, 2212631588, 2212631560]",Хрящёвка,,,улица Куйбышева,yes,,,,,"POLYGON ((49.0857598 53.8051569, 49.0855963 53.8051584, 49.0855974 53.8051979, 49.0855337 53.8051985, 49.0855358 53.8052755, 49.0857629 53.8052734, 49.0857598 53.8051569))",,,,,,,,
way,211243512,"[2212631430, 2212631428, 2212631458, 2212631459, 2212631441, 2212631440, 2212631430]",Хрящёвка,,,Школьная улица,yes,,,,,"POLYGON ((49.0830512 53.8045593, 49.0828352 53.8045577, 49.0828324 53.8046925, 49.0831392 53.8046947, 49.083141 53.8046081, 49.0830502 53.8046075, 49.0830512 53.8045593))",,,,,,,,
way,211243513,"[2212632840, 2212632839, 2212632851, 2212632852, 2212632845, 2212632846, 2212632840]",,,,,yes,,,,,"POLYGON ((49.0811387 53.8091118, 49.0809947 53.8091102, 49.0809906 53.8092395, 49.081047 53.8092401, 49.0810492 53.809172, 49.0811368 53.809173, 49.0811387 53.8091118))",,,,,,,,
way,211243514,"[2212631786, 2212631783, 2212631803, 2212631801, 2212631935, 2212631942, 2212631786]",Хрящёвка,56,,улица Калинина,yes,,,,,"POLYGON ((49.0809176 53.8059618, 49.0807642 53.80596, 49.0807622 53.8060236, 49.0806221 53.806022, 49.0806171 53.8061767, 49.0809105 53.8061801, 49.0809176 53.8059618))",,,,,,,,
way,211243515,"[2212632545, 2212632538, 2212632675, 2212632679, 2212632598, 2212632596, 2212632545]",,,,,yes,,,,,"POLYGON ((49.0864202 53.80852, 49.0861225 53.8085178, 49.0861197 53.8086551, 49.0864916 53.8086578, 49.0864937 53.8085594, 49.0864194 53.8085589, 49.0864202 53.80852))",,,,,,,,
way,211243516,"[2212632424, 2212632427, 2212632401, 2212632402, 2212632488, 2212632485, 2212632424]",,,,,yes,,,,,"POLYGON ((49.0799064 53.8082817, 49.0800266 53.8082828, 49.0800279 53.8082364, 49.0801542 53.8082376, 49.0801493 53.8084168, 49.0799028 53.8084144, 49.0799064 53.8082817))",,,,,,,,
way,211243517,"[2212633183, 2212633181, 2212633235, 2212633232, 2212633268, 2212633270, 2212633231, 2212633228, 2212633183]",,,,,yes,,,,,"POLYGON ((49.082973 53.8116782, 49.0828695 53.8116781, 49.0828694 53.8117315, 49.0828135 53.8117315, 49.0828135 53.8117748, 49.0831566 53.8117749, 49.0831567 53.8117309, 49.0829729 53.8117308, 49.082973 53.8116782))",,,,,,,,
way,211243518,"[2212632440, 2212632433, 2212632553, 2212632558, 2212632611, 2212632613, 2212632390, 2212632384, 2212632440]",Хрящёвка,29a-9,,Школьная улица,yes,,,,,"POLYGON ((49.080616 53.8083526, 49.0804983 53.8083513, 49.0804928 53.8085243, 49.080642 53.8085259, 49.0806406 53.8085701, 49.0807385 53.8085712, 49.0807509 53.8081777, 49.0806215 53.8081763, 49.080616 53.8083526))",,,,,,,,
