element_type,osmid,geometry,ref,amenity,building,denomination,name,place_of_worship:type,ref:temples.ru,religion,start_date,building:levels,shop,tickets:suburban_train,addr:housenumber,addr:street,access,operator,wheelchair,historic,name:ru,addr:city,description,brand,brand:wikidata,brand:wikipedia,contact:phone,contact:website,opening_hours,operator:wikidata,operator:wikipedia,official_name,tourism,cuisine,takeaway,parking,capacity,fee,vending,man_made,nodes,addr:country,addr:postcode,roof:material,roof:shape,building:colour,roof:colour,height,brand:en,contact:email,contact:facebook,contact:instagram,contact:ok,contact:vk,delivery,internet_access,name:en,toilets,wheelchair:description:ru,building:flats,stars,abandoned,source,building:material,design:ref,phone,health_facility:type,healthcare,alt_name,emergency,addr:province,location,power,substation,office,building:part,telecom,website,health_specialty:microbiology,medical_system:western,health_specialty:gynaecology,provided_for:female,layer,government,start,note,pipeline,substance,smoking,addr:place,addr:housenumber1,addr:street1,roof:levels,health_specialty:emergency_medicine,service_times,fixme,building:use,leisure,sport,addr:district,dispensing,landuse,trade,health_specialty:addiction_medicine,check_date,ruins,outdoor_seating,brand:ru,diet:vegetarian,tower:type,service,building:levels:underground,energy_class,building:min_level,roof:direction,generator:method,generator:output:hot_water,generator:source,generator:type,name:uk,street_cabinet,contact:twitter,opening_date,disused,source:addr,construction,ways,type,public_transport,building:parts,education,education_form:fulltime,education_level:primary,education_level:secondary,education_profile:general,education_system:ru_standard
way,785352694,"POLYGON ((37.9037601 55.6508246, 37.9038459 55.6507701, 37.903783 55.6507386, 37.9036971 55.6507931, 37.9037601 55.6508246))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7340459757, 7340459756, 7340459755, 7340459754, 7340459757]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,785352695,"POLYGON ((37.9042965 55.650864, 37.9043668 55.6507847, 37.9042541 55.6507529, 37.9041839 55.6508322, 37.9042965 55.650864))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7340459761, 7340459758, 7340459759, 7340459760, 7340459761]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,785352696,"POLYGON ((37.9041034 55.6509865, 37.9041892 55.6509154, 37.9040721 55.6508704, 37.9039862 55.6509415, 37.9041034 55.6509865))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7340459765, 7340459764, 7340459763, 7340459762, 7340459765]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,785352697,"POLYGON ((37.9046157 55.6506899, 37.9047123 55.6506294, 37.9046654 55.6506056, 37.9045689 55.6506661, 37.9046157 55.6506899))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7340459769, 7340459768, 7340459767, 7340459766, 7340459769]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,785352698,"POLYGON ((37.9040176 55.6506203, 37.9041008 55.6505572, 37.9039855 55.6505087, 37.9039022 55.6505719, 37.9040176 55.6506203))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7340459773, 7340459770, 7340459771, 7340459772, 7340459773]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,785352699,"POLYGON ((37.9040632 55.6503918, 37.9041544 55.650352, 37.904082 55.6502991, 37.9039907 55.6503388, 37.9040632 55.6503918))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7340459777, 7340459774, 7340459775, 7340459776, 7340459777]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,785352700,"POLYGON ((37.9029286 55.6503857, 37.9030174 55.6503383, 37.9029235 55.6502823, 37.9028347 55.6503297, 37.9029286 55.6503857))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7340459781, 7340459778, 7340459779, 7340459780, 7340459781]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,785352701,"POLYGON ((37.9033712 55.6501345, 37.903465 55.6500906, 37.9033798 55.6500326, 37.903286 55.6500765, 37.9033712 55.6501345))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7340493085, 7340459784, 7340459783, 7340459782, 7340493085]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,785352702,"POLYGON ((37.9031727 55.6502722, 37.9032901 55.6502206, 37.9031855 55.6501449, 37.9030681 55.6501966, 37.9031727 55.6502722))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7340493089, 7340493086, 7340493087, 7340493088, 7340493089]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,785352703,"POLYGON ((37.903803 55.6501905, 37.903913 55.6501406, 37.9038186 55.6500744, 37.9037086 55.6501243, 37.903803 55.6501905))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7340493093, 7340493092, 7340493091, 7340493090, 7340493093]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,785352704,"POLYGON ((37.9041235 55.6498053, 37.9042013 55.6497614, 37.9041235 55.6497176, 37.9040457 55.6497614, 37.9041235 55.6498053))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7340493097, 7340493094, 7340493095, 7340493096, 7340493097]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,785352705,"POLYGON ((37.9043153 55.6499779, 37.9044486 55.6499077, 37.9043373 55.6498404, 37.904204 55.6499105, 37.9043153 55.6499779))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7340493101, 7340493098, 7340493099, 7340493100, 7340493101]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,785352706,"POLYGON ((37.9052339 55.6503048, 37.9053238 55.6502587, 37.9052178 55.6501929, 37.905128 55.6502389, 37.9052339 55.6503048))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7340493105, 7340493102, 7340493103, 7340493104, 7340493105]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,785352707,"POLYGON ((37.9061271 55.6497107, 37.9061568 55.6496883, 37.9061045 55.6496663, 37.9060748 55.6496888, 37.9061271 55.6497107))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7340493109, 7340493106, 7340493107, 7340493108, 7340493109]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,785352708,"POLYGON ((37.9063202 55.6497531, 37.9063605 55.6497206, 37.9063171 55.6497035, 37.9062769 55.6497361, 37.9063202 55.6497531))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7340493113, 7340493112, 7340493111, 7340493110, 7340493113]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,785352709,"POLYGON ((37.9062103 55.6498409, 37.9062639 55.6498015, 37.9062225 55.6497836, 37.9061689 55.6498229, 37.9062103 55.6498409))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7340493117, 7340493116, 7340493115, 7340493114, 7340493117]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,785352710,"POLYGON ((37.9055451 55.6497017, 37.9056041 55.6496547, 37.9055305 55.6496253, 37.9054715 55.6496722, 37.9055451 55.6497017))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7340493121, 7340493120, 7340493119, 7340493118, 7340493121]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,785352711,"POLYGON ((37.9057838 55.6498477, 37.9058482 55.6497962, 37.905737 55.649752, 37.9056727 55.6498034, 37.9057838 55.6498477))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7340493125, 7340493124, 7340493123, 7340493122, 7340493125]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,785352712,"POLYGON ((37.9051387 55.650046, 37.9052152 55.6499983, 37.9051275 55.6499535, 37.9050511 55.6500012, 37.9051387 55.650046))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7340493129, 7340493128, 7340493127, 7340493126, 7340493129]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,785352714,"POLYGON ((37.9064758 55.6495934, 37.9065295 55.6495549, 37.9064734 55.64953, 37.9064198 55.6495686, 37.9064758 55.6495934))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7340493135, 7340493134, 7340493133, 7340493132, 7340493135]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,785352715,"POLYGON ((37.9060131 55.6496721, 37.9060557 55.6496414, 37.9059941 55.6496142, 37.9059514 55.6496449, 37.9060131 55.6496721))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7340493139, 7340493136, 7340493137, 7340493138, 7340493139]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,785352716,"POLYGON ((37.9058562 55.6494852, 37.9059193 55.649448, 37.9058294 55.6493995, 37.9057664 55.6494368, 37.9058562 55.6494852))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7340493143, 7340493140, 7340493141, 7340493142, 7340493143]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,785352717,"POLYGON ((37.90639 55.6490282, 37.9064695 55.6489793, 37.9063716 55.6489286, 37.9062921 55.6489775, 37.90639 55.6490282))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7340493147, 7340493144, 7340493145, 7340493146, 7340493147]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,785352718,"POLYGON ((37.906626 55.6491402, 37.9066958 55.6490914, 37.9065845 55.6490407, 37.9065147 55.6490895, 37.906626 55.6491402))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7340493151, 7340493148, 7340493149, 7340493150, 7340493151]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,785352719,"POLYGON ((37.906394 55.6493218, 37.906449 55.6492764, 37.9063734 55.6492472, 37.9063184 55.6492927, 37.906394 55.6493218))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7340493155, 7340493154, 7340493153, 7340493152, 7340493155]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,785352720,"POLYGON ((37.9059957 55.6493778, 37.9060962 55.6493104, 37.9059943 55.649262, 37.9058938 55.6493294, 37.9059957 55.6493778))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7340493159, 7340493156, 7340493157, 7340493158, 7340493159]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,785352721,"POLYGON ((37.9068688 55.6493082, 37.9069734 55.649234, 37.9068583 55.6491823, 37.9067537 55.6492565, 37.9068688 55.6493082))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7340493163, 7340493162, 7340493161, 7340493160, 7340493163]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,785352722,"POLYGON ((37.9065737 55.6488443, 37.9066582 55.6487754, 37.9065037 55.6487151, 37.9064192 55.6487839, 37.9065737 55.6488443))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7340493167, 7340493166, 7340493165, 7340493164, 7340493167]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,785352723,"POLYGON ((37.9055893 55.6483524, 37.9056846 55.6482911, 37.9055975 55.648248, 37.9055023 55.6483093, 37.9055893 55.6483524))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7340493171, 7340493170, 7340493169, 7340493168, 7340493171]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,785352724,"POLYGON ((37.9057825 55.6485386, 37.9059024 55.6484769, 37.9057777 55.6483997, 37.9056577 55.6484614, 37.9057825 55.6485386))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7340493175, 7340493172, 7340493173, 7340493174, 7340493175]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,785352725,"POLYGON ((37.9059876 55.6485923, 37.9060765 55.648548, 37.9059947 55.6484958, 37.9059058 55.6485401, 37.9059876 55.6485923))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7340493179, 7340493176, 7340493177, 7340493178, 7340493179]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,785352726,"POLYGON ((37.9057261 55.64878, 37.9059032 55.6486952, 37.9057887 55.6486191, 37.9056117 55.6487039, 37.9057261 55.64878))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7340493183, 7340493182, 7340493181, 7340493180, 7340493183]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,785352727,"POLYGON ((37.9064476 55.6482434, 37.9065105 55.6482111, 37.9064556 55.648177, 37.9063927 55.6482094, 37.9064476 55.6482434))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7340493187, 7340493184, 7340493185, 7340493186, 7340493187]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,785352728,"POLYGON ((37.9066381 55.6481549, 37.9067226 55.6481027, 37.9066061 55.6480427, 37.9065216 55.6480949, 37.9066381 55.6481549))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7340493191, 7340493190, 7340493189, 7340493188, 7340493191]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,785352729,"POLYGON ((37.9067829 55.6479604, 37.9068755 55.6479052, 37.9067555 55.6478412, 37.9066629 55.6478964, 37.9067829 55.6479604))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7340493195, 7340493194, 7340493193, 7340493192, 7340493195]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,785352730,"POLYGON ((37.9070619 55.647825, 37.907141 55.6477682, 37.9070157 55.6477126, 37.9069365 55.6477693, 37.9070619 55.647825))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7340493199, 7340493198, 7340493197, 7340493196, 7340493199]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,785352731,"POLYGON ((37.9071236 55.6476335, 37.9072697 55.6477077, 37.9073693 55.6476451, 37.9072232 55.647571, 37.9071236 55.6476335))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7340493203, 7340493202, 7340493201, 7340493200, 7340493203]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,785352732,"POLYGON ((37.9073516 55.6481398, 37.9074159 55.6480875, 37.9072979 55.6480412, 37.9072336 55.6480934, 37.9073516 55.6481398))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7340493207, 7340493206, 7340493205, 7340493204, 7340493207]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,785352733,"POLYGON ((37.9076868 55.6482964, 37.9077517 55.6482485, 37.9076552 55.6482068, 37.9075903 55.6482548, 37.9076868 55.6482964))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7340493211, 7340493208, 7340493209, 7340493210, 7340493211]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,785352734,"POLYGON ((37.9075058 55.6481738, 37.9075809 55.6481208, 37.907511 55.6480893, 37.9074359 55.6481423, 37.9075058 55.6481738))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7340493215, 7340493214, 7340493213, 7340493212, 7340493215]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,785352735,"POLYGON ((37.9076265 55.6480232, 37.9077137 55.6479612, 37.9076055 55.6479128, 37.9075183 55.6479748, 37.9076265 55.6480232))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7340493219, 7340493218, 7340493217, 7340493216, 7340493219]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,785352736,"POLYGON ((37.9083306 55.6477727, 37.9084209 55.6477102, 37.9082976 55.6476534, 37.9082072 55.647716, 37.9083306 55.6477727))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7340493223, 7340493220, 7340493221, 7340493222, 7340493223]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,785352737,"POLYGON ((37.9077807 55.6477561, 37.907888 55.647694, 37.9078174 55.6476552, 37.9077102 55.6477172, 37.9077807 55.6477561))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7340493227, 7340493226, 7340493225, 7340493224, 7340493227]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,785352738,"POLYGON ((37.9080731 55.6479188, 37.9081741 55.6478762, 37.9080949 55.6478164, 37.9079939 55.647859, 37.9080731 55.6479188))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7340493231, 7340493228, 7340493229, 7340493230, 7340493231]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,785352739,"POLYGON ((37.907833 55.6481587, 37.9079513 55.6480862, 37.9077984 55.6480068, 37.9076801 55.6480792, 37.907833 55.6481587))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7340493235, 7340493232, 7340493233, 7340493234, 7340493235]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,785352741,"POLYGON ((37.9070377 55.6491538, 37.907132 55.6491061, 37.9070622 55.6490622, 37.906968 55.6491099, 37.9070377 55.6491538))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7340493241, 7340493238, 7340493239, 7340493240, 7340493241]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,785352742,"POLYGON ((37.9067937 55.648674, 37.9069144 55.6485953, 37.9067897 55.6485345, 37.906669 55.6486132, 37.9067937 55.648674))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7340493245, 7340493244, 7340493243, 7340493242, 7340493245]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,785352743,"POLYGON ((37.9072389 55.6483562, 37.9073623 55.6482745, 37.9072344 55.648213, 37.907111 55.6482947, 37.9072389 55.6483562))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7340493249, 7340493248, 7340493247, 7340493246, 7340493249]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,785352744,"POLYGON ((37.9071799 55.648668, 37.907334 55.6485926, 37.9071087 55.6484458, 37.9069546 55.6485212, 37.9071799 55.648668))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7340493253, 7340493250, 7340493251, 7340493252, 7340493253]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,785352745,"POLYGON ((37.9042482 55.647719, 37.9043621 55.6476676, 37.9042762 55.6476071, 37.9041624 55.6476585, 37.9042482 55.647719))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7340493257, 7340493254, 7340493255, 7340493256, 7340493257]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,785352746,"POLYGON ((37.904259 55.647439, 37.9043968 55.6473761, 37.9042949 55.647305, 37.904157 55.6473679, 37.904259 55.647439))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7340493261, 7340493258, 7340493259, 7340493260, 7340493261]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,785352747,"POLYGON ((37.904782 55.6471953, 37.904903 55.647137, 37.9047314 55.6470235, 37.9046103 55.6470818, 37.904782 55.6471953))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7340493265, 7340493262, 7340493263, 7340493264, 7340493265]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,785352748,"POLYGON ((37.9050878 55.6472892, 37.9052031 55.6472316, 37.9050896 55.6471592, 37.9049742 55.6472167, 37.9050878 55.6472892))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7340493269, 7340493268, 7340493267, 7340493266, 7340493269]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,785352749,"POLYGON ((37.9051656 55.6477886, 37.9052728 55.6477296, 37.9051892 55.6476812, 37.9050819 55.6477402, 37.9051656 55.6477886))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7340493273, 7340493272, 7340493271, 7340493270, 7340493273]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
