element_type,osmid,geometry,ref,amenity,building,denomination,name,place_of_worship:type,ref:temples.ru,religion,start_date,building:levels,shop,tickets:suburban_train,addr:housenumber,addr:street,access,operator,wheelchair,historic,name:ru,addr:city,description,brand,brand:wikidata,brand:wikipedia,contact:phone,contact:website,opening_hours,operator:wikidata,operator:wikipedia,official_name,tourism,cuisine,takeaway,parking,capacity,fee,vending,man_made,nodes,addr:country,addr:postcode,roof:material,roof:shape,building:colour,roof:colour,height,brand:en,contact:email,contact:facebook,contact:instagram,contact:ok,contact:vk,delivery,internet_access,name:en,toilets,wheelchair:description:ru,building:flats,stars,abandoned,source,building:material,design:ref,phone,health_facility:type,healthcare,alt_name,emergency,addr:province,location,power,substation,office,building:part,telecom,website,health_specialty:microbiology,medical_system:western,health_specialty:gynaecology,provided_for:female,layer,government,start,note,pipeline,substance,smoking,addr:place,addr:housenumber1,addr:street1,roof:levels,health_specialty:emergency_medicine,service_times,fixme,building:use,leisure,sport,addr:district,dispensing,landuse,trade,health_specialty:addiction_medicine,check_date,ruins,outdoor_seating,brand:ru,diet:vegetarian,tower:type,service,building:levels:underground,energy_class,building:min_level,roof:direction,generator:method,generator:output:hot_water,generator:source,generator:type,name:uk,street_cabinet,contact:twitter,opening_date,disused,source:addr,construction,ways,type,public_transport,building:parts,education,education_form:fulltime,education_level:primary,education_level:secondary,education_profile:general,education_system:ru_standard
way,322917416,"POLYGON ((37.9079378 55.6750642, 37.9078817 55.6749684, 37.9080867 55.6749302, 37.9081428 55.6750261, 37.9079378 55.6750642))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3297075749, 3297075750, 3297075751, 3297075752, 3297075749]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,322917424,"POLYGON ((37.894254 55.6764915, 37.8941497 55.6764039, 37.894349 55.6763284, 37.8944533 55.676416, 37.894254 55.6764915))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3297075881, 3297075882, 3297075883, 3297075884, 3297075881]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,322917426,"POLYGON ((37.9143152 55.6730133, 37.9142203 55.6729601, 37.9146729 55.6727033, 37.9149603 55.6728643, 37.9148586 55.6729221, 37.9144967 55.6731275, 37.9144149 55.6730816, 37.9147625 55.6728844, 37.9146517 55.6728223, 37.9143152 55.6730133))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3297075895, 3297075896, 3297075897, 3297075898, 3625248017, 3297075899, 3297075900, 3297075901, 3297075902, 3297075895]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,322917427,"POLYGON ((37.9140708 55.67303, 37.9142823 55.6731456, 37.9138519 55.673396, 37.9137914 55.6733629, 37.9136182 55.6734637, 37.9135653 55.6734348, 37.9134876 55.6733924, 37.9134672 55.6733813, 37.9140708 55.67303))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3297075903, 3297075904, 3297075905, 3297075906, 3297075907, 937691722, 10275556702, 3297075908, 3297075903]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,322917428,"POLYGON ((37.9139435 55.6734083, 37.9140281 55.6734625, 37.913153 55.6738966, 37.9130084 55.6738039, 37.9135758 55.6735225, 37.9136357 55.6735609, 37.9139435 55.6734083))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3297075909, 3297075910, 3297075911, 3297075912, 3297075913, 3297075914, 3297075909]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,324009971,"POLYGON ((37.9089684 55.6682198, 37.9090516 55.6682407, 37.9092285 55.6680173, 37.9091454 55.6679963, 37.9089684 55.6682198))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3307691660, 3307693061, 3307693062, 3307693063, 3307691660]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,324009972,"POLYGON ((37.9093176 55.6678772, 37.9094272 55.667905, 37.9094807 55.6678378, 37.9093711 55.66781, 37.9093176 55.6678772))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3307693064, 3307693065, 3307693066, 3307693067, 3307693064]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,324009973,"POLYGON ((37.9278485 55.6644983, 37.9275993 55.6643431, 37.9268269 55.6647378, 37.9270761 55.664893, 37.9278485 55.6644983))",,,yes,,,,,,,,,,1 с6,1-й Панковский проезд,,,,,,,,,,,,,,,,,,,,,,,,,"[3307693069, 3307693070, 3307693071, 3307693072, 3307693069]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,324009974,"POLYGON ((37.9262578 55.6635722, 37.9261299 55.6634864, 37.9257805 55.6636521, 37.9259083 55.6637379, 37.9262578 55.6635722))",,,yes,,,,,,,,,,1 литН,1-й Панковский проезд,,,,,,,,,,,,,,,,,,,,,,,,,"[3307693073, 3307693074, 3307693075, 3307693076, 3307693073]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,324009975,"POLYGON ((37.9242233 55.6646009, 37.9246627 55.6643901, 37.9245981 55.6643473, 37.9245248 55.6643825, 37.9244699 55.6643461, 37.9241039 55.6645216, 37.9242233 55.6646009))",,,yes,,,,,,,,,,1Г,1-й Панковский проезд,,,,,,,,,,,,,,,,,,,,,,,,,"[3307693077, 3307693078, 3307693079, 3307693080, 3307693081, 3307693082, 3307693077]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,324009976,"POLYGON ((37.9253354 55.6640527, 37.9251972 55.6639624, 37.9247256 55.6641921, 37.9248638 55.6642824, 37.9253354 55.6640527))",,,yes,,,,,,,,,,1В,1-й Панковский проезд,,,,,,,,,,,,,,,,,,,,,,,,,"[3307693083, 3307693084, 3307693085, 3307693086, 3307693083]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,324009977,"POLYGON ((37.9232992 55.6650333, 37.9230523 55.6648665, 37.9234343 55.6646866, 37.9234889 55.6647235, 37.9238361 55.66456, 37.9240284 55.66469, 37.9232992 55.6650333))",,,yes,,,,,,,,,,1Б,1-й Панковский проезд,,,,,,,,,,,,,,,,,,,,,,,,,"[3307693087, 3307693088, 3307693089, 3307693090, 3307693091, 3307693092, 3307693087]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,324009978,"POLYGON ((37.9273583 55.6642522, 37.9275699 55.6641466, 37.927073 55.66383, 37.9268615 55.6639356, 37.9273583 55.6642522))",,,yes,,,,,,,,,,1 с8,1-й Панковский проезд,,,,,,,,,,,,,,,,,,,,,,,,,"[3307693093, 3307693094, 3307693095, 3307693096, 3307693093]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,324009979,"POLYGON ((37.9279885 55.6645347, 37.9281358 55.6644571, 37.9277411 55.6642189, 37.9275938 55.6642965, 37.9279885 55.6645347))",,,yes,,,,,,,,,,1 с7,1-й Панковский проезд,,,,,,,,,,,,,,,,,,,,,,,,,"[3307693097, 3307693098, 3307693099, 3307693100, 3307693097]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,324009980,"POLYGON ((37.9250931 55.6657193, 37.9253392 55.6656056, 37.9251392 55.6654678, 37.9248931 55.6655815, 37.9250931 55.6657193))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3307693101, 3307693102, 3307693103, 3307693104, 3307693101]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,324009981,"POLYGON ((37.9255319 55.6654211, 37.9258416 55.665267, 37.9255751 55.6650965, 37.9252652 55.6652506, 37.9255319 55.6654211))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3307693105, 3307693106, 3307693107, 3307693108, 3307693105]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,324009982,"POLYGON ((37.9261254 55.665167, 37.926695 55.6648838, 37.9265364 55.6647823, 37.9259668 55.6650655, 37.9261254 55.665167))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3307693109, 3307693110, 3307693111, 3307693112, 3307693109]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,324009983,"POLYGON ((37.927844 55.6649053, 37.9279926 55.6650068, 37.927288 55.665335, 37.9271394 55.6652335, 37.927844 55.6649053))",,,yes,,,,,,,,,,1 с4,1-й Панковский проезд,,,,,,,,,,,,,,,,,,,,,,,,,"[3307693113, 3307693114, 3307693115, 3307693116, 3307693113]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,324009984,"POLYGON ((37.9265655 55.6653846, 37.9266768 55.6653272, 37.9269743 55.6655107, 37.9268629 55.6655681, 37.9265655 55.6653846))",,,yes,,,,,,,,,,1 с3,1-й Панковский проезд,,,,,,,,,,,,,,,,,,,,,,,,,"[3307693117, 3307693118, 3307693119, 3307693120, 3307693117]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,324009985,"POLYGON ((37.9265166 55.6656801, 37.9267377 55.6655717, 37.9262733 55.6652703, 37.9260522 55.6653787, 37.9265166 55.6656801))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3307693121, 3307693122, 3307693125, 3307693126, 3307693121]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,324009986,"POLYGON ((37.9268029 55.6644201, 37.9270212 55.6643113, 37.9266842 55.6640962, 37.9264659 55.6642049, 37.9267301 55.6643736, 37.9268029 55.6644201))",,,yes,,,,,,,,,,1 с9,1-й Панковский проезд,,,,,,,,,,,,,,,,,,,,,,,,,"[3307693127, 3307693128, 3307693129, 3307693130, 3307693132, 3307693127]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,324009987,"POLYGON ((37.9255489 55.6641601, 37.9254663 55.6641073, 37.9248686 55.6644051, 37.9256567 55.6649084, 37.926252 55.6646118, 37.9267301 55.6643736, 37.9260246 55.6639231, 37.9255489 55.6641601))",,,yes,,,,,,,,,,1 литБ2,1-й Панковский проезд,,,,,,,,,,,,,,,,,,,,,,,,,"[4874181558, 3307693136, 3307693137, 3307693138, 3307693131, 3307693132, 3307693133, 4874181558]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,324009989,"POLYGON ((37.9255521 55.664995, 37.9247471 55.6644742, 37.9231085 55.66528, 37.9232092 55.6653451, 37.9230656 55.6654157, 37.9237699 55.6658714, 37.9255521 55.664995))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3307693139, 3307693140, 3307693141, 3307693142, 3307693143, 3307693144, 3307693139]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,324009990,"POLYGON ((37.9230064 55.6656454, 37.9231784 55.6655593, 37.9237612 55.6659298, 37.9235893 55.6660158, 37.9230064 55.6656454))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3307693145, 3307693146, 3307693147, 3307693148, 3307693145]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,324009991,"POLYGON ((37.9288657 55.6669491, 37.9293718 55.666658, 37.9291681 55.6665454, 37.928662 55.6668365, 37.9288657 55.6669491))",,,yes,,,,,,,,,,1,улица Авиаконструктора Миля,,,,,,,,,,,,,,,,,,,,,,,,,"[3307693149, 3307693150, 3307693151, 3307693152, 3307693149]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,324009992,"POLYGON ((37.9295856 55.6666013, 37.9301173 55.6662954, 37.9298911 55.6661702, 37.9293593 55.6664761, 37.9295856 55.6666013))",,,yes,,,,,,,,,,1 c1,улица Авиаконструктора Миля,,,,,,,,,,,,,,,,,,,,,,,,,"[3307693153, 3307693154, 3307693155, 3307693156, 3307693153]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,324009993,"POLYGON ((37.9302131 55.6662123, 37.930082 55.6661398, 37.9304181 55.6659464, 37.9305492 55.6660189, 37.9302131 55.6662123))",,,yes,,,,,,,,,,1 c2,улица Авиаконструктора Миля,,,,,,,,,,,,,,,,,,,,,,,,,"[3307693157, 3307693158, 3307693159, 3307693160, 3307693157]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,324009999,"POLYGON ((37.926714 55.6705554, 37.9269313 55.6705468, 37.9268999 55.6702954, 37.9266826 55.670304, 37.926714 55.6705554))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3307693200, 3307693201, 3307693202, 3307693203, 3307693200]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,324010000,"POLYGON ((37.9260502 55.6704212, 37.9261436 55.6704159, 37.9261296 55.6703237, 37.9261669 55.6703237, 37.9262697 55.6700209, 37.9260689 55.6700156, 37.9259755 55.6703053, 37.9260409 55.6703158, 37.9260502 55.6704212))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3307693204, 3307693205, 3307693206, 3307693207, 3307693208, 3307693209, 3307693210, 3307693211, 3307693204]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,324010001,"POLYGON ((37.9253072 55.6705699, 37.9257548 55.6704695, 37.9256738 55.6703546, 37.9254213 55.6704113, 37.9253564 55.6703193, 37.9254837 55.6702907, 37.9253789 55.6701422, 37.9250565 55.6702146, 37.9253072 55.6705699))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3307693212, 3307693213, 3307693214, 3307693215, 3307693216, 3307693217, 3307693218, 3307693219, 3307693212]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,324010002,"POLYGON ((37.9255972 55.6702474, 37.9256719 55.6702316, 37.9255972 55.6701131, 37.9257793 55.6701104, 37.9257933 55.6700472, 37.9259521 55.6700446, 37.9259428 55.6699419, 37.9252143 55.6699577, 37.9252236 55.6700788, 37.925345 55.6700788, 37.925345 55.6701236, 37.9255178 55.6701157, 37.9255972 55.6702474))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3307693220, 3307693221, 3307693222, 3307693223, 3307693224, 3307693225, 3307693226, 3307693227, 3307693228, 3307693229, 3307693230, 3307693231, 3307693220]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,324010003,"POLYGON ((37.9256346 55.6707688, 37.9260268 55.6706398, 37.9260035 55.6706108, 37.9260782 55.6705555, 37.9260315 55.670516, 37.9259428 55.6705766, 37.9255692 55.670703, 37.9256346 55.6707688))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3307693232, 3307693233, 3307693234, 3307693235, 3307693236, 3307693237, 3307693238, 3307693232]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,324010004,"POLYGON ((37.929025 55.6698129, 37.9292936 55.6698114, 37.9293005 55.6702288, 37.9290319 55.6702302, 37.929025 55.6698129))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3307693239, 3307693240, 3307693241, 3307693242, 3307693239]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,324010005,"POLYGON ((37.9297951 55.6700449, 37.9303929 55.6700312, 37.9303844 55.6699128, 37.9297866 55.6699265, 37.9297951 55.6700449))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3307693243, 3307693244, 3307693245, 3307693246, 3307693243]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,324010006,"POLYGON ((37.9347391 55.6707849, 37.9303631 55.6708827, 37.9303397 55.6706246, 37.9304845 55.6706194, 37.9304285 55.6699978, 37.9321377 55.6699662, 37.932133 55.669824, 37.9331371 55.6697924, 37.9331838 55.6703955, 37.9327728 55.6704113, 37.9327961 55.6706273, 37.9347227 55.6705774, 37.9347391 55.6707849))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3307693247, 3307693248, 3307693249, 3307693250, 3307693251, 3307693252, 3307693253, 3307693254, 3307693255, 3307693256, 3307693257, 3307693258, 3307693247]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,324010007,"POLYGON ((37.9344213 55.6703716, 37.9344135 55.6701992, 37.9356262 55.670182, 37.9356299 55.6702642, 37.9358499 55.670261, 37.9358539 55.6703512, 37.9344213 55.6703716))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3307693259, 3307693260, 3307693261, 3307693262, 3307693263, 3307693264, 3307693259]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,324010008,"POLYGON ((37.9345713 55.6699132, 37.9345651 55.6697737, 37.9355292 55.6697601, 37.9355354 55.6698996, 37.9345713 55.6699132))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3307693265, 3307693266, 3307693267, 3307693268, 3307693265]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,324010009,"POLYGON ((37.9339015 55.6699223, 37.9344081 55.6699016, 37.9343887 55.6697501, 37.9338821 55.6697708, 37.9339015 55.6699223))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3307693269, 3307693270, 3307693271, 3307693272, 3307693269]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,324010010,"POLYGON ((37.9375894 55.669908, 37.9388948 55.6699961, 37.9389417 55.6697753, 37.9376362 55.6696872, 37.9375894 55.669908))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3307693273, 3307693274, 3307693275, 3307693276, 3307693273]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,324010011,"POLYGON ((37.937895 55.6702746, 37.9383924 55.6702627, 37.9383831 55.670139, 37.9378857 55.6701509, 37.937895 55.6702746))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3307693277, 3307693278, 3307693279, 3307693280, 3307693277]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,324010012,"POLYGON ((37.9365346 55.6705809, 37.9370119 55.6705665, 37.9370013 55.6704554, 37.936026 55.6704849, 37.9360321 55.6705487, 37.9361798 55.6705442, 37.9361819 55.6705666, 37.9365322 55.670556, 37.9365346 55.6705809))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3307693281, 3307693282, 3307693283, 3307693284, 3307693285, 3307693286, 3307693287, 3307693288, 3307693281]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,326265759,"POLYGON ((37.9137605 55.6667819, 37.9137141 55.6666818, 37.9134993 55.6667135, 37.9135458 55.6668136, 37.9137605 55.6667819))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3328872200, 3328872201, 3328872202, 3328872203, 3328872200]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,326265767,"POLYGON ((37.915464 55.664908, 37.9156507 55.6649088, 37.9156516 55.6648418, 37.9154649 55.664841, 37.915464 55.664908))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3328872242, 3328872243, 3328872244, 3328872245, 3328872242]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,326265770,"POLYGON ((37.9166497 55.6643087, 37.9167588 55.664261, 37.9166827 55.6642055, 37.9165736 55.6642533, 37.9166497 55.6643087))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3328872251, 3328872252, 3328872253, 3328872254, 3328872251]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,326265777,"POLYGON ((37.9119089 55.6659007, 37.911981 55.6658357, 37.9118725 55.6657974, 37.9118004 55.6658625, 37.9119089 55.6659007))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3328872394, 3328872395, 3328872396, 3328872397, 3328872394]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,326265782,"POLYGON ((37.9192236 55.6642426, 37.9194924 55.6640977, 37.9190465 55.6638345, 37.9187777 55.6639793, 37.9192236 55.6642426))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3328872423, 3328872424, 3328872425, 3328872426, 3328872423]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,326265783,"POLYGON ((37.9188635 55.6637659, 37.9186715 55.6636514, 37.9181052 55.6639537, 37.9182972 55.6640682, 37.9188635 55.6637659))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3328872427, 3328872428, 3328872429, 3328872430, 3328872427]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,326265784,"POLYGON ((37.9186266 55.6642552, 37.9185306 55.6642733, 37.9186201 55.6644245, 37.9187161 55.6644065, 37.9186266 55.6642552))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3328872433, 3328872436, 3328872431, 3328872432, 3328872433]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,326265785,"POLYGON ((37.9198451 55.6629832, 37.9202745 55.6627761, 37.9202217 55.6627412, 37.9202867 55.6627099, 37.9202128 55.6626612, 37.9197184 55.6628996, 37.9198451 55.6629832))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3328872437, 3328872438, 3328872439, 3328872440, 3328872441, 3328872442, 3328872437]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
