element_type,osmid,geometry,amenity,building,name,shop,nodes,addr:housenumber,addr:street,addr:postcode,building:levels,description,addr:city,building:flats,start_date,phone,leisure,source:addr,operator,brand,brand:en,brand:wikidata,brand:wikipedia,contact:phone,contact:website,name:en,name:ru,opening_hours,ref,bus,public_transport,railway,architect
way,616214741,"POLYGON ((37.3986626 54.7298686, 37.3988787 54.729877, 37.3988894 54.7297849, 37.3986733 54.7297765, 37.3986626 54.7298686))",,yes,,,"[5826291005, 5826291002, 5826291003, 5826291004, 5826291005]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616214742,"POLYGON ((37.399085 54.7302969, 37.3993336 54.7302984, 37.3993348 54.7302349, 37.3992125 54.7302341, 37.399214 54.7301528, 37.3990877 54.7301521, 37.399085 54.7302969))",,yes,,,"[5826291011, 5826291008, 5826291006, 5826291007, 5826291009, 5826291010, 5826291011]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616214743,"POLYGON ((37.3990944 54.7300142, 37.3992834 54.7300117, 37.3992794 54.7299088, 37.3990904 54.7299112, 37.3990944 54.7300142))",,yes,,,"[5826291015, 5826291012, 5826291013, 5826291014, 5826291015]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616214744,"POLYGON ((37.3999125 54.7303797, 37.3999071 54.7302814, 37.3997504 54.7302842, 37.3997558 54.7303826, 37.3999125 54.7303797))",,yes,,,"[5826291019, 5826291018, 5826291017, 5826291016, 5826291019]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616214745,"POLYGON ((37.3997609 54.7301195, 37.3998963 54.7301189, 37.399895 54.7300144, 37.3997596 54.730015, 37.3997609 54.7301195))",,yes,,,"[5826291023, 5826291020, 5826291021, 5826291022, 5826291023]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616214746,"POLYGON ((37.399714 54.7299104, 37.3999043 54.7299112, 37.3999057 54.7297989, 37.3997153 54.7297982, 37.399714 54.7299104))",,yes,,,"[5826291027, 5826291024, 5826291025, 5826291026, 5826291027]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616214747,"POLYGON ((37.3998642 54.7295813, 37.3999563 54.7295786, 37.3999496 54.7295035, 37.3998575 54.7295062, 37.3998642 54.7295813))",,yes,,,"[5826291031, 5826291028, 5826291029, 5826291030, 5826291031]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616214748,"POLYGON ((37.3997958 54.7294202, 37.3998977 54.7294198, 37.3998963 54.7293222, 37.3997945 54.7293227, 37.3997958 54.7294202))",,yes,,,"[5826291035, 5826291032, 5826291033, 5826291034, 5826291035]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616214749,"POLYGON ((37.3997918 54.729263, 37.3999764 54.7292619, 37.3999751 54.7291936, 37.3998911 54.7291941, 37.3998897 54.7291145, 37.3997891 54.7291151, 37.3997918 54.729263))",,yes,,,"[5826291041, 5826291038, 5826291036, 5826291037, 5826291039, 5826291040, 5826291041]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616214750,"POLYGON ((37.3998964 54.7290253, 37.3998977 54.7289262, 37.3997744 54.7289256, 37.399773 54.7290247, 37.3998964 54.7290253))",,yes,,,"[5826291045, 5826291044, 5826291043, 5826291042, 5826291045]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616214751,"POLYGON ((37.3992379 54.7286032, 37.3992184 54.7286731, 37.3994343 54.7286932, 37.3994538 54.7286234, 37.3992379 54.7286032))",,yes,,,"[5826291049, 5826291046, 5826291047, 5826291048, 5826291049]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616214752,"POLYGON ((37.3999098 54.7283709, 37.3999085 54.7282393, 37.3996939 54.72824, 37.3996952 54.7283716, 37.3999098 54.7283709))",,yes,,,"[5826291053, 5826291052, 5826291051, 5826291050, 5826291053]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616214753,"POLYGON ((37.3999125 54.727873, 37.3999098 54.7277413, 37.3997946 54.7277421, 37.3997962 54.7278218, 37.3997272 54.7278223, 37.3997285 54.7278896, 37.3998109 54.727889, 37.3998106 54.7278736, 37.3999125 54.727873))",,yes,,,"[5826291061, 5826291060, 5826291059, 5826291057, 5826291056, 5826291058, 5826291054, 5826291055, 5826291061]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616214754,"POLYGON ((37.3979484 54.7275914, 37.3978432 54.7275887, 37.3978382 54.7276524, 37.3979435 54.7276552, 37.3979484 54.7275914))",,yes,,,"[5826291065, 5826291064, 5826291063, 5826291062, 5826291065]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616214755,"POLYGON ((37.3987122 54.7276623, 37.3988772 54.7276649, 37.3988812 54.7275805, 37.3987162 54.7275779, 37.3987122 54.7276623))",,yes,,,"[5826291069, 5826291066, 5826291067, 5826291068, 5826291069]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616214756,"POLYGON ((37.3979478 54.7283748, 37.3980538 54.7283778, 37.3980619 54.7282849, 37.3979558 54.7282819, 37.3979478 54.7283748))",,yes,,,"[5826291073, 5826291070, 5826291071, 5826291072, 5826291073]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616214758,"POLYGON ((37.3979558 54.7282021, 37.3981299 54.7282088, 37.3981447 54.728081, 37.3979706 54.7280743, 37.3979558 54.7282021))",,yes,,,"[5826291077, 5826291074, 5826291075, 5826291076, 5826291077]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616214759,"POLYGON ((37.3979022 54.7286001, 37.3980726 54.7286079, 37.3980873 54.7284995, 37.3979169 54.7284917, 37.3979022 54.7286001))",,yes,,,"[5826291081, 5826291078, 5826291079, 5826291080, 5826291081]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616214760,"POLYGON ((37.3978391 54.7288921, 37.3980107 54.7288995, 37.3980282 54.7287648, 37.3978566 54.7287573, 37.3978391 54.7288921))",,yes,,,"[5826291085, 5826291082, 5826291083, 5826291084, 5826291085]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616214761,"POLYGON ((37.3977801 54.7291864, 37.3979291 54.7291883, 37.3979331 54.7290869, 37.3977841 54.7290849, 37.3977801 54.7291864))",,yes,,,"[5826291089, 5826291086, 5826291087, 5826291088, 5826291089]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616214762,"POLYGON ((37.3977345 54.7294257, 37.3978781 54.7294322, 37.3978928 54.7293238, 37.3977493 54.7293172, 37.3977345 54.7294257))",,yes,,,"[5826291093, 5826291090, 5826291091, 5826291092, 5826291093]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616214763,"POLYGON ((37.3976822 54.7297571, 37.3978647 54.7297665, 37.3978862 54.7296279, 37.3977037 54.7296185, 37.3976822 54.7297571))",,yes,,,"[5826291097, 5826291094, 5826291095, 5826291096, 5826291097]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616214764,"POLYGON ((37.3975807 54.7301761, 37.397753 54.7301867, 37.3977714 54.7300867, 37.3975991 54.7300762, 37.3975807 54.7301761))",,yes,,,"[5826291101, 5826291098, 5826291099, 5826291100, 5826291101]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616214765,"POLYGON ((37.3976406 54.7299585, 37.3977639 54.7299629, 37.397776 54.7298506, 37.3976527 54.7298462, 37.3976406 54.7299585))",,yes,,,"[5826291105, 5826291102, 5826291103, 5826291104, 5826291105]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616216375,"POLYGON ((37.402934 54.7298043, 37.4029246 54.7296673, 37.4027418 54.7296715, 37.4027512 54.7298085, 37.402934 54.7298043))",,yes,,,"[5826304091, 5826304090, 5826304089, 5826304088, 5826304091]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616216376,"POLYGON ((37.4033685 54.7295984, 37.4033739 54.7294752, 37.4032357 54.7294732, 37.4032303 54.7295963, 37.4033685 54.7295984))",,yes,,,"[5826304095, 5826304094, 5826304093, 5826304092, 5826304095]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616216377,"POLYGON ((37.4031955 54.7292708, 37.4031936 54.7293259, 37.4032894 54.729327, 37.4032869 54.7294018, 37.4033963 54.7294031, 37.4034007 54.7292731, 37.4031955 54.7292708))",,yes,,,"[5826304101, 5826304098, 5826304097, 5826304096, 5826304099, 5826304100, 5826304101]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616216378,"POLYGON ((37.4032572 54.7292228, 37.403443 54.7292168, 37.4034309 54.7290914, 37.4032451 54.7290973, 37.4032572 54.7292228))",,yes,,,"[5826304105, 5826304102, 5826304103, 5826304104, 5826304105]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616216379,"POLYGON ((37.403288 54.7288905, 37.4034047 54.7288905, 37.4034047 54.7287914, 37.403288 54.7287914, 37.403288 54.7288905))",,yes,,,"[5826304109, 5826304106, 5826304107, 5826304108, 5826304109]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616216380,"POLYGON ((37.4032465 54.7287055, 37.4034086 54.7287027, 37.4034045 54.7286245, 37.4032424 54.7286272, 37.4032465 54.7287055))",,yes,,,"[5826304113, 5826304110, 5826304111, 5826304112, 5826304113]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616216381,"POLYGON ((37.4032344 54.728223, 37.4034128 54.728223, 37.4034128 54.7281541, 37.4032344 54.7281541, 37.4032344 54.728223))",,yes,,,"[5826304117, 5826304116, 5826304115, 5826304114, 5826304117]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616216382,"POLYGON ((37.403284 54.7279976, 37.4034274 54.7279965, 37.4034247 54.7278865, 37.4032813 54.7278877, 37.403284 54.7279976))",,yes,,,"[5826304121, 5826304118, 5826304119, 5826304120, 5826304121]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616216383,"POLYGON ((37.4034275 54.727715, 37.4034289 54.7276182, 37.4032666 54.7276174, 37.4032653 54.7277142, 37.4034275 54.727715))",,yes,,,"[5826304125, 5826304124, 5826304123, 5826304122, 5826304125]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616216384,"POLYGON ((37.4032907 54.7275028, 37.403434 54.7275054, 37.4034394 54.7274078, 37.4032961 54.7274052, 37.4032907 54.7275028))",,yes,,,"[5826304129, 5826304126, 5826304127, 5826304128, 5826304129]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616216385,"POLYGON ((37.4023828 54.7274362, 37.402596 54.7274362, 37.402596 54.7273494, 37.4023828 54.7273494, 37.4023828 54.7274362))",,yes,,,"[5826304133, 5826304132, 5826304131, 5826304130, 5826304133]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616216386,"POLYGON ((37.4019349 54.7274981, 37.4020732 54.7274992, 37.4020759 54.7273791, 37.4019375 54.7273781, 37.4019349 54.7274981))",,yes,,,"[5826304137, 5826304134, 5826304135, 5826304136, 5826304137]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616216387,"POLYGON ((37.4023426 54.7276933, 37.4023479 54.7275554, 37.4022755 54.7275545, 37.4022701 54.7276923, 37.4023426 54.7276933))",,yes,,,"[5826304141, 5826304140, 5826304139, 5826304138, 5826304141]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616216388,"POLYGON ((37.4019188 54.7277723, 37.4020406 54.7277741, 37.402046 54.7276548, 37.4019241 54.727653, 37.4019188 54.7277723))",,yes,,,"[5826304145, 5826304142, 5826304143, 5826304144, 5826304145]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616216389,"POLYGON ((37.4020073 54.7280185, 37.4021105 54.7280181, 37.4021099 54.7279752, 37.4021765 54.7279749, 37.4021758 54.7279225, 37.4019159 54.7279237, 37.4019164 54.7279632, 37.4020065 54.7279628, 37.4020073 54.7280185))",,yes,,,"[5826304253, 5826304150, 5826304149, 5826304148, 5826304151, 5826304152, 5826304146, 5826304147, 5826304253]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616216390,"POLYGON ((37.4018557 54.7281409, 37.4019992 54.7281417, 37.4020001 54.7280874, 37.4018566 54.7280867, 37.4018557 54.7281409))",,yes,,,"[5826304257, 5826304256, 5826304255, 5826304254, 5826304257]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616216391,"POLYGON ((37.4020649 54.7282911, 37.4020703 54.7282052, 37.4019211 54.7282021, 37.4019157 54.728288, 37.4020649 54.7282911))",,yes,,,"[5826304261, 5826304260, 5826304259, 5826304258, 5826304261]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616216392,"POLYGON ((37.4018718 54.7285901, 37.4020596 54.7285924, 37.4020623 54.7285204, 37.4018745 54.7285181, 37.4018718 54.7285901))",,yes,,,"[5826304265, 5826304264, 5826304263, 5826304262, 5826304265]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616216393,"POLYGON ((37.4019054 54.7287906, 37.4020111 54.7287889, 37.402007 54.7287068, 37.4019013 54.7287086, 37.4019054 54.7287906))",,yes,,,"[5826304269, 5826304266, 5826304267, 5826304268, 5826304269]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616216394,"POLYGON ((37.4018463 54.7290121, 37.4019966 54.7290146, 37.402002 54.7289078, 37.4018517 54.7289053, 37.4018463 54.7290121))",,yes,,,"[5826304273, 5826304270, 5826304271, 5826304272, 5826304273]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616216395,"POLYGON ((37.4018544 54.7292692, 37.4019887 54.7292711, 37.4019898 54.7292436, 37.4021647 54.729246, 37.4021658 54.7292197, 37.4019909 54.7292173, 37.401994 54.7291426, 37.4018598 54.7291407, 37.401859 54.7291592, 37.4018307 54.7291588, 37.4018289 54.7292014, 37.4018572 54.7292018, 37.4018544 54.7292692))",,yes,,,"[5826304285, 5826304282, 5826304277, 5826304275, 5826304274, 5826304276, 5826304283, 5826304284, 5826304280, 5826304279, 5826304278, 5826304281, 5826304285]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616216396,"POLYGON ((37.4018477 54.7295488, 37.4019724 54.7295488, 37.4019724 54.7295039, 37.4019241 54.7295039, 37.4019241 54.7294574, 37.4018477 54.7294574, 37.4018477 54.7295488))",,yes,,,"[5826304291, 5826304288, 5826304286, 5826304287, 5826304289, 5826304290, 5826304291]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616216397,"POLYGON ((37.401845 54.7298315, 37.4019604 54.7298319, 37.4019617 54.7297064, 37.4018463 54.729706, 37.401845 54.7298315))",,yes,,,"[5826304295, 5826304292, 5826304293, 5826304294, 5826304295]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616216398,"POLYGON ((37.4018222 54.7300429, 37.4019429 54.730041, 37.4019375 54.7299226, 37.4018168 54.7299244, 37.4018222 54.7300429))",,yes,,,"[5826304299, 5826304296, 5826304297, 5826304298, 5826304299]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616216399,"POLYGON ((37.4018034 54.7303294, 37.401963 54.7303301, 37.4019643 54.7302247, 37.4018048 54.7302241, 37.4018034 54.7303294))",,yes,,,"[5826304303, 5826304300, 5826304301, 5826304302, 5826304303]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616216400,"POLYGON ((37.4017967 54.7304634, 37.4017959 54.73054, 37.4020091 54.7305408, 37.40201 54.7304641, 37.4017967 54.7304634))",,yes,,,"[5826304307, 5826304304, 5826304305, 5826304306, 5826304307]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616216401,"POLYGON ((37.4017699 54.7307646, 37.4019469 54.7307623, 37.4019429 54.7306607, 37.4017659 54.730663, 37.4017699 54.7307646))",,yes,,,"[5826304311, 5826304310, 5826304309, 5826304308, 5826304311]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616216402,"POLYGON ((37.4022594 54.7307793, 37.4024131 54.730791, 37.402448 54.7306385, 37.4022943 54.7306267, 37.4022594 54.7307793))",,yes,,,"[5826304315, 5826304312, 5826304313, 5826304314, 5826304315]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616219064,"POLYGON ((37.407373 54.7219961, 37.4075166 54.7219938, 37.4075156 54.7219729, 37.4075932 54.7219716, 37.4075908 54.7219213, 37.4075132 54.7219225, 37.4075099 54.7218521, 37.4073663 54.7218544, 37.407373 54.7219961))",,yes,,,"[5826332186, 5826332183, 5826332182, 5826332180, 5826332179, 5826332181, 5826332184, 5826332185, 5826332186]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616219065,"POLYGON ((37.4073851 54.7223671, 37.4075215 54.7223633, 37.4075175 54.7223152, 37.4075765 54.7223135, 37.4075712 54.7222508, 37.4073757 54.7222564, 37.4073851 54.7223671))",,yes,,,"[5826332192, 5826332189, 5826332188, 5826332187, 5826332190, 5826332191, 5826332192]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616219066,"POLYGON ((37.4068286 54.7238604, 37.4068567 54.7239549, 37.4073556 54.7239053, 37.4073274 54.7238108, 37.4068286 54.7238604))",,yes,,,"[5826332196, 5826332193, 5826332194, 5826332195, 5826332196]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616219067,"POLYGON ((37.4067736 54.7234476, 37.4069181 54.7234335, 37.4068859 54.7233235, 37.4067414 54.7233376, 37.4067736 54.7234476))",,yes,,,"[5826332200, 5826332197, 5826332198, 5826332199, 5826332200]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616219068,"POLYGON ((37.4067092 54.7232044, 37.4068262 54.7231891, 37.406782 54.723076, 37.4066649 54.7230913, 37.4067092 54.7232044))",,yes,,,"[5826332204, 5826332201, 5826332202, 5826332203, 5826332204]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616219069,"POLYGON ((37.4068125 54.7229534, 37.4070116 54.7229304, 37.4069767 54.7228298, 37.4067776 54.7228528, 37.4068125 54.7229534))",,yes,,,"[5826332208, 5826332205, 5826332206, 5826332207, 5826332208]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616219070,"POLYGON ((37.4065389 54.722725, 37.4067441 54.7227095, 37.4067231 54.7226168, 37.4065179 54.7226323, 37.4065389 54.722725))",,yes,,,"[5826332212, 5826332211, 5826332210, 5826332209, 5826332212]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616219071,"POLYGON ((37.4064235 54.7224732, 37.4064387 54.7225267, 37.4066438 54.7225073, 37.4066287 54.7224539, 37.4064235 54.7224732))",,yes,,,"[5826332216, 5826332213, 5826332214, 5826332215, 5826332216]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616219072,"POLYGON ((37.4063766 54.7222424, 37.4063872 54.7223045, 37.4066192 54.7222914, 37.4066086 54.7222293, 37.4063766 54.7222424))",,yes,,,"[5826332220, 5826332217, 5826332218, 5826332219, 5826332220]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616219073,"POLYGON ((37.4063565 54.7220759, 37.4064646 54.7220655, 37.4064337 54.7219586, 37.4063256 54.721969, 37.4063565 54.7220759))",,yes,,,"[5826332224, 5826332221, 5826332222, 5826332223, 5826332224]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616219074,"POLYGON ((37.4062814 54.7217947, 37.4064199 54.7217855, 37.4063971 54.7216716, 37.4062586 54.7216809, 37.4062814 54.7217947))",,yes,,,"[5826332228, 5826332225, 5826332226, 5826332227, 5826332228]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616219075,"POLYGON ((37.4094625 54.7212068, 37.4097455 54.7212371, 37.4097684 54.7211653, 37.4094855 54.7211351, 37.4094625 54.7212068))",,yes,,,"[5826332232, 5826332231, 5826332230, 5826332229, 5826332232]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616219076,"POLYGON ((37.4098715 54.7216267, 37.4097119 54.7215562, 37.4096648 54.7215917, 37.4098244 54.7216622, 37.4098715 54.7216267))",,yes,,,"[5826332236, 5826332235, 5826332234, 5826332233, 5826332236]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616219077,"POLYGON ((37.4100767 54.7209241, 37.4100713 54.7208281, 37.4099438 54.7208305, 37.4099491 54.7209265, 37.4100767 54.7209241))",,yes,,,"[5826332240, 5826332239, 5826332238, 5826332237, 5826332240]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616219117,"POLYGON ((37.4067588 54.7257022, 37.4067826 54.7257703, 37.4070226 54.7257425, 37.4069989 54.7256743, 37.4067588 54.7257022))",,yes,,,"[5826333134, 5826333131, 5826333132, 5826333133, 5826333134]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616219118,"POLYGON ((37.4066126 54.7253505, 37.4066319 54.7254176, 37.4068424 54.7253975, 37.4068232 54.7253304, 37.4066126 54.7253505))",,yes,,,"[5826333138, 5826333135, 5826333136, 5826333137, 5826333138]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616219119,"POLYGON ((37.4066287 54.7252011, 37.4066591 54.7253037, 37.406863 54.7252836, 37.4068326 54.7251809, 37.4066287 54.7252011))",,yes,,,"[5826333142, 5826333139, 5826333140, 5826333141, 5826333142]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616219120,"POLYGON ((37.4065362 54.7247619, 37.4067032 54.7247435, 37.4066669 54.7246343, 37.4065 54.7246527, 37.4065362 54.7247619))",,yes,,,"[5826333146, 5826333143, 5826333144, 5826333145, 5826333146]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616219121,"POLYGON ((37.4059729 54.7248038, 37.4060834 54.7247912, 37.4060499 54.7246928, 37.4059394 54.7247054, 37.4059729 54.7248038))",,yes,,,"[5826333150, 5826333147, 5826333148, 5826333149, 5826333150]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616219122,"POLYGON ((37.4061888 54.725459, 37.406288 54.7254477, 37.4062585 54.725361, 37.4061593 54.7253722, 37.4061888 54.725459))",,yes,,,"[5826333154, 5826333151, 5826333152, 5826333153, 5826333154]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616219123,"POLYGON ((37.4061164 54.7252204, 37.4062679 54.7252039, 37.4062398 54.7251179, 37.4060883 54.7251345, 37.4061164 54.7252204))",,yes,,,"[5826333158, 5826333155, 5826333156, 5826333157, 5826333158]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616219124,"POLYGON ((37.4062479 54.7256534, 37.4064061 54.7256301, 37.4063754 54.7255604, 37.4062172 54.7255837, 37.4062479 54.7256534))",,yes,,,"[5826333162, 5826333161, 5826333160, 5826333159, 5826333162]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616219125,"POLYGON ((37.4062867 54.7258648, 37.4064729 54.7258408, 37.4064259 54.7257192, 37.4062398 54.7257432, 37.4062867 54.7258648))",,yes,,,"[5826333166, 5826333163, 5826333164, 5826333165, 5826333166]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616219126,"POLYGON ((37.4063283 54.7260646, 37.4064817 54.726049, 37.4064482 54.725939, 37.4062948 54.7259546, 37.4063283 54.7260646))",,yes,,,"[5826333170, 5826333167, 5826333168, 5826333169, 5826333170]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616219127,"POLYGON ((37.4064034 54.7262667, 37.406566 54.7262497, 37.4065365 54.726156, 37.4063739 54.726173, 37.4064034 54.7262667))",,yes,,,"[5826333174, 5826333171, 5826333172, 5826333173, 5826333174]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616219128,"POLYGON ((37.4063216 54.7265115, 37.4064471 54.7265087, 37.4064404 54.7264065, 37.4063149 54.7264092, 37.4063216 54.7265115))",,yes,,,"[5826333178, 5826333175, 5826333176, 5826333177, 5826333178]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616219129,"POLYGON ((37.4063189 54.7266625, 37.4063196 54.7267082, 37.4062811 54.7267084, 37.4062819 54.7267636, 37.4063984 54.726763, 37.4063981 54.7267411, 37.4064717 54.7267407, 37.4064705 54.7266617, 37.4063189 54.7266625))",,yes,,,"[5826333186, 5826333180, 5826333179, 5826333183, 5826333181, 5826333182, 5826333184, 5826333185, 5826333186]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616219130,"POLYGON ((37.4066488 54.7267477, 37.4066448 54.7266462, 37.4065119 54.726648, 37.4065159 54.7267494, 37.4066488 54.7267477))",,yes,,,"[5826333190, 5826333189, 5826333188, 5826333187, 5826333190]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616219131,"POLYGON ((37.4064383 54.7269676, 37.4064356 54.72687, 37.4063042 54.7268713, 37.4063069 54.7269688, 37.4064383 54.7269676))",,yes,,,"[5826333194, 5826333193, 5826333192, 5826333191, 5826333194]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616219132,"POLYGON ((37.4062666 54.7272333, 37.4062694 54.7273247, 37.4065027 54.7273224, 37.4065 54.7272309, 37.4062666 54.7272333))",,yes,,,"[5826333198, 5826333195, 5826333196, 5826333197, 5826333198]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616219133,"POLYGON ((37.4093793 54.7274912, 37.4095322 54.7274222, 37.409452 54.7273629, 37.4092991 54.7274318, 37.4093793 54.7274912))",,yes,,,"[5826333202, 5826333201, 5826333200, 5826333199, 5826333202]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616219134,"POLYGON ((37.4091017 54.727176, 37.4091079 54.7272616, 37.4093963 54.7272547, 37.4093901 54.727169, 37.4091017 54.727176))",,yes,,,"[5826333206, 5826333203, 5826333204, 5826333205, 5826333206]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616219135,"POLYGON ((37.4087249 54.7272666, 37.4088764 54.7272666, 37.4088764 54.7271845, 37.4087249 54.7271845, 37.4087249 54.7272666))",,yes,,,"[5826333210, 5826333207, 5826333208, 5826333209, 5826333210]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616219136,"POLYGON ((37.4084929 54.7272511, 37.4086538 54.7272511, 37.4086538 54.7271698, 37.4084929 54.7271698, 37.4084929 54.7272511))",,yes,,,"[5826333214, 5826333211, 5826333212, 5826333213, 5826333214]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616219137,"POLYGON ((37.408171 54.7272069, 37.4081717 54.7272659, 37.4083702 54.7272651, 37.4083695 54.7272062, 37.408171 54.7272069))",,yes,,,"[5826333218, 5826333215, 5826333216, 5826333217, 5826333218]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616219138,"POLYGON ((37.407715 54.7272232, 37.4077155 54.7273151, 37.4078164 54.7273149, 37.4078163 54.7272885, 37.4079326 54.7272883, 37.4079322 54.7272084, 37.4078558 54.7272085, 37.4078558 54.7272229, 37.407715 54.7272232))",,yes,,,"[5826333226, 5826333223, 5826333221, 5826333222, 5826333224, 5826333225, 5826333219, 5826333220, 5826333226]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616219139,"POLYGON ((37.4073885 54.7273339, 37.4074837 54.7273336, 37.4074823 54.7272062, 37.4073871 54.7272065, 37.4073885 54.7273339))",,yes,,,"[5826333230, 5826333227, 5826333228, 5826333229, 5826333230]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616219140,"POLYGON ((37.4065751 54.7281332, 37.4065523 54.7281988, 37.40672 54.7282182, 37.4067427 54.7281525, 37.4065751 54.7281332))",,yes,,,"[5826333234, 5826333231, 5826333232, 5826333233, 5826333234]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616219141,"POLYGON ((37.4076265 54.7279434, 37.4076788 54.7278366, 37.4075412 54.7278141, 37.4074889 54.727921, 37.4076265 54.7279434))",,yes,,,"[5826333238, 5826333237, 5826333236, 5826333235, 5826333238]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616219142,"POLYGON ((37.4070606 54.7277281, 37.4070228 54.7277995, 37.407185 54.7278282, 37.4072228 54.7277568, 37.4070606 54.7277281))",,yes,,,"[5826333242, 5826333239, 5826333240, 5826333241, 5826333242]",,,,,,,,,,,,,,,,,,,,,,,,,,
