element_type,osmid,source,geometry,addr:housenumber,addr:street,fixme,wheelchair,addr:city,name,opening_hours,tourism,building,nodes,building:levels,building:material,addr:postcode,description,roof:shape,amenity,addr2:housenumber,addr2:street,phone,generator:method,addr:country,addr:district,addr:region,note,name:en,shop,name:ru,religion,website,administrative,office,layer,man_made,addr:place,roof:levels,power,bench,shelter,healthcare,addr:full,alt_name,brand,brand:en,brand:wikidata,brand:wikipedia,contact:email,contact:facebook,contact:instagram,contact:ok,contact:phone,contact:vk,contact:website,operator,ref,service,ways,type
way,95416919,BING,"POLYGON ((34.4593135 62.9185168, 34.4591404 62.9185382, 34.4591733 62.9185933, 34.4593464 62.9185719, 34.4593135 62.9185168))",24,Красногвардейская улица,,,,,,,yes,"[1106397630, 1106396431, 1106395909, 1106397680, 1106397630]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95417572,BING,"POLYGON ((34.4563099 62.9189593, 34.4565758 62.9189197, 34.4565157 62.918836, 34.4562498 62.9188757, 34.4563099 62.9189593))",22,улица Фрунзе,,,,,,,yes,"[1106408742, 1106408845, 1106408654, 1106408847, 1106408742]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95417573,BING,"POLYGON ((34.4496123 62.9193045, 34.4494778 62.9192811, 34.449461 62.9193011, 34.4495955 62.9193245, 34.4496123 62.9193045))",,,,,,,,,yes,"[1106408890, 1106408740, 1106408655, 1106408910, 1106408890]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95417574,BING,"POLYGON ((34.4565916 62.9187568, 34.4565315 62.9186617, 34.4564028 62.9186786, 34.4564629 62.9187737, 34.4565916 62.9187568))",,,,,,,,,yes,"[1106408800, 1106408572, 1106408520, 1106408802, 1106408800]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95417575,BING,"POLYGON ((34.449622 62.9200822, 34.4494674 62.9200981, 34.4494867 62.9201371, 34.4496413 62.9201213, 34.449622 62.9200822))",,,,,,,,,yes,"[1106408879, 1106408696, 1106408637, 1106408885, 1106408879]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95417576,BING,"POLYGON ((34.452451 62.9204272, 34.4525966 62.9204255, 34.452595 62.9203989, 34.4524494 62.9204006, 34.452451 62.9204272))",,,,,,,,,yes,"[1106408488, 1106408761, 1106408490, 1106408789, 1106408488]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95417577,BING,"POLYGON ((34.449317 62.9201343, 34.4492072 62.9201343, 34.4492143 62.9202519, 34.4493418 62.9202519, 34.449317 62.9201343))",,,,,,,,,yes,"[1106408834, 1106408706, 1106408563, 1106408794, 1106408834]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95417578,BING,"POLYGON ((34.456099 62.9192516, 34.4562018 62.9193975, 34.4562689 62.9193877, 34.456166 62.9192418, 34.456099 62.9192516))",,,,,,,,,yes,"[1106408831, 1106408633, 1106408561, 1106408841, 1106408831]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95417579,BING,"POLYGON ((34.4557402 62.9197614, 34.455851 62.9197524, 34.4558325 62.9197052, 34.4557217 62.9197142, 34.4557402 62.9197614))",,,,,,,,,yes,"[1106408701, 1106408652, 1106408889, 1106408559, 1106408701]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95417580,BING,"POLYGON ((34.4510112 62.9185541, 34.450952 62.9185467, 34.4509025 62.9186296, 34.4509618 62.9186369, 34.4510112 62.9185541))",,,,,,,,,yes,"[1106408849, 1106408514, 1106408851, 1106408604, 1106408849]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95417581,BING,"POLYGON ((34.4561817 62.918349, 34.4561571 62.9183028, 34.4559799 62.9183224, 34.4560045 62.9183686, 34.4561817 62.918349))",20,улица Фрунзе,,,Медвежьегорск,,,,yes,"[1106408743, 1106408608, 1106408475, 1106408660, 1106408743]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95417582,BING,"POLYGON ((34.448754 62.920502, 34.4488331 62.9205236, 34.4488661 62.9204986, 34.448787 62.920477, 34.448754 62.920502))",,,,,,,,,yes,"[1106408713, 1106408493, 1106408648, 1106408887, 1106408713]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95417583,BING,"POLYGON ((34.4559321 62.919937, 34.456031 62.9199217, 34.4560109 62.9198947, 34.4559119 62.91991, 34.4559321 62.919937))",,,,,,,,,yes,"[1106408796, 1106408566, 1106408718, 1106408495, 1106408796]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95417585,BING,"POLYGON ((34.4510736 62.91884, 34.4511338 62.9188991, 34.4512485 62.9188748, 34.4511884 62.9188158, 34.4510736 62.91884))",,,,,,,,,yes,"[1106408755, 1106408528, 1106408658, 1106408912, 1106408755]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95417586,BING,"POLYGON ((34.448884 62.9203654, 34.448881 62.9203167, 34.4486067 62.9203203, 34.4486097 62.9203689, 34.448884 62.9203654))",17,Северная улица,,,Медвежьегорск,,,,yes,"[1106408618, 1106408485, 1106408525, 1106408748, 1106408618]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95417587,BING,"POLYGON ((34.4544314 62.9175831, 34.4543149 62.9176016, 34.4543441 62.9176398, 34.4544606 62.9176214, 34.4544314 62.9175831))",,,,,,,,,yes,"[1106408827, 1106408630, 1106408760, 1106408531, 1106408827]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95417589,BING,"POLYGON ((34.4559803 62.9189256, 34.4558537 62.9189355, 34.4558728 62.9189861, 34.4559994 62.9189762, 34.4559803 62.9189256))",,,,,,,,,yes,"[1106408536, 1106408666, 1106408481, 1106408884, 1106408536]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95417590,BING,"POLYGON ((34.4500021 62.9191685, 34.4498356 62.9191521, 34.4497723 62.9192854, 34.4499388 62.9193018, 34.4500021 62.9191685))",6,Зелёный переулок,,,Медвежьегорск,,,,yes,"[1106408653, 1106408511, 1106408564, 1106408795, 1106408653]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95420832,BING,"POLYGON ((34.4598604 62.9228196, 34.4600508 62.9228264, 34.4600622 62.9227602, 34.4598718 62.9227535, 34.4598604 62.9228196))",3,улица Урицкого,,,Медвежьегорск,,,,yes,"[1106435693, 1106436042, 1106435523, 1106435416, 1106435693]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95420834,BING,"POLYGON ((34.4544204 62.9188314, 34.4544006 62.918783, 34.4543243 62.9187895, 34.4543441 62.9188379, 34.4544204 62.9188314))",,,,,,,,,yes,"[1106435438, 1106436099, 1106436439, 1106435958, 1106435438]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95420835,BING,"POLYGON ((34.4483031 62.9208229, 34.4481969 62.9208168, 34.4481784 62.9208844, 34.4482845 62.9208904, 34.4483031 62.9208229))",,,,,,,,,yes,"[1106435437, 1106436281, 1106436438, 1106435756, 1106435437]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95420836,BING,"POLYGON ((34.4476972 62.9197535, 34.4478703 62.9197506, 34.4478677 62.919717, 34.4476946 62.9197198, 34.4476972 62.9197535))",4,Северная улица,,,Медвежьегорск,,,,yes,"[1106436230, 1106436092, 1106435589, 1106435956, 1106436230]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95420838,BING,"POLYGON ((34.449968 62.9210762, 34.4499394 62.9209814, 34.4492915 62.9210219, 34.4493202 62.9211167, 34.449968 62.9210762))",19,Северная улица,,,Медвежьегорск,,,,yes,"[1106435975, 1106436453, 1106435770, 1106435451, 1106435975]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95420839,BING,"POLYGON ((34.45939 62.9205, 34.459288 62.9203931, 34.4591381 62.9204227, 34.4592401 62.9205296, 34.45939 62.9205))",5,Подгорная улица,,,Медвежьегорск,,,,yes,"[1106435431, 1106435730, 1106436421, 1106436259, 1106435431]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95420840,BING,"POLYGON ((34.4532576 62.923216, 34.453315 62.9229693, 34.4531487 62.9229613, 34.4530913 62.923208, 34.4532576 62.923216))",,,,,,,,,yes,"[1106435419, 1106435701, 1106436412, 1106436246, 1106435419]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95420841,BING,"POLYGON ((34.456779 62.9234941, 34.4568804 62.9234992, 34.4570234 62.9229065, 34.456922 62.9229015, 34.456779 62.9234941))",,,,,,,,,garages,"[1106436190, 1106436225, 1106435546, 1106435678, 1106436190]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95420842,BING,"POLYGON ((34.4556451 62.9222058, 34.4555546 62.9221969, 34.4555126 62.9222858, 34.4556031 62.9222947, 34.4556451 62.9222058))",22А,улица Урицкого,,,Медвежьегорск,,,,yes,"[1106435932, 1106436214, 1106435709, 1106436207, 1106435932]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95420843,BING,"POLYGON ((34.4580082 62.9222057, 34.4578952 62.9221993, 34.4578766 62.9222668, 34.4579896 62.9222732, 34.4580082 62.9222057))",,,,,,,,,yes,"[1106435600, 1106436105, 1106435445, 1106436299, 1106435600]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95420844,BING,"POLYGON ((34.4478876 62.921287, 34.4475567 62.9212594, 34.4475293 62.9213276, 34.4478602 62.9213552, 34.4478876 62.921287))",16,Северная улица,,,Медвежьегорск,,,,yes,"[1106435597, 1106435963, 1106435441, 1106436479, 1106435597]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95420845,BING,"POLYGON ((34.4557447 62.9229755, 34.4537353 62.9229296, 34.4537272 62.9230034, 34.4557366 62.9230493, 34.4557447 62.9229755))",,,,,,,,,yes,"[1106435962, 1106435440, 1106435793, 1106436478, 1106435962]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95420846,BING,"POLYGON ((34.4555333 62.9213294, 34.4554313 62.9212042, 34.4553077 62.921225, 34.4554098 62.9213503, 34.4555333 62.9213294))",18Б,Подгорная улица,,,Медвежьегорск,,,,yes,"[1106435587, 1106435954, 1106435436, 1106436466, 1106435587]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95420847,BING,"POLYGON ((34.4596008 62.9228286, 34.4596354 62.9227363, 34.4594916 62.9227252, 34.459457 62.9228175, 34.4596008 62.9228286))",5,улица Урицкого,,,Медвежьегорск,,,,yes,"[1106436399, 1106435920, 1106435759, 1106436440, 1106436399]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95420848,BING,"POLYGON ((34.4547328 62.9225142, 34.454958 62.9225205, 34.4549718 62.9224169, 34.4547466 62.9224107, 34.4547328 62.9225142))",17А,улица Урицкого,,,Медвежьегорск,,,,yes,"[1106435404, 1106436165, 1106436367, 1106435660, 1106435404]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95420849,BING,"POLYGON ((34.4636987 62.9228374, 34.4638884 62.9227685, 34.4635082 62.9225518, 34.4633185 62.9226208, 34.4636987 62.9228374))",1,улица Урицкого,,,Медвежьегорск,,,,yes,"[1106435943, 1106436142, 1106435462, 1106435432, 1106435943]",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95420850,BING,"POLYGON ((34.4616772 62.9226109, 34.4618657 62.9226193, 34.4618754 62.9225745, 34.4616869 62.922566, 34.4616772 62.9226109))",2А,улица Урицкого,,,,,,,yes,"[1106436464, 1106435979, 1106436270, 1106435784, 1106436464]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95420851,BING,"POLYGON ((34.4502128 62.9209355, 34.4503938 62.9209586, 34.450468 62.9208382, 34.450287 62.9208151, 34.4502128 62.9209355))",,,,,,,,,yes,"[1106436456, 1106436127, 1106436269, 1106435576, 1106436456]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95420852,BING,"POLYGON ((34.4544229 62.9217417, 34.4545434 62.9217402, 34.4545372 62.9216375, 34.4544167 62.921639, 34.4544229 62.9217417))",23А,Подгорная улица,,,Медвежьегорск,,,,yes,"[1106436452, 1106436115, 1106436252, 1106435566, 1106436452]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95420853,BING,"POLYGON ((34.4610435 62.9215866, 34.4611573 62.9215607, 34.4610893 62.9214988, 34.4609755 62.9215247, 34.4610435 62.9215866))",,,,,,,,,yes,"[1106435521, 1106436041, 1106435382, 1106436193, 1106435521]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95420854,BING,"POLYGON ((34.4477478 62.9195335, 34.4478823 62.919533, 34.4478807 62.9194315, 34.4477462 62.9194319, 34.4477478 62.9195335))",2,Северная улица,,,Медвежьегорск,,,,yes,"[1106435520, 1106436394, 1106435381, 1106435865, 1106435520]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95420855,BING,"POLYGON ((34.4478477 62.9204228, 34.4478543 62.9205004, 34.448077 62.9204964, 34.4480703 62.9204188, 34.4478477 62.9204228))",10,Северная улица,,,Медвежьегорск,,,,yes,"[1106436336, 1106436037, 1106435684, 1106436191, 1106436336]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95420856,BING,"POLYGON ((34.4574025 62.9209869, 34.457273 62.9209997, 34.4573194 62.9210968, 34.4574489 62.921084, 34.4574025 62.9209869))",13А,Подгорная улица,,,Медвежьегорск,,,,yes,"[1106435513, 1106436370, 1106435372, 1106435836, 1106435513]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95420857,BING,"POLYGON ((34.4541908 62.9224926, 34.4543987 62.9225017, 34.4544204 62.9223981, 34.4542125 62.9223891, 34.4541908 62.9224926))",19,улица Урицкого,,,Медвежьегорск,,,,yes,"[1106435504, 1106436021, 1106435367, 1106436178, 1106435504]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95420858,BING,"POLYGON ((34.4563054 62.9222316, 34.4562111 62.9222287, 34.4561987 62.922312, 34.4562931 62.9223149, 34.4563054 62.9222316))",22,улица Урицкого,,,Медвежьегорск,,,,yes,"[1106436057, 1106436085, 1106435430, 1106435540, 1106436057]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95420859,BING,"POLYGON ((34.4603129 62.9228725, 34.460425 62.9228795, 34.4604546 62.9227804, 34.4603426 62.9227735, 34.4603129 62.9228725))",1В,улица Урицкого,,,Медвежьегорск,,,,yes,"[1106436289, 1106436321, 1106435626, 1106435789, 1106436289]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95420860,BING,"POLYGON ((34.4605891 62.9225504, 34.4607839 62.9225659, 34.4608228 62.9224644, 34.4606281 62.9224489, 34.4605891 62.9225504))",8А,улица Урицкого,,,,,,,yes,"[1106435705, 1106436415, 1106435532, 1106436203, 1106435705]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95420861,BING,"POLYGON ((34.4484473 62.9214364, 34.4486797 62.9214409, 34.4486864 62.9213689, 34.448454 62.9213644, 34.4484473 62.9214364))",21,Северная улица,,,Медвежьегорск,,,,yes,"[1106435703, 1106436046, 1106435531, 1106436055, 1106435703]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95420862,BING,"POLYGON ((34.4538195 62.9234286, 34.4538114 62.9234792, 34.4557764 62.9235441, 34.4557844 62.9234941, 34.4558838 62.9234974, 34.4558962 62.9234198, 34.4538282 62.9233515, 34.4538159 62.9234285, 34.4538195 62.9234286))",,,,,,,,,yes,"[1106435569, 1106435721, 1106435892, 1106436083, 1106435396, 1106436044, 1106435391, 1106436054, 1106435569]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95420863,BING,"POLYGON ((34.4535913 62.9213823, 34.4534578 62.9213773, 34.4534424 62.9214631, 34.4535759 62.9214681, 34.4535913 62.9213823))",24,Подгорная улица,,,Медвежьегорск,,,,yes,"[1106435681, 1106436043, 1106435518, 1106436036, 1106435681]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95420864,BING,"POLYGON ((34.45517 62.9225719, 34.4553175 62.9225771, 34.4553412 62.9224394, 34.4551937 62.9224341, 34.45517 62.9225719))",17,улица Урицкого,,,Медвежьегорск,,,,yes,"[1106435995, 1106436038, 1106435380, 1106435481, 1106435995]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95420865,BING,"POLYGON ((34.4640507 62.9225645, 34.4646287 62.9227854, 34.4646959 62.922749, 34.4641179 62.9225281, 34.4640507 62.9225645))",,,,,,,,,yes,"[1106435985, 1106435833, 1106435370, 1106435617, 1106435985]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95420866,BING,"POLYGON ((34.4581072 62.9227206, 34.4581567 62.9226486, 34.4580073 62.9226273, 34.4579578 62.9226993, 34.4581072 62.9227206))",9,улица Урицкого,,,Медвежьегорск,,,,yes,"[1106436483, 1106436007, 1106435362, 1106436017, 1106436483]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95420867,BING,"POLYGON ((34.4613155 62.921861, 34.4615968 62.9218174, 34.4615583 62.9217659, 34.461277 62.9218095, 34.4613155 62.921861))",4А,улица Урицкого,,,Медвежьегорск,,,,yes,"[1106435414, 1106435688, 1106436396, 1106436232, 1106435414]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95420869,BING,"POLYGON ((34.4623308 62.9224421, 34.4621528 62.9225045, 34.4623599 62.9226269, 34.4625379 62.9225645, 34.4623308 62.9224421))",,,,,,,,,yes,"[1106435406, 1106435914, 1106436374, 1106436064, 1106435406]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95420870,BING,"POLYGON ((34.4557674 62.9208039, 34.4559133 62.9207794, 34.4558391 62.920688, 34.4556932 62.9207125, 34.4557674 62.9208039))",17,Подгорная улица,,,Медвежьегорск,,,,yes,"[1106436188, 1106436215, 1106435543, 1106435662, 1106436188]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95420871,BING,"POLYGON ((34.4570161 62.9216454, 34.4570569 62.9216673, 34.4571775 62.9216209, 34.4571367 62.9215989, 34.4570161 62.9216454))",,,,,,,,,yes,"[1106435395, 1106436209, 1106436365, 1106435653, 1106435395]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95420872,BING,"POLYGON ((34.4603599 62.9229919, 34.460538 62.9230087, 34.4605603 62.92296, 34.4603823 62.9229431, 34.4603599 62.9229919))",,,,,,,,,yes,"[1106436153, 1106436035, 1106435516, 1106435854, 1106436153]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95420873,BING,"POLYGON ((34.4612621 62.9226104, 34.4614167 62.9226217, 34.4614371 62.9225637, 34.4612825 62.9225524, 34.4612621 62.9226104))",6А,улица Урицкого,,,,,,,yes,"[1106436211, 1106435402, 1106436056, 1106435939, 1106436211]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95420874,BING,"POLYGON ((34.4493548 62.9215659, 34.4493449 62.9214792, 34.449172 62.9214833, 34.4491819 62.92157, 34.4493548 62.9215659))",,,,,,,,,yes,"[1106435894, 1106435400, 1106436419, 1106435938, 1106435894]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95420875,BING,"POLYGON ((34.453188 62.9217874, 34.4533178 62.9217874, 34.4533178 62.921686, 34.453188 62.921686, 34.453188 62.9217874))",25,Подгорная улица,,,Медвежьегорск,,,,yes,"[1106435879, 1106435922, 1106436403, 1106435390, 1106435879]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95420876,BING,"POLYGON ((34.4603079 62.9211363, 34.4601592 62.9211892, 34.4603694 62.9213117, 34.460518 62.9212588, 34.4603079 62.9211363))",2,улица Урицкого,,,Медвежьегорск,,,,yes,"[1106436468, 1106436152, 1106436288, 1106435593, 1106436468]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95420877,BING,"POLYGON ((34.4475241 62.9210072, 34.4475612 62.9209382, 34.4473638 62.9209162, 34.4473267 62.9209852, 34.4475241 62.9210072))",,,,,,,,,yes,"[1106436096, 1106435591, 1106435468, 1106436150, 1106436096]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95420878,BING,"POLYGON ((34.4477651 62.9199737, 34.4477771 62.9200484, 34.4480306 62.92004, 34.4480186 62.9199652, 34.4477651 62.9199737))",6,Северная улица,,,Медвежьегорск,,,,yes,"[1106436467, 1106435788, 1106436277, 1106435987, 1106436467]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95420879,BING,"POLYGON ((34.4539992 62.9205648, 34.454106 62.9205522, 34.4540911 62.920526, 34.4539843 62.9205386, 34.4539992 62.9205648))",,,,,,,,,yes,"[1106435935, 1106435675, 1106436377, 1106435515, 1106435935]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95420880,BING,"POLYGON ((34.4584473 62.920697, 34.4583514 62.9206084, 34.4582201 62.9206378, 34.458316 62.9207264, 34.4584473 62.920697))",9,Подгорная улица,,,Медвежьегорск,,,,yes,"[1106436087, 1106435574, 1106435454, 1106436125, 1106436087]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95420881,BING,"POLYGON ((34.4588475 62.9222698, 34.4587344 62.9222651, 34.458722 62.9223259, 34.4588351 62.9223306, 34.4588475 62.9222698))",,,,,,,,,yes,"[1106435821, 1106435500, 1106436350, 1106435647, 1106435821]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95420882,BING,"POLYGON ((34.4534416 62.9232232, 34.4536879 62.9232313, 34.4537353 62.9229296, 34.453489 62.9229216, 34.4534416 62.9232232))",,,,,,,,,yes,"[1106436075, 1106436102, 1106435440, 1106435557, 1106436075]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95420883,BING,"POLYGON ((34.457034 62.9234977, 34.4605075 62.9235047, 34.460508 62.9234537, 34.4570345 62.9234467, 34.457034 62.9234977))",,,,,,,,,garages,"[1106436066, 1106435952, 1106435435, 1106435740, 1106436066]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95420884,BING,"POLYGON ((34.463221 62.9225278, 34.4631821 62.9224985, 34.4630028 62.9225477, 34.4630417 62.922577, 34.463221 62.9225278))",,,,,,,,,yes,"[1106436435, 1106436090, 1106436218, 1106435544, 1106436435]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95420885,BING,"POLYGON ((34.4541673 62.9206566, 34.4542821 62.9206467, 34.4542652 62.9206062, 34.4541504 62.9206161, 34.4541673 62.9206566))",,,,,,,,,yes,"[1106436049, 1106435535, 1106435424, 1106436080, 1106436049]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95420886,BING,"POLYGON ((34.4584316 62.9224378, 34.4585942 62.9224411, 34.4586066 62.9223116, 34.458444 62.9223084, 34.4584316 62.9224378))",14,улица Урицкого,,,Медвежьегорск,,,,yes,"[1106435484, 1106435818, 1106436481, 1106435811, 1106435484]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95420887,BING,"POLYGON ((34.4475499 62.9216464, 34.4476251 62.9215213, 34.4474444 62.9214988, 34.4473692 62.921624, 34.4475499 62.9216464))",18,Северная улица,,,Медвежьегорск,,,,yes,"[1106436296, 1106435807, 1106436305, 1106435817, 1106436296]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95420888,BING,"POLYGON ((34.4556736 62.9230994, 34.4556396 62.9233526, 34.4557503 62.9233557, 34.4557843 62.9231024, 34.4556736 62.9230994))",,,,,,,,,yes,"[1106436292, 1106435609, 1106436303, 1106435450, 1106436292]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95420889,BING,"POLYGON ((34.4551315 62.9210973, 34.4553293 62.9210438, 34.4552822 62.9210077, 34.4550844 62.9210612, 34.4551315 62.9210973))",,,,,,,,,yes,"[1106436274, 1106435787, 1106436290, 1106435791, 1106436274]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95420890,BING,"POLYGON ((34.4592101 62.9228151, 34.4592323 62.9227116, 34.4590832 62.9227049, 34.459061 62.9228085, 34.4592101 62.9228151))",5А,улица Урицкого,,,Медвежьегорск,,,,yes,"[1106436233, 1106435563, 1106436250, 1106435422, 1106436233]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95420891,BING,"POLYGON ((34.4593558 62.9215669, 34.4597484 62.9214332, 34.4596143 62.9213516, 34.4592218 62.9214853, 34.4593558 62.9215669))",6,улица Урицкого,,,Медвежьегорск,,,,yes,"[1106435990, 1106435475, 1106435377, 1106436034, 1106435990]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
