element_type,osmid,source,geometry,addr:housenumber,addr:street,fixme,wheelchair,addr:city,name,opening_hours,tourism,building,nodes,building:levels,building:material,addr:postcode,description,roof:shape,amenity,addr2:housenumber,addr2:street,phone,generator:method,addr:country,addr:district,addr:region,note,name:en,shop,name:ru,religion,website,administrative,office,layer,man_made,addr:place,roof:levels,power,bench,shelter,healthcare,addr:full,alt_name,brand,brand:en,brand:wikidata,brand:wikipedia,contact:email,contact:facebook,contact:instagram,contact:ok,contact:phone,contact:vk,contact:website,operator,ref,service,ways,type
way,95293151,BING,"POLYGON ((34.4035982 62.9248833, 34.4038034 62.9249133, 34.4038754 62.9248114, 34.4036702 62.9247814, 34.4035982 62.9248833))",,,,,,,,,yes,"[1105424794, 1105424478, 1105424729, 1105424575, 1105424794]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95293154,BING,"POLYGON ((34.4043449 62.9269711, 34.4043798 62.9269365, 34.4041203 62.9268824, 34.4040854 62.9269171, 34.4043449 62.9269711))",,,,,,,,,yes,"[1105424486, 1105424768, 1105424508, 1105424745, 1105424486]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95293155,BING,"POLYGON ((34.3977194 62.9258895, 34.3977888 62.925954, 34.3984394 62.9258091, 34.39837 62.9257446, 34.3977194 62.9258895))",,,,,,,,,ruins,"[1105424542, 1105424724, 1105424599, 1105424789, 1105424542]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95293157,BING,"POLYGON ((34.4062094 62.925534, 34.4061826 62.9254323, 34.405441 62.9254727, 34.4054677 62.9255744, 34.4062094 62.925534))",,,,,,,,,ruins,"[1105424510, 1105424715, 1105424459, 1105424772, 1105424510]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95293158,BING,"POLYGON ((34.4058572 62.9274086, 34.405947 62.9270257, 34.4056305 62.9270104, 34.4055407 62.9273932, 34.4058572 62.9274086))",,,,,,,,,yes,"[1105424708, 1105424374, 1105424631, 1105424753, 1105424708]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95293159,BING,"POLYGON ((34.4012138 62.9254908, 34.4011222 62.9253834, 34.4008925 62.925424, 34.4009841 62.9255314, 34.4012138 62.9254908))",3,,,,,,,,yes,"[1105424357, 1105424617, 1105424406, 1105424661, 1105424357]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95293162,BING,"POLYGON ((34.4046873 62.9259024, 34.4045318 62.9259046, 34.4045406 62.9260307, 34.4046961 62.9260285, 34.4046873 62.9259024))",,,,,,,,,yes,"[1105424642, 1105424793, 1105424678, 1105424415, 1105424642]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95293163,BING,"POLYGON ((34.4172144 62.9229333, 34.4168789 62.9232067, 34.4173366 62.9233231, 34.4176721 62.9230497, 34.4172144 62.9229333))",,,,,,,,,yes,"[1105424529, 1105424770, 1105424572, 1105424713, 1105424529]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95293164,BING,"POLYGON ((34.4013925 62.9251588, 34.4013284 62.9249628, 34.4011702 62.9249735, 34.4012344 62.9251695, 34.4013925 62.9251588))",,,,,,,,,yes,"[1105424578, 1105424717, 1105424513, 1105424647, 1105424578]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95293165,BING,"POLYGON ((34.4107824 62.92192, 34.4108001 62.921965, 34.4111483 62.9219367, 34.4111306 62.9218916, 34.4107824 62.92192))",,,,,,,,,yes,"[1105424424, 1105424609, 1105424796, 1105424685, 1105424424]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95293168,BING,"POLYGON ((34.4195044 62.9236479, 34.4194405 62.9237555, 34.4196151 62.923777, 34.419679 62.9236694, 34.4195044 62.9236479))",41А,Верхняя улица,,,Медвежьегорск,,,,yes,"[1105424640, 1105424456, 1105424543, 1105424379, 1105424640]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95293169,BING,"POLYGON ((34.4023245 62.9266547, 34.402527 62.9266947, 34.4028363 62.9263705, 34.4026338 62.9263305, 34.4023245 62.9266547))",,,,,,,,,ruins,"[1105424514, 1105424683, 1105424531, 1105424747, 1105424514]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95293171,BING,"POLYGON ((34.4094824 62.9230271, 34.4091043 62.9229727, 34.4090543 62.9230446, 34.4094324 62.923099, 34.4094824 62.9230271))",,,,,,,,,yes,"[1105424650, 1105424758, 1105424545, 1105424690, 1105424650]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95293173,BING,"POLYGON ((34.4201161 62.9243689, 34.420196 62.9242278, 34.4200298 62.9242083, 34.4199499 62.9243494, 34.4201161 62.9243689))",49,Верхняя улица,,,Медвежьегорск,,,,yes,"[1105424412, 1105424517, 1105424792, 1105424473, 1105424412]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95293174,BING,"POLYGON ((34.4018836 62.9261548, 34.4017566 62.926143, 34.4016764 62.9263224, 34.4018035 62.9263341, 34.4018836 62.9261548))",,,,,,,,,ruins,"[1105424606, 1105424795, 1105424526, 1105424421, 1105424606]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95293175,BING,"POLYGON ((34.4104038 62.9211575, 34.4106565 62.9211396, 34.4106125 62.9210111, 34.4103598 62.921029, 34.4104038 62.9211575))",,,,,,,,,yes,"[1105424564, 1105424731, 1105424501, 1105424695, 1105424564]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95293177,BING,"POLYGON ((34.4065464 62.9267456, 34.4064513 62.9267413, 34.4064421 62.926783, 34.4065372 62.9267873, 34.4065464 62.9267456))",,,,,,,,,yes,"[1105424676, 1105424372, 1105424707, 1105424453, 1105424676]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95293180,BING,"POLYGON ((34.4011292 62.9261372, 34.4009735 62.9261685, 34.4010154 62.9262117, 34.4011711 62.9261804, 34.4011292 62.9261372))",,,,,,,,,yes,"[1105424382, 1105424500, 1105424756, 1105424447, 1105424382]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95293181,BING,"POLYGON ((34.4104752 62.921447, 34.4105576 62.9216347, 34.4106884 62.9216228, 34.4106059 62.9214351, 34.4104752 62.921447))",,,,,,,,,yes,"[1105424673, 1105424483, 1105424586, 1105424409, 1105424673]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95293183,BING,"POLYGON ((34.4067846 62.9276656, 34.4067908 62.9275965, 34.4061585 62.9275848, 34.4061524 62.9276539, 34.4067846 62.9276656))",,,,,,,,,yes,"[1105424751, 1105424498, 1105424688, 1105424541, 1105424751]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95293184,BING,"POLYGON ((34.3988653 62.9259992, 34.399383 62.9258636, 34.3992777 62.9257803, 34.3987599 62.9259158, 34.3988653 62.9259992))",,,,,,,,,yes,"[1105424659, 1105424470, 1105424570, 1105424397, 1105424659]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95293186,BING,"POLYGON ((34.4181537 62.9224679, 34.4186298 62.9224272, 34.4185955 62.9223443, 34.4181195 62.922385, 34.4181537 62.9224679))",,,,,,,,,yes,"[1105424435, 1105424689, 1105424814, 1105424615, 1105424435]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95293187,BING,"POLYGON ((34.4010006 62.9256707, 34.4013007 62.9258792, 34.4014295 62.9258408, 34.4011294 62.9256323, 34.4010006 62.9256707))",,,,,,,,,yes,"[1105424762, 1105424449, 1105424692, 1105424481, 1105424762]",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95295618,BING,"POLYGON ((34.4154685 62.9202514, 34.4157671 62.9203157, 34.4158339 62.9202512, 34.4155354 62.920187, 34.4154685 62.9202514))",38,Верхняя улица,,,Медвежьегорск,,,,yes,"[1105441172, 1105441014, 1105441113, 1105440959, 1105441172]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95295619,,"POLYGON ((34.4241231 62.9210222, 34.4243372 62.9210178, 34.4243289 62.9209337, 34.4241148 62.920938, 34.4241231 62.9210222))",,,,,,,,,yes,"[1105441065, 1105440872, 1105441105, 1105440816, 1105441065]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95295621,BING,"POLYGON ((34.4195136 62.9208123, 34.4195593 62.9207344, 34.4191074 62.9206795, 34.4190617 62.9207574, 34.4195136 62.9208123))",,,,,,,,,yes,"[1105440950, 1105440995, 1105440881, 1105441054, 1105440950]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95295623,,"POLYGON ((34.4281184 62.9214311, 34.4280693 62.9213842, 34.4278116 62.92144, 34.4278607 62.921487, 34.4281184 62.9214311))",1,Западная улица,,,Медвежьегорск,,,,yes,"[1105440814, 1105440987, 1105441134, 1105441050, 1105440814]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95295624,BING,"POLYGON ((34.4262213 62.9225775, 34.4268404 62.9225684, 34.4268303 62.9224268, 34.4267185 62.9224284, 34.4267046 62.9221923, 34.4263069 62.9222075, 34.4263008 62.9224346, 34.4262113 62.9224359, 34.4262213 62.9225775))",,,,,,,,,yes,"[1105440859, 1105440981, 1105440806, 6661770303, 6661770305, 6661770304, 6661770302, 1105440915, 1105440859]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95295625,BING,"POLYGON ((34.4162026 62.9203929, 34.4165114 62.9204525, 34.4165726 62.9203867, 34.4162639 62.9203271, 34.4162026 62.9203929))",36,Верхняя улица,,,Медвежьегорск,,,,yes,"[1105440886, 1105441069, 1105440922, 1105441033, 1105440886]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95295626,,"POLYGON ((34.4245193 62.9212738, 34.4248771 62.9212592, 34.4248533 62.9211378, 34.4244955 62.9211524, 34.4245193 62.9212738))",30,Верхняя улица,,,Медвежьегорск,,,,yes,"[1105441155, 1105440990, 1105441070, 1105440928, 1105441155]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95295627,,"POLYGON ((34.4279384 62.922805, 34.4281388 62.922751, 34.4280819 62.9227072, 34.4278815 62.9227612, 34.4279384 62.922805))",,,,,,,,,yes,"[1105440809, 1105441010, 1105440828, 1105440945, 1105440809]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95295628,BING,"POLYGON ((34.4178575 62.9210601, 34.4176193 62.921023, 34.4175375 62.9211319, 34.4177757 62.921169, 34.4178575 62.9210601))",,,,,,,,,yes,"[1105440794, 1105440963, 1105441115, 1105441015, 1105440794]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95295631,,"POLYGON ((34.4252381 62.9212461, 34.4257877 62.9212112, 34.4257478 62.9210811, 34.4251983 62.9211161, 34.4252381 62.9212461))",28,Верхняя улица,,,Медвежьегорск,,,,yes,"[1105440961, 1105441060, 1105440888, 1105441004, 1105440961]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95295632,,"POLYGON ((34.4286807 62.9226951, 34.428785 62.922657, 34.428745 62.9226343, 34.4286407 62.9226725, 34.4286807 62.9226951))",,,,,,,,,yes,"[1105440878, 1105441109, 1105440819, 1105441052, 1105440878]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95295635,,"POLYGON ((34.4289015 62.922602, 34.4289774 62.9225753, 34.4289283 62.9225464, 34.4288524 62.9225732, 34.4289015 62.922602))",,,,,,,,,yes,"[1105441066, 1105441117, 1105441017, 1105440798, 1105441066]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95295636,,"POLYGON ((34.427599 62.9221031, 34.4275867 62.9220166, 34.4274738 62.9220199, 34.4274861 62.9221065, 34.427599 62.9221031))",7,Западная улица,,,Медвежьегорск,,,,yes,"[1105441170, 1105441012, 1105441111, 1105440957, 1105441170]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95295637,,"POLYGON ((34.4285048 62.9223787, 34.4285355 62.922508, 34.4287359 62.9224982, 34.4287053 62.9223688, 34.4285048 62.9223787))",13,Западная улица,,,Медвежьегорск,,,,yes,"[1105441018, 1105441119, 1105440964, 1105441158, 1105441018]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95295639,,"POLYGON ((34.4282922 62.922024, 34.4285007 62.9220184, 34.4284911 62.9219437, 34.4282825 62.9219493, 34.4282922 62.922024))",17,Западная улица,,,Медвежьегорск,,,,yes,"[1105441056, 1105441163, 1105440997, 1105441102, 1105441056]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95295640,,"POLYGON ((34.427949 62.922625, 34.4279203 62.9224845, 34.4277251 62.9224927, 34.4277537 62.9226333, 34.427949 62.922625))",11,Западная улица,,,Медвежьегорск,,,,yes,"[1105441096, 1105440934, 1105441043, 1105440861, 1105441096]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95295641,,"POLYGON ((34.4275336 62.9215428, 34.4274676 62.9214848, 34.4272386 62.9215388, 34.4273045 62.9215968, 34.4275336 62.9215428))",3,Западная улица,,,Медвежьегорск,,,,yes,"[1105440925, 1105441058, 1105440857, 1105441038, 1105440925]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95295642,,"POLYGON ((34.4283372 62.9221515, 34.4283663 62.9222254, 34.428583 62.9222078, 34.4285539 62.9221339, 34.4283372 62.9221515))",15,Западная улица,,,Медвежьегорск,,,,yes,"[1105441047, 1105440894, 1105441062, 1105440867, 1105441047]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95295643,BING,"POLYGON ((34.4182336 62.9202845, 34.4186957 62.9203971, 34.4187652 62.920338, 34.4183031 62.9202254, 34.4182336 62.9202845))",,,,,,,,,yes,"[1105440974, 1105440801, 1105440913, 1105441124, 1105440974]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95295645,,"POLYGON ((34.4283842 62.9216443, 34.4282331 62.9216567, 34.4282965 62.9218168, 34.4284476 62.9218044, 34.4283842 62.9216443))",19,Западная улица,,,Медвежьегорск,,,,yes,"[1105441000, 1105441165, 1105440938, 1105440822, 1105441000]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95295647,,"POLYGON ((34.4278473 62.9222917, 34.4276892 62.9223104, 34.4277525 62.9224212, 34.4279106 62.9224025, 34.4278473 62.9222917))",9,Западная улица,,,Медвежьегорск,,,,yes,"[1105440845, 1105440884, 1105441168, 1105440953, 1105440845]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95295648,BING,"POLYGON ((34.4180536 62.9204576, 34.4179102 62.920593, 34.4183682 62.9206936, 34.4185117 62.9205582, 34.4180536 62.9204576))",32А,Верхняя улица,,,Медвежьегорск,,,,yes,"[1105441160, 1105440811, 1105441100, 1105440864, 1105441160]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95295649,,"POLYGON ((34.4260592 62.9210818, 34.4263915 62.9210658, 34.4263596 62.9209285, 34.4260274 62.9209445, 34.4260592 62.9210818))",26,Верхняя улица,,,Медвежьегорск,,,,yes,"[1105440941, 1105441166, 1105440977, 1105440803, 1105440941]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95295650,,"POLYGON ((34.4273516 62.9216415, 34.4274031 62.9216888, 34.4276424 62.9216348, 34.4275908 62.9215875, 34.4273516 62.9216415))",,,,,,,,,yes,"[1105441104, 1105440848, 1105441121, 1105440910, 1105441104]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95295651,BING,"POLYGON ((34.419438 62.9209547, 34.418894 62.9208495, 34.4188213 62.9209274, 34.4193652 62.9210326, 34.419438 62.9209547))",32,Верхняя улица,,,Медвежьегорск,,,,yes,"[1105441131, 1105440984, 1105441167, 1105441011, 1105441131]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95295653,,"POLYGON ((34.4258644 62.9208709, 34.4258063 62.9208009, 34.4252983 62.9208881, 34.4253564 62.9209582, 34.4258644 62.9208709))",,,,,,,,,yes,"[1105441126, 1105441174, 1105441064, 1105440852, 1105441126]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95295654,,"POLYGON ((34.4292947 62.9223175, 34.4292682 62.9222114, 34.4291681 62.9222166, 34.4291947 62.9223227, 34.4292947 62.9223175))",4,Западная улица,,,Медвежьегорск,,,,yes,"[1105441061, 1105440892, 1105441093, 1105440931, 1105441061]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95297210,BING,"POLYGON ((34.4268204 62.9220634, 34.426688 62.922065, 34.4266918 62.9221292, 34.4269425 62.9221262, 34.4269499 62.9222519, 34.4270607 62.9222505, 34.427049 62.9220511, 34.4269926 62.9220518, 34.4269839 62.9219021, 34.4268111 62.9219042, 34.4268204 62.9220634))",,,,,,,,,yes,"[1105453019, 1105452999, 1105452980, 1105453051, 1105453123, 1105452945, 1105453183, 1105453083, 1105453097, 1105452932, 1105453019]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95297212,BING,"POLYGON ((34.4253439 62.9217499, 34.4252284 62.9217492, 34.4252252 62.9218598, 34.4253407 62.9218605, 34.4253439 62.9217499))",,,,,,,,,yes,"[1105453034, 1105452868, 1105453149, 1105452923, 1105453034]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95297213,BING,"POLYGON ((34.4288902 62.9238446, 34.4289847 62.9237399, 34.4288261 62.9237102, 34.4287315 62.9238149, 34.4288902 62.9238446))",10,Западная улица,,,Медвежьегорск,,,,yes,"[1105453228, 1105453062, 1105453177, 1105452993, 1105453228]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95297215,BING,"POLYGON ((34.4264014 62.9238165, 34.4260756 62.923786, 34.4260482 62.9238466, 34.4263741 62.9238771, 34.4264014 62.9238165))",,,,,,,,,yes,"[1105452928, 1105453155, 1105452874, 1105453090, 1105452928]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95297216,BING,"POLYGON ((34.4254226 62.9225775, 34.4254525 62.9221071, 34.4252278 62.9221041, 34.4251978 62.9225745, 34.4254226 62.9225775))",31,Верхняя улица,,,Медвежьегорск,,,,yes,"[1105452934, 1105453173, 1105452879, 1105453099, 1105452934]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95297218,BING,"POLYGON ((34.4283611 62.9231942, 34.4280927 62.9231081, 34.4280154 62.923158, 34.4282838 62.9232441, 34.4283611 62.9231942))",6,Западная улица,,,Медвежьегорск,,,,yes,"[1105453188, 1105453014, 1105453127, 1105452961, 1105453188]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95297219,BING,"POLYGON ((34.4260788 62.9217325, 34.4260724 62.9216569, 34.4259349 62.9216593, 34.4259413 62.9217349, 34.4260788 62.9217325))",,,,,,,,,yes,"[1105453199, 1105453023, 1105453134, 1105452964, 1105453199]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95297222,BING,"POLYGON ((34.4286601 62.9238923, 34.4285239 62.9238621, 34.4284293 62.9239505, 34.4285656 62.9239807, 34.4286601 62.9238923))",,,,,,,,,yes,"[1105453027, 1105453069, 1105452966, 1105453137, 1105453027]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95297223,BING,"POLYGON ((34.4286141 62.9233955, 34.428724 62.9233199, 34.4285509 62.9232677, 34.428441 62.9233434, 34.4286141 62.9233955))",8,Западная улица,,,Медвежьегорск,,,,yes,"[1105452895, 1105452995, 1105453230, 1105453029, 1105452895]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95297224,BING,"POLYGON ((34.4263184 62.9220655, 34.4261795 62.9220688, 34.4261923 62.9221822, 34.4263312 62.922179, 34.4263184 62.9220655))",,,,,,,,,yes,"[1105453063, 1105453119, 1105452996, 1105453178, 1105453063]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95297225,BING,"POLYGON ((34.4297293 62.9238656, 34.4298008 62.9238107, 34.4297448 62.9237955, 34.4296732 62.9238504, 34.4297293 62.9238656))",,,,,,,,,yes,"[1105452864, 1105453085, 1105453196, 1105453021, 1105452864]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95297228,BING,"POLYGON ((34.4280774 62.923456, 34.4279449 62.9234315, 34.4278682 62.9235176, 34.4280007 62.9235421, 34.4280774 62.923456))",,,,,,,,,yes,"[1105452969, 1105453140, 1105452914, 1105453200, 1105452969]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95297229,BING,"POLYGON ((34.4252162 62.9261783, 34.4248698 62.9261911, 34.4249657 62.9267291, 34.4253121 62.9267164, 34.4252162 62.9261783))",,,,,,,,,yes,"[1105452877, 1105452998, 1105453202, 1105452974, 1105452877]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95297230,BING,"POLYGON ((34.42967 62.9238926, 34.429605 62.9238721, 34.4295314 62.9239205, 34.4295964 62.923941, 34.42967 62.9238926))",,,,,,,,,yes,"[1105453048, 1105453094, 1105452988, 1105453164, 1105453048]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95297232,BING,"POLYGON ((34.4247024 62.9264892, 34.4246745 62.9261983, 34.4244386 62.926203, 34.4244665 62.9264938, 34.4247024 62.9264892))",,,,,,,,,yes,"[1105452940, 1105453180, 1105452883, 1105453121, 1105452940]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95297235,BING,"POLYGON ((34.431827 62.92436, 34.4317202 62.9244187, 34.4320448 62.9245409, 34.4321516 62.9244821, 34.431827 62.92436))",18,Западная улица,,,Медвежьегорск,,,,yes,"[1105452990, 1105453132, 1105452935, 1105453101, 1105452990]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95297236,BING,"POLYGON ((34.4270984 62.922908, 34.4269527 62.9229127, 34.4269602 62.922961, 34.4271059 62.9229564, 34.4270984 62.922908))",,,,,,,,,yes,"[1105453107, 1105453224, 1105453043, 1105453157, 1105453107]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95297237,BING,"POLYGON ((34.4297395 62.9236375, 34.4296876 62.923676, 34.4298205 62.9237132, 34.4298724 62.9236748, 34.4297395 62.9236375))",,,,,,,,,yes,"[1105453033, 1105452898, 1105453064, 1105452878, 1105453033]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95297240,BING,"POLYGON ((34.4254525 62.9249014, 34.4248615 62.9249334, 34.424898 62.9250732, 34.4254891 62.9250412, 34.4254525 62.9249014))",,,,,,,,,yes,"[1105452888, 1105453126, 1105452919, 1105453145, 1105452888]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95297242,BING,"POLYGON ((34.4256634 62.9241539, 34.4257603 62.9242824, 34.426821 62.9241166, 34.4267241 62.9239881, 34.4256634 62.9241539))",,,,,,,,,yes,"[1105453030, 1105453176, 1105453056, 1105453227, 1105453030]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95297243,BING,"POLYGON ((34.4322206 62.9246124, 34.432328 62.9246287, 34.4323576 62.9245882, 34.4322503 62.9245719, 34.4322206 62.9246124))",,,,,,,,,yes,"[1105453067, 1105452900, 1105453002, 1105452844, 1105453067]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95297244,BING,"POLYGON ((34.4301497 62.9240626, 34.4301073 62.9240477, 34.4300435 62.9240854, 34.4300858 62.9241002, 34.4301497 62.9240626))",,,,,,,,,yes,"[1105453233, 1105452885, 1105453181, 1105452943, 1105453233]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95297245,BING,"POLYGON ((34.4247177 62.9253464, 34.425673 62.9252809, 34.4256249 62.9251355, 34.4246696 62.925201, 34.4247177 62.9253464))",,,,,,,,,yes,"[1105453080, 1105453193, 1105453017, 1105453129, 1105453080]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95297248,BING,"POLYGON ((34.4301733 62.923769, 34.4300459 62.9237257, 34.4299335 62.9237944, 34.4300608 62.9238376, 34.4301733 62.923769))",12,Западная улица,,,Медвежьегорск,,,,yes,"[1105453011, 1105452880, 1105453037, 1105452859, 1105453011]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95297249,BING,"POLYGON ((34.425443 62.9244055, 34.4250148 62.9244608, 34.4250464 62.9245115, 34.4254745 62.9244562, 34.425443 62.9244055))",,,,,,,,,yes,"[1105453104, 1105452937, 1105453040, 1105452882, 1105453104]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95297250,BING,"POLYGON ((34.4293694 62.9239354, 34.42958 62.9239987, 34.4296128 62.9239761, 34.4294022 62.9239128, 34.4293694 62.9239354))",,,,,,,,,yes,"[1105453184, 1105452976, 1105453204, 1105452921, 1105453184]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95297251,BING,"POLYGON ((34.4262768 62.9227593, 34.4262974 62.9229159, 34.4268853 62.9228999, 34.4268647 62.9227433, 34.4262768 62.9227593))",,,,,,,,,yes,"[1105453142, 1105452916, 1105453077, 1105452972, 1105453142]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
