key;count_all;values_all;characters;grade
cbo:program_disaster_reduction;9;2;colon;u
street_cabinet:type;9;4;colon;u
closed:brand;9;9;colon;u
lodging;9;5;plain;u
front_cooking;9;2;plain;u
energy_saving_stove;9;1;plain;u
ter;9;5;plain;u
security_layer;9;4;plain;u
removed:ref:addr;9;8;colon;u
payment:creditel;9;1;colon;u
abandoned:piste:trailblazed;9;1;colon;u
ward_name;9;9;plain;u
operator:1937;9;1;letters;u
alt_name:bar;9;8;colon;u
was:fhrs:local_authority_id;9;9;colon;u
ZVI_number_of_tips_visible;9;8;letters;u
health_specialty:otolaryngology;9;1;colon;u
venue;9;6;plain;u
direction_southeast:5;9;9;letters;u
direction_southeast:6;9;9;letters;u
watch:repair;9;1;colon;u
Rio;9;4;letters;u
usa;9;3;plain;u
cre;9;1;plain;u
payment:paylah;9;1;colon;u
note_1:accuracy;9;1;letters;u
cbo:leadership_treasurer;9;1;colon;u
construction:demolished:building;9;6;colon;u
roomnumber;9;9;plain;u
source:geometry:verification;9;2;colon;u
Nearest_WEC_item;9;8;letters;u
localcasei;9;3;plain;u
bridge:structure:beam;9;5;colon;u
source:output;9;9;colon;u
source_ref:3D;9;9;letters;u
people;9;6;plain;u
motor_vehicle:fuel:lpg;9;3;colon;u
tiger:name_;9;5;rest;b
proposed:sorting_name;9;3;colon;u
fixme:boundary;9;5;colon;u
weighbridge:solas;9;1;colon;u
baseball:outfield;9;5;colon;u
text:utm;9;9;colon;u
source:wires;9;2;colon;u
disabled:leisure;9;7;colon;u
official_network;9;1;plain;u
lawyer:speciality:real_estate;9;1;colon;u
source:ref:FR:TissГ©o;9;1;letters;u
sewing;9;4;plain;u
traffic_sign:cycleway;9;5;colon;u
derail;9;3;plain;u
grupo;9;2;plain;u
old_name:1952вЂ“1961;9;1;rest;b
DIR;9;3;letters;u
entrance:access_button;9;2;colon;u
GFA;9;9;letters;u
start_date:cycleway:left;9;3;colon;u
AIN;9;5;letters;u
distance:owl;9;8;colon;u
fuel_pump:twosided;9;2;colon;u
Forestry;9;2;letters;u
office_2;9;8;letters;u
educational_institution;9;4;plain;u
wheelchair:both;9;1;colon;u
gorge;9;1;plain;u
request_stop:light;9;1;colon;u
oneway:both_ways:conditional;9;1;colon;u
national_forest;9;1;plain;u
STAG_ADMIN:toll;9;1;letters;u
video:rental;9;2;colon;u
dpwh:bridge_id;9;9;colon;u
oaci;9;9;plain;u
marketplace:status;9;2;colon;u
closed:craft;9;7;colon;u
access:note:sk;9;4;colon;u
playground:spinner;9;2;colon;u
HorГЎrio de funcionamento;9;3;space;b
student:count:secondary;9;9;colon;u
ref_name:de;9;5;colon;u
ref_name:it;9;5;colon;u
was:hgv;9;3;colon;u
was:oneway:end_date;9;3;colon;u
scolar_zone;9;2;plain;u
scouts:website;9;8;colon;u
bridge_name;9;9;plain;u
name:-2021-05-28;9;1;rest;g
currency:BUSD;9;1;letters;u
suburb_left;9;2;plain;u
no_street_sign;9;1;plain;u
addr:housenumber:-2019;9;9;rest;b
aerialway:cabines;9;9;colon;u
language:bs;9;2;colon;u
language:pa;9;1;colon;u
language:hi;9;1;colon;u
traffic:hourly:11:We:fall:backward;9;9;letters;u
cbo:leadership_committee;9;1;colon;u
truk;9;1;plain;u
source:destination:lang:br;9;2;colon;u
proposed:path;9;1;colon;u
airport_ident;9;4;plain;u
eh:inscription_date;9;8;colon;u
payment:uniqlo_pay;9;1;colon;u
note:house;9;1;colon;u
hazard:motorcycle;9;1;colon;u
general_plan_administration;9;2;plain;u
recycling:code:1;9;1;letters;u
recycling:code:2;9;1;letters;u
pati;9;1;plain;u
governance:fund_money_allocated;9;9;colon;u
disused:restriction;9;4;colon;u
ref:FR:NIC;9;8;letters;u
shop:closed;9;8;colon;u
note:is;9;6;colon;u
payment:bhim;9;1;colon;u
nct_ref;9;1;plain;u
demolished:ruins;9;1;colon;u
spine_race:cp_type;9;4;colon;u
maxspeed_alt_1;9;1;letters;u
silt;9;1;plain;u
case_of_defence:aeroway;9;3;colon;u
cycleway:paving_stones:length;9;3;colon;u
old_name:1921-1950;9;1;rest;g
dismantled:barrier;9;5;colon;u
tributary;9;4;plain;u
STATUT;9;2;letters;u
shoulder:start_date;9;2;colon;u
voting_place;9;1;plain;u
calibration:epoch;9;2;colon;u
old_sport;9;8;plain;u
STAG_BUILT:shoulder;9;1;letters;u
mileage:state;9;5;colon;u
charge:txtag:conditional;9;4;colon;u
proposed:opening_date;9;4;colon;u
disused:railway:turnout_side;9;2;colon;u
shop:-2023;9;8;rest;b
shop:-2018;9;6;rest;b
traffic:hourly:13:Su:summer:backward;9;7;letters;u
STAG_ADMIN:name;9;1;letters;u
paved:date:cycleway;9;5;colon;u
ref:FR:VilledeParis:idbase;9;9;letters;u
auditorium;9;6;plain;u
route_ref_3;9;9;letters;u
railway:signal:speed_limit_distant:light_rail;9;1;colon;u
contact:phone:tollfree;9;9;colon;u
aire;9;4;plain;u
name:right:etymology:wikidata;9;5;colon;u
abandoned:phases;9;1;colon;u
food:pizza;9;3;colon;u
traffic:hourly:10:Fr:winter:backward;9;3;letters;u
razed:end_date;9;6;colon;u
direction_north:5;9;9;letters;u
deaf;9;1;plain;u
paifang:posts;9;2;colon;u
AREASQM;9;9;letters;u
inscription:7;9;9;letters;u
service:bicycle:bike_fit;9;1;colon;u
ref:aritachou;9;9;colon;u
addr:street:1;9;5;letters;u
fuel:octane_101;9;1;letters;u
hedge:type;9;5;colon;u
bentaylor:note;9;1;colon;u
areaid;9;3;plain;u
left:chiefdom;9;6;colon;u
signals:status;9;2;colon;u
blinds:blindenfuehrhund;9;1;colon;u
cbo:election;9;1;colon;u
ivyclad;9;1;plain;u
beebeetle;9;2;plain;u
source:grade;9;3;colon;u
name:de:prefix;9;2;colon;u
description:historic;9;8;colon;u
inhabitant_with_parking_pass;9;1;plain;u
validate;9;3;plain;u
not:type;9;3;colon;u
removed:official_name;9;8;colon;u
to:oc;9;9;colon;u
zone:tper;9;2;colon;u
to:tunnel:name;9;2;colon;u
was:school:FR;9;4;letters;u
disused:motor_vehicle:conditional;9;5;colon;u
circuit:endpoint:transformer;9;1;colon;u
ref:shield:name;9;3;colon;u
vineyard:type;9;1;colon;u
ref:cesta_ceska:rip_blanik;9;9;colon;u
historic:tracks;9;2;colon;u
material:lookalike;9;1;colon;u
is_in:block:ta;9;3;colon;u
cbo:leadership_secretary;9;1;colon;u
seamark:daymark:height;9;3;colon;u
note:charge;9;5;colon;u
3d_printing;9;5;rest;b
cave_entrance;9;3;plain;u
ski:winter;9;1;colon;u
parking_tickets;9;4;plain;u
all_you_can_eat:type;9;3;colon;u
concrete_smoothness;9;2;plain;u
golf:length:red;9;9;colon;u
plant:output:compressed_air;9;5;colon;u
approach_light;9;2;plain;u
haiti:nom;9;3;colon;u
personnel_support;9;6;plain;u
direction:lanes:forward;9;6;colon;u
ground_floor;9;3;plain;u
passenger_information:scope;9;4;colon;u
ele:adriatic;9;9;colon;u
maxspeed:hgv:lanes;9;4;colon;u
tracktion;9;1;plain;u
ref:StadtPUNKT;9;9;letters;u
lbcs:activity:name;9;9;colon;u
source:cycleway:left:width;9;2;colon;u
maxlength:forward:conditional;9;1;colon;u
old_name:zh-hk;9;4;rest;g
proposed:disabled;9;1;colon;u
passenger_information:acoustic;9;1;colon;u
smoothness:lanes:both_ways;9;3;colon;u
monitoring:mount;9;2;colon;u
contact:phone:JP;9;6;letters;u
restriction:trolleybus;9;4;colon;u
name:2019-2020;9;9;rest;g
layer:note;9;3;colon;u
construction:operator:website;9;7;colon;u
maxspeed:reason:de;9;1;colon;u
recycling:medicine;9;1;colon;u
Quartier;9;5;letters;u
LOS2:note;9;2;letters;u
is_in:postcode;9;8;colon;u
bus_name;9;2;plain;u
his:1926-:name;9;2;rest;b
ref:capad2016_osm;9;9;letters;u
website:2020;9;9;letters;u
website:2016;9;9;letters;u
traffic:hourly:20:Su:fall:forward;9;8;letters;u
name:2021-05-29-;9;2;rest;g
payment:neo;9;1;colon;u
service:vehicle:electric_car_service;9;1;colon;u
alimentation;9;4;plain;u
payment:wex;9;1;colon;u
old_name:de:1942-1945;9;9;rest;g
name:left:sr;9;8;colon;u
parking lot;9;4;space;b
traffic:hourly:14:Mo:winter:snowfall:backward;9;3;letters;u
traffic_signals:designation;9;1;colon;u
note:vehicle:conditional;9;5;colon;u
distance:hawk;9;8;colon;u
mofa:electric;9;1;colon;u
railway:signal:speed_limit:height:forward;9;2;colon;u
tourist_bus:lanes:backward;9;4;colon;u
from_line_2;9;5;letters;u
maxspeed:lanes:conditional;9;4;colon;u
Niveau;9;3;letters;u
old_name:1961-1968;9;7;rest;g
SurfaceTyp;9;3;letters;u
source:impassable:date;9;3;colon;u
cbo:program_capacity_building;9;1;colon;u
Juicy;9;3;letters;u
roof:extent:bottom;9;1;colon;u
parking:lane:left:parallel:width;9;3;colon;u
caravan:parts;9;2;colon;u
ruined:bridge;9;1;colon;u
watch:cytrinox;9;1;colon;u
abandoned:building:use;9;4;colon;u
description:maxspeed;9;4;colon;u
barrier:remote_control;9;2;colon;u
old_name:1895-1913;9;1;rest;g
ref_unsigned;9;2;plain;u
watsan:recycling;9;1;colon;u
route:source;9;1;colon;u
connector:highway;9;3;colon;u
recycling:construction_materials;9;1;colon;u
note:fhrs;9;8;colon;u
fuel:2-cycle_mix;9;1;rest;b
fuel:tweetakt;9;1;colon;u
lanes:practical;9;1;colon;u
fixme:split;9;1;colon;u
filled;9;1;plain;u
disused:railway:signal:minor:height;9;2;colon;u
recycling:plastic_film;9;1;colon;u
traffic:hourly:22:Thu:spring:forward;9;5;letters;u
addr:alternative;9;6;colon;u
is_in:departement;9;5;colon;u
vic_police:postcodes;9;8;colon;u
destination:ja;9;7;colon;u
destination:10;9;8;letters;u
communication:navigation;9;1;colon;u
colour:-2022;9;2;rest;b
highway:2005-2009;9;1;rest;b
online_since;9;8;plain;u
license;9;9;plain;u
name:eb;9;6;colon;u
was:recycling:glass;9;1;colon;u
toponimia;9;1;plain;u
tree:base;9;2;colon;u
sorting_name:ko;9;6;colon;u
from:oc;9;8;colon;u
traffic:hourly:09:We:fall:backward;9;7;letters;u
language:brochures:de;9;1;colon;u
language:brochures:en;9;1;colon;u
abandoned:railway:bidirectional;9;1;colon;u
service:vehicle:storage;9;1;colon;u
Estimated_age;9;1;letters;u
source:highchair;9;2;colon;u
ACTIVO_PCC;9;7;letters;u
Road_Class;9;2;letters;u
blind:description:pl;9;9;colon;u
tactile_paving:check_date;9;6;colon;u
motorhome:lanes:backward;9;1;colon;u
uoctype;9;1;plain;u
abandoned:operator:short;9;3;colon;u
shopping_cart:deposit;9;2;colon;u
old_name:1831-1905;9;4;rest;g
fuel_1;9;4;letters;u
payment:Ladekarte;9;1;letters;u
language:description:de;9;9;colon;u
guard_dog;9;6;plain;u
facility:rehabilation;9;2;colon;u
STAG_ADMIN:oneway;9;1;letters;u
content:wikidata;9;5;colon;u
old_name:1985-09-10-1989-12-22;9;2;rest;g
maxspeed:passenger;9;3;colon;u
generator:tracking;9;1;colon;u
capacity:touristic;9;8;colon;u
IUCNKAT;9;4;letters;u
parking:lane:both:ref;9;3;colon;u
surface:type;9;5;colon;u
removed:parcel_mail_in;9;2;colon;u
mode_of_organisation:decision_making;9;4;colon;u
inside_atm;9;3;plain;u
placement:forward:start;9;2;colon;u
articial;9;1;plain;u
payment:girocard:min_payment;9;3;colon;u
source:turn:lanes:forward;9;6;colon;u
communication_dslam;9;1;plain;u
old:aeroway;9;3;colon;u
capacity_surface;9;8;plain;u
his:1954-:name;9;8;rest;b
tree:ref_sign;9;1;colon;u
ref:FR:Mairie_de_Paris:DEVE:idemplacement;9;9;letters;u
base:surface;9;2;colon;u
nest:for;9;2;colon;u
abandoned:tmc;9;2;colon;u
payment:wireless;9;1;colon;u
parking:both:operator;9;2;colon;u
start_date:original;9;1;colon;u
hectare;9;8;plain;u
seamark:light:1:information;9;9;letters;u
demolished:brand:en;9;8;colon;u
garden:designer;9;8;colon;u
toilets:handwashing:soap;9;1;colon;u
track:width;9;3;colon;u
short_name:ckb;9;4;colon;u
parking:condition:right:note;9;8;colon;u
railway:position:exact:е”ђйЃµ;9;9;letters;u
abandoned:addr:city;9;5;colon;u
hazard:nighttime;9;2;colon;u
payment:РєР°СЃРїРёР№_РіРѕР»Рґ;9;1;letters;u
source:zone:maxspeed:advisory;9;1;colon;u
long_name:sl;9;9;colon;u
name:chr-Latn;9;5;rest;g
_RESEAU_;9;1;rest;b
abandoned:horse;9;3;colon;u
protection_title:fr;9;3;colon;u
old_name:1985-09-10-1989-12-22:etymology:wikidata;9;2;rest;g
was:drinking_water;9;2;colon;u
POLY_SRC;9;1;letters;u
officialac;9;5;plain;u
addr:neighbourhood:phase;9;6;colon;u
seamark:pylon:condition;9;2;colon;u
vic_police:fire_ban_region;9;4;colon;u
gtfs_zone_id;9;4;plain;u
railway:position:exact:е¤©жґҐиҐїеЌ—зЋЇ;9;9;letters;u
reg_name:short_name;9;8;colon;u
residential_entrance;9;9;plain;u
destination:ref:end_panel;9;4;colon;u
foot:description;9;1;colon;u
addr:subdistrict:bn;9;1;colon;u
communications_transponder:antenna_type;9;3;colon;u
payment:dana:gpn_qris;9;1;colon;u
clothes:leather;9;1;colon;u
school:CI:college_enseignement_technique;9;1;letters;u
currency:RWF;9;1;letters;u
currency:SDG;9;1;letters;u
currency:TTD;9;1;letters;u
cbo:program_human_rights;9;2;colon;u
currency:CRC;9;1;letters;u
currency:OMR;9;1;letters;u
currency:LAK;9;1;letters;u
currency:LEI;9;1;letters;u
ebene;9;3;plain;u
traffic:hourly:01:Fr:fall;9;2;letters;u
seamark:berth:clearance_length;9;7;colon;u
was:de:amtlicher_gemeindeschluessel;9;9;colon;u
planning;9;3;plain;u
rf:bandwidth;9;1;colon;u
symbol:sv;9;7;colon;u
symbol:sl;9;3;colon;u
mechanical_bike;9;1;plain;u
razed:noname;9;1;colon;u
bus:franchised;9;1;colon;u
service:bicycle:allen_wrench;9;1;colon;u
trail_mile;9;2;plain;u
FIXME:traffic_sign;9;3;letters;u
note:MMM;9;5;letters;u
removed:horse;9;2;colon;u
disused:substance;9;5;colon;u
PK;9;7;letters;b
disused:loc_ref;9;9;colon;u
pier:name:en;9;2;colon;u
KW;9;6;letters;b
in;9;5;plain;b
taxon:bg;9;2;colon;u
taxon:sk;9;7;colon;u
service:vehicle:vehicle_repair;9;1;colon;u
SKYDDSTYP;9;1;letters;u
surface:lanes:both_ways;9;2;colon;u
pier:name:zh;9;2;colon;u
delivery:just_eat;9;8;colon;u
internet_access:fee:description;9;3;colon;u
diet:jain;9;1;colon;u
recycling:cream_chargers;9;1;colon;u
population:man:date;9;1;colon;u
outerspatial:id;9;9;colon;u
construction:destination:ref:to:lanes;9;7;colon;u
facility:de_addiction;9;2;colon;u
not:motor_vehicle:conditional;9;1;colon;u
name_3:full;9;5;letters;u
waste:status;9;2;colon;u
socket:usb;9;5;colon;u
generator:output:net_electricity;9;8;colon;u
parking:left:disabled:conditional;9;9;colon;u
motorboat:backward:conditional;9;1;colon;u
his:1839-:highway;9;1;rest;b
old_name:etymology:description;9;3;colon;u
source:local_ref;9;6;colon;u
traffic:hourly:21:Tu:fall:backward;9;6;letters;u
traffic:hourly:22:We:winter;9;2;letters;u
disused:switch;9;4;colon;u
primary_user;9;3;plain;u
railway:switch:manual;9;1;colon;u
fixme:use_better_tagging_scheme;9;1;colon;u
proposed:name:etymology:wikidata;9;5;colon;u
bridge:name:ur;9;6;colon;u
vrr:last_checked;9;3;colon;u
ref:inspireid;9;9;colon;u
class:bicycle:mtb:uphill;9;3;colon;u
PRIMS_ID;9;7;letters;u
STAG_BUILT:divided;9;1;letters;u
discouraged:highway;9;2;colon;u
old_name:1811-1879;9;2;rest;g
abandoned:lane_markings;9;2;colon;u
site:name;9;1;colon;u
shelter_shape;9;1;plain;u
cutout;9;1;plain;u
principal;9;9;plain;u
lanes:tourist_bus:conditional;9;3;colon;u
name:pyu;9;3;colon;u
name:bla;9;9;colon;u
name:lui;9;6;colon;u
parking:lane:left:vehicles;9;5;colon;u
name:en9;9;9;letters;u
pedestal:material;9;2;colon;u
scouts:group;9;9;colon;u
name:mk-Latn;9;3;rest;g
name:sva;9;9;colon;u
ref:NRA:name;9;9;letters;u
cbo:leadership_chair_person;9;1;colon;u
name:nrn;9;9;colon;u
variable_message_type;9;1;plain;u
name:pnw;9;9;colon;u
name:kjp;9;9;colon;u
monitoring:cloud_height;9;1;colon;u
payment:bankgiro;9;2;colon;u
facility:psycotherapy;9;2;colon;u
cbo:program_education;9;1;colon;u
removed:incline;9;5;colon;u
frequency:1;9;9;letters;u
frequency:2;9;9;letters;u
long_vehicles;9;3;plain;u
ENSISID;9;2;letters;u
ref:MiWay;9;8;letters;u
brand:wikimedia_commons;9;9;colon;u
planned:access;9;2;colon;u
lastcheck:note;9;9;colon;u
proposed:psv;9;1;colon;u
disused:ski;9;2;colon;u
not:species;9;2;colon;u
disused:zoo;9;4;colon;u
ref:Aneel;9;9;letters;u
popup;9;2;plain;u
tmc:from;9;6;colon;u
traffic:hourly:18:Fr:winter:forward;9;7;letters;u
source_ref:alt_name;9;8;colon;u
callsign:1;9;9;letters;u
callsign:2;9;9;letters;u
chocker;9;4;plain;u
was:fireplace;9;1;colon;u
markation;9;1;plain;u
abandoned:meter_load;9;1;colon;u
service:bicycle:cafe;9;1;colon;u
STAG_ADMIN:country;9;1;letters;u
abandoned:nat_ref;9;4;colon;u
paving:stones:30;9;1;letters;u
service:vehicle:trailers;9;1;colon;u
note:toilets;9;9;colon;u
atm:count;9;2;colon;u
Health;9;1;letters;u
destination:lang:lld;9;8;colon;u
maxheight:bus:conditional;9;1;colon;u
comment:cycleway:fr;9;3;colon;u
interval:morning;9;5;colon;u
parking:side:left;9;4;colon;u
socket:cee_red_63a:voltage;9;1;letters;u
locality:de;9;1;colon;u
highway:2001-2006;9;1;rest;b
object:position;9;8;colon;u
schoolbus;9;1;plain;u
QR_code;9;9;letters;u
railway:barrier;9;3;colon;u
showers_durability;9;1;plain;u
removed:social_facility;9;6;colon;u
wikipedia:arz;9;8;colon;u
disused:roundtrip;9;2;colon;u
ZVI_percentage;9;8;letters;u
maxweight:reduction;9;2;colon;u
seamark:oil_barrier:category;9;2;colon;u
disused:studio;9;3;colon;u
guidepost:title;9;4;colon;u
note:angle;9;3;colon;u
suspected;9;2;plain;u
ref:FR:RATP:DEA_CODE;9;9;letters;u
addr:street:ko-Latn;9;7;rest;b
STAG_BUILT:lanes;9;1;letters;u
stage:width;9;9;colon;u
fire_control_system;9;2;plain;u
one_direction;9;2;plain;u
school code;9;3;space;b
source:typehighway;9;4;colon;u
recycling:polystyrene;9;1;colon;u
climbing:url:8a;9;8;letters;u
paved:year;9;1;colon;u
dismantled:waterway;9;2;colon;u
traffic:hourly:22:Sa:fall:forward;9;8;letters;u
ref:fn;9;9;colon;u
traffic:hourly:11:Fr:summer:forward;9;9;letters;u
waterway:distance;9;8;colon;u
were:website;9;1;colon;u
maxspeed:type:backward:conditional;9;2;colon;u
lgbtq:bears;9;2;colon;u
operator:lo;9;7;colon;u
parking:lane:condition;9;4;colon;u
building:roof:level;9;4;colon;u
old_name:de:1941-1945;9;9;rest;g
railway:signal:deactivated;9;1;colon;u
old_name:de:1941-1944;9;2;rest;g
est_start_date;9;7;plain;u
socket:type2_combo_cable;9;3;letters;u
ref:trafikverket;9;7;colon;u
source:private;9;6;colon;u
usage:1887вЂ“1996;9;1;rest;b
is_in:muban;9;4;colon;u
operator:ee;9;1;colon;u
readme;9;9;plain;u
payment:paymaya;9;1;colon;u
water:pressure;9;7;colon;u
ride:type;9;7;colon;u
parking:condition:both:fee;9;5;colon;u
parking:condition:both:bus;9;2;colon;u
old_name:ru:1957-1993;9;1;rest;g
red_light_camera;9;3;plain;u
whitewater:rapid_description;9;8;colon;u
old_name:1930-1939;9;1;rest;g
mailbox;9;5;plain;u
note:razed:railway;9;1;colon;u
name:1700s-1911;9;1;rest;g
contact:website:de;9;9;colon;u
memorial:subject:ru;9;9;colon;u
ref:FR:PDIPR;9;5;letters;u
was:button_operated;9;1;colon;u
traffic:hourly:14:Mo:winter:snowfall:forward;9;4;letters;u
traffic:hourly:01:Su:winter:snowfall;9;5;letters;u
disused:ref:FR:FINESS;9;9;letters;u
official_name:az-Arab;9;5;rest;g
old_name:ru:1941-1944;9;2;rest;g
sign_post;9;5;plain;u
lgbtq:cruising;9;1;colon;u
naptan:Error;9;8;letters;u
old_name:1792-1881;9;1;rest;g
construction:retail;9;1;colon;u
gauge:1931-12-20-1962-09-29;9;1;rest;b
addr:name:bn;9;9;colon;u
operator:train;9;3;colon;u
historic:1967:railway;9;2;letters;u
parking:condition:right:related_law;9;5;colon;u
roof:eaves;9;2;colon;u
coins;9;5;plain;u
recharge;9;5;plain;u
razed:brand;9;8;colon;u
ele:GRS80;9;9;letters;u
soccer:paint;9;1;colon;u
fixme:location;9;5;colon;u
traffic_sign:maxheight;9;5;colon;u
name_3:prefix;9;3;letters;u
network:-2022;9;1;rest;b
free_house;9;1;plain;u
ref_uic;9;8;plain;u
change:advisory:backward;9;1;colon;u
proposed:related:law:url;9;1;colon;u
time_interval;9;8;plain;u
was:railway:usage;9;1;colon;u
place:constituency;9;3;colon;u
crossing:table;9;1;colon;u
social_facility:capacity;9;8;colon;u
geography;9;7;plain;u
his:1965-:highway;9;1;rest;b
actiondate;9;2;plain;u
x-name;9;5;rest;b
fuel:ultimate_super;9;1;colon;u
access:lanes:reversible;9;1;colon;u
old_name:1939-1974;9;2;rest;g
closed:office;9;7;colon;u
parking:lane:both:condition;9;5;colon;u
razed:area;9;1;colon;u
sloped_curb:right;9;6;colon;u
bicycle:mtb:technical;9;2;colon;u
delivery:description:de;9;1;colon;u
object:locality;9;9;colon;u
disused:payment:mastercard;9;1;colon;u
interior;9;3;plain;u
was:roundabout;9;1;colon;u
recycling:elektro;9;1;colon;u
caravan:lanes;9;6;colon;u
demolished:social_facility;9;5;colon;u
his:1958-:name;9;8;rest;b
payment:alipay_HK;9;1;letters;u
maxweight:vehicle;9;3;colon;u
railway:name:MГЃV;9;8;letters;u
window:colour;9;3;colon;u
old_name:pms;9;6;colon;u
monitoring:tram;9;1;colon;u
old_name:prg;9;9;colon;u
traffic:hourly:00:Su:winter:backward;9;6;letters;u
Bloc Fizic;9;8;space;b
was:motorcar;9;3;colon;u
loc_ref:right;9;7;colon;u
inscription:forward;9;9;colon;u
developer:owner:zh;9;6;colon;u
developer:owner:en;9;6;colon;u
recommended_speed:backward;9;2;colon;u
source:fire_hydrant:diameter;9;3;colon;u
backrest:material;9;4;colon;u
razed:office;9;5;colon;u
cbo:leadership_vice_chairman;9;1;colon;u
dgps:stationid;9;8;colon;u
brand:ms-Arab;9;3;rest;b
traffic:hourly:17:We:winter:backward;9;8;letters;u
name:2019-;9;7;rest;g
ref:FR:BigBus;9;9;letters;u
ele:1951;9;9;letters;u
ele:1873;9;9;letters;u
diet:vegan:labeled;9;2;colon;u
outdoor_seating:covered;9;2;colon;u
circular_route;9;2;plain;u
compounding;9;1;plain;u
national_key_point;9;1;plain;u
proposed:traffic_sign;9;4;colon;u
name:long;9;9;colon;u
ref:level_crossing;9;3;colon;u
GPS_Mission_Preparation;9;1;letters;u
laterne;9;1;plain;u
taxi:left;9;3;colon;u
йљње®іиЂ…з”Ёгѓ€г‚¤гѓ¬;9;1;letters;u
financial_advice;9;2;plain;u
plant_community_ref:gb:nvc;9;7;colon;u
roof:material:top;9;1;colon;u
anchorage;9;5;plain;u
ref:shield:text_color;9;2;colon;u
maxwidth:psv;9;2;colon;u
swing_gate;9;3;plain;u
hgv:11;9;1;letters;u
cqc:id;9;9;colon;u
addr:place:ru;9;4;colon;u
addr:place:sl;9;2;colon;u
personal_service:cleaning;9;1;colon;u
content:de;9;2;colon;u
watsan:kwaho_health_products;9;2;colon;u
num_buildings;9;5;plain;u
highway:1968-01-01--1968-12-31;9;1;rest;b
alt:WGS84;9;9;letters;u
ref:serialnumber;9;9;colon;u
