key;count_all;values_all;characters;grade
roofing;10;2;plain;u
payment:total_club;10;1;colon;u
covid19:antigen_test;10;1;letters;u
school:MU;10;3;letters;u
school:AO;10;3;letters;u
taxi:forward:conditional;10;3;colon;u
parking:condition:left:1:maxstay;10;3;letters;u
historic:1921:railway:switch;10;1;letters;u
name:1954-1966-11-05;10;1;rest;g
recycling:lead;10;2;colon;u
addr:ortsnummer;10;10;colon;u
online_shopping;10;2;plain;u
artwork_atelier;10;1;plain;u
recycling:toner;10;1;colon;u
engineer:type;10;9;colon;u
free_flying:repair;10;1;colon;u
drink:premium-cola;10;4;rest;u
source:forestry;10;1;colon;u
developer:owner;10;7;colon;u
hot:solud:agama;10;4;colon;u
traffic:hourly:10:We:summer;10;2;letters;u
health_specialty:traditional_medicine;10;2;colon;u
admin_type:FR:2016-12-15-;10;1;rest;u
fixme:oneway;10;5;colon;u
traffic_signals:colours;10;3;colon;u
NOM_ALTERN;10;1;letters;u
gauge:2005-07-19-;10;1;rest;u
omistustontti;10;1;plain;u
operator:xh;10;1;colon;u
heavy_goods;10;1;plain;u
cycleway:left:shoulder:width;10;5;colon;u
overtaking:forward:conditional;10;2;colon;u
payment:nakit;10;1;colon;u
service:bicycle:fitting;10;1;colon;u
mormon;10;1;plain;u
postal;10;10;plain;u
traffic:hourly:13:Mo:winter:forward;10;6;letters;u
capacity_lits;10;8;plain;u
disused:crop;10;3;colon;u
payment:accel;10;1;colon;u
ramp:bicycle:system;10;1;colon;u
name:1841-1888;10;3;rest;g
old_name:1930-1950;10;1;rest;g
relevance;10;3;plain;u
old_name:wikidata;10;3;colon;u
shelter:start_date;10;7;colon;u
fire_brigade;10;4;plain;u
crossing:button_operated;10;1;colon;u
building:de;10;4;colon;u
note:trailblazed;10;3;colon;u
champ;10;2;plain;u
legislation:hgv;10;1;colon;u
name_alt:en;10;9;colon;u
disused:lanes:forward;10;2;colon;u
customer_service;10;7;plain;u
parking:lane:right:access;10;3;colon;u
camera:sales;10;3;colon;u
sopsr:level;10;2;colon;u
access:survey:date;10;3;colon;u
monitoring:cherenkov_radiation;10;1;colon;u
parking:condition:2:time_interval;10;8;letters;u
disused:line;10;4;colon;u
population:estimate;10;10;colon;u
fixme_highway;10;3;plain;u
start_junction;10;8;plain;u
scouts:organisation;10;2;colon;u
abandoned:motor_vehicle;10;4;colon;u
barrierefreiheit;10;3;plain;u
notes:DE:1;10;3;letters;u
access:check_date;10;3;colon;u
circuit:est_names;10;5;colon;u
not:name:etymology:wikidata;10;4;colon;u
line_of_control;10;1;plain;u
alpine_coaster;10;3;plain;u
postal_addr:country;10;1;colon;u
holiday;10;6;plain;u
old_name:1940-1972;10;10;rest;g
disused:guest_house;10;4;colon;u
ref:cobacia;10;7;colon;u
inscription:WSW;10;9;letters;u
source:name:right;10;5;colon;u
waste_basket:ref;10;10;colon;u
traffic:hourly:00:Sa:winter:backward;10;7;letters;u
is_in:district:en;10;7;colon;u
haunted;10;1;plain;u
temporary:workrules;10;1;colon;u
payment:prostir;10;1;colon;u
removed:fixme;10;10;colon;u
surveillance:quantity;10;2;colon;u
traffic:hourly:21:We:winter:backward;10;4;letters;u
watsan:funding;10;3;colon;u
piste:distance;10;9;colon;u
last_edite;10;4;plain;u
old_name:1939-1945;10;3;rest;g
service:vehicle:tune;10;1;colon;u
construction:passenger_lines;10;1;colon;u
paper_lantern;10;1;plain;u
abandoned:turkey_class;10;1;colon;u
umbrella;10;2;plain;u
_FMSSID_;10;10;rest;u
note:royal_cypher;10;10;colon;u
socket:sev1011_t13:current;10;3;letters;u
gaelic_games:rounders;10;2;colon;u
parking:lane:right:time_interval;10;7;colon;u
was:board_type;10;6;colon;u
old_name:ast;10;10;colon;u
old_name:lmo;10;10;colon;u
full_cost;10;9;plain;u
old_name:scn;10;7;colon;u
payment:coupon;10;1;colon;u
trunk_link;10;4;plain;u
animals_name:no;10;9;colon;u
Loading;10;2;letters;u
animals_name:en;10;9;colon;u
recycling:earth;10;1;colon;u
fishing:parts;10;1;colon;u
railway:position:DE;10;6;letters;u
note:source:image;10;4;colon;u
REFERENCE;10;3;letters;u
parkname;10;10;plain;u
switch:level;10;7;colon;u
pylon:construction;10;1;colon;u
parking:lane:right:fee;10;3;colon;u
level_crossing:expositure;10;1;colon;u
monitoring:volcano;10;1;colon;u
FIXME:man_made;10;3;letters;u
maxspeed:wet:forward;10;4;colon;u
note:tourism;10;4;colon;u
to_address_right_2;10;8;letters;u
access:tidal_range;10;9;colon;u
caravan:rental;10;1;colon;u
trash_accepted:medicines;10;2;colon;u
socket:nema_14_50;10;4;letters;u
admin_type:FR:-2016-12-14;10;1;rest;u
source:dimensions;10;3;colon;u
health:water_present;10;2;colon;u
clothes:military;10;1;colon;u
abandoned:railway:service;10;1;colon;u
old_name:uk:2012-2020;10;10;rest;g
traffic:hourly:16:We:fall:backward;10;7;letters;u
mapcraft;10;10;plain;u
depicted_years;10;7;plain;u
traffic:hourly:13:Tu:fall;10;9;letters;u
parking:lane:left:no_parking;10;6;colon;u
population:year;10;3;colon;u
addr:range;10;10;colon;u
clothes:suits;10;1;colon;u
was:teryt:simc;10;10;colon;u
ref:enel:type:connection;10;1;colon;u
railway:ref:Irish Rail;10;10;space;b
highway:2005-;10;1;rest;u
multilevel;10;1;plain;u
description:7;10;7;letters;u
addr:shop;10;10;colon;u
check_date:foot;10;4;colon;u
panorama;10;5;plain;u
mosuzedu;10;1;plain;u
old_name:4;10;10;letters;u
note:ColinMarquardt;10;2;letters;u
table_tennis:tabletop;10;1;colon;u
ref:sgib;10;3;colon;u
tiger:geoid;10;3;colon;u
railway:name:ДЊD;10;7;letters;u
shahrdari:notes;10;1;colon;u
shoulder:right:start_date;10;1;colon;u
start_date:shelter;10;7;colon;u
protection_ban;10;9;plain;u
recycling:ceramics;10;1;colon;u
source:name:bridge;10;7;colon;u
railway:name:ProRail;10;7;letters;u
slurry;10;1;plain;u
gauge:1915-11-11-1961;10;1;rest;u
planned:crossing;10;1;colon;u
fuel:octane_100:name;10;8;letters;u
ref:play;10;10;colon;u
name:room;10;10;colon;u
sand:type;10;2;colon;u
plant:output:cold_air;10;3;colon;u
temporary:social_facility:for;10;1;colon;u
traffic:hourly:10:We:winter:forward;10;9;letters;u
payment:Rechnung;10;1;letters;u
disease:AIDS:HIV;10;7;letters;u
payment:erzsebet;10;1;colon;u
coin_op;10;2;plain;u
description:eu;10;9;colon;u
source:psv;10;5;colon;u
razed:roof:levels;10;3;colon;u
old_name:uk:1891-1919;10;1;rest;g
railing:left;10;1;colon;u
source:row;10;2;colon;u
not:roundabout;10;1;colon;u
parking:condition:area:except;10;4;colon;u
ref:STANOX;10;8;letters;u
was:addr:flats;10;7;colon;u
removed:operator:wikipedia;10;6;colon;u
fee:times;10;9;colon;u
traffic_lights;10;4;plain;u
ref:BLM;10;3;letters;u
medical_system:tibetan;10;2;colon;u
description:format;10;9;colon;u
ref:vvo;10;5;colon;u
dcgis:id;10;10;colon;u
ref:mnc;10;6;colon;u
ref:nip;10;10;colon;u
ref:rar;10;3;colon;u
ref:ipm;10;10;colon;u
ref:lpr;10;10;colon;u
website_description:source_data;10;1;colon;u
highway_fixme;10;1;plain;u
operator:recycling:clothes;10;8;colon;u
abandoned:railway:note;10;2;colon;u
occupier_1;10;10;letters;u
ref:wno;10;3;colon;u
disused:lamp_type;10;4;colon;u
traffic_sign:4:direction;10;2;letters;u
ж•·ењ°е†…йЂљи·Ї;10;5;letters;u
service:vehicle:stereo;10;2;colon;u
3dshapes:ggmodelk;10;5;rest;u
railway:signal:traversable:shape;10;1;colon;u
bus:forward:conditional;10;5;colon;u
cycleway:protection;10;2;colon;u
insurance:VAEB;10;1;letters;u
ref:stanme;10;10;colon;u
ref:tmobile;10;10;colon;u
delayed_proposed;10;2;plain;u
destroyed:opening_hours;10;10;colon;u
traffic:hourly:17:We:winter:forward;10;7;letters;u
heritage:wikipedia;10;5;colon;u
was:shoulder:left;10;2;colon;u
mtb:path;10;1;colon;u
was:recycling:paper;10;1;colon;u
addr:housename:cy;10;10;colon;u
distance:1;10;8;letters;u
truck_oil_changes;10;1;plain;u
Etapas de ensino;10;4;space;b
car:wheels;10;1;colon;u
unreadable:ref;10;1;colon;u
payment:bankaxept;10;1;colon;u
assistance:acoustic;10;1;colon;u
traffic:hourly:20:Fr:fall:forward;10;7;letters;u
lunch:menu:subscription;10;2;colon;u
railway:signal:helper_engine:height;10;1;colon;u
fuel:gasolina_C_comum;10;1;letters;u
serving_system:buffet;10;1;colon;u
tfs:trip_id:sample;10;9;colon;u
phone:it;10;9;colon;u
phone:de;10;9;colon;u
payment:pago_bancomat;10;1;colon;u
colour:window;10;2;colon;u
protection_title:inscription_date;10;9;colon;u
source:check_date;10;10;colon;u
opening_hours:url:en;10;10;colon;u
construction:abutters;10;3;colon;u
health_specialty:balneotherapy;9;1;colon;u
parking:lane:both:capacity:disabled;9;5;colon;u
contact:dx;9;9;colon;u
traffic:hourly:17:Thu:fall:backward;9;6;letters;u
cycleway:both:visibility;9;2;colon;u
kerb:road_marking;9;1;colon;u
filter_1;9;1;letters;u
old_name:ru:1874-1924;9;2;rest;g
note:name:de;9;6;colon;u
climbing:grade:yds_class:max;9;6;colon;u
climbing:grade:yds_class:min;9;7;colon;u
paifang:gates;9;2;colon;u
is_in:park;9;2;colon;u
scooter:rental;9;1;colon;u
contact:operator;9;6;colon;u
ref:CBNW;9;9;letters;u
biblioteca:id;9;9;colon;u
old_brand:website;9;2;colon;u
treated:method;9;5;colon;u
gauge:1905-1975-06-01;9;1;rest;b
source:capacity:2022-01;9;1;rest;b
recycling:gas_canisters;9;1;colon;u
casino;9;2;plain;u
AREATYPEID;9;6;letters;u
monitoring:global_radiation;9;1;colon;u
disaster:shelter;9;1;colon;u
ref_source;9;7;plain;u
pnoa:date;9;1;colon;u
addr:ward_Ubungo;9;1;letters;u
disused:alt_name:en;9;9;colon;u
phone:AR:mobile;9;1;letters;u
stempel-stellen:website;9;1;rest;b
source:access:date;9;2;colon;u
distribution;9;6;plain;u
agricultural:lanes:backward;9;3;colon;u
taxi:disabled;9;1;colon;u
ZVI_number_of_hubs_visible;9;8;letters;u
comment:pl;9;6;colon;u
building:part:underground;9;1;colon;u
toilets:wheelchair:grab_rails;9;3;colon;u
oktmo:rule;9;9;colon;u
artwork_subject:es;9;9;colon;u
historic:office;9;8;colon;u
lda:inscription_date;9;9;colon;u
par:women;9;2;colon;u
ref:2021;9;5;letters;u
source:name:wikidata;9;1;colon;u
last_activity;9;2;plain;u
payment:parkmobile;9;1;colon;u
demolished:cycleway;9;2;colon;u
nb phases;9;1;space;b
traffic:hourly:14:We:fall:forward;9;7;letters;u
junction:lanes;9;1;colon;u
landuse:2021;9;2;letters;u
part:type;9;1;colon;u
trigger:zip_left;9;1;colon;u
brand:short_name:zh;9;5;colon;u
inline_skates:lanes:backward;9;2;colon;u
payment:stripe;9;1;colon;u
vic_police:PSA_hq;9;7;letters;u
route_ref:TEC;9;6;letters;u
seamark:fairway:restriction;9;6;colon;u
name:2023;9;9;letters;u
demolished:official_name;9;9;colon;u
name:1920;9;9;letters;u
name:1971;9;8;letters;u
name:1986;9;9;letters;u
name:1927;9;9;letters;u
name:1956;9;9;letters;u
name:1901;9;8;letters;u
cycle_polo:type;9;1;colon;u
building_supplies;9;8;plain;u
destination:colour:text:lanes:backward;9;5;colon;u
old_name:ru:1881-1991;9;4;rest;g
addr:city_2;9;8;letters;u
cycleway:left:oneway:bicycle;9;2;colon;u
realtime;9;5;plain;u
name:1894;9;9;letters;u
name:1960;9;9;letters;u
datafangstdato;9;5;plain;u
bridge_base_material:reinforced_concrete;9;1;colon;u
Road_No;9;7;letters;u
paho:operational_status;9;2;colon;u
location_side;9;2;plain;u
disused:payment:visa;9;1;colon;u
tsunami;9;5;plain;u
Nearest_WEC_meters;9;9;letters;u
STAG_ADMIN:toll_motor_charge;9;1;letters;u
payment:Nequi;9;1;letters;u
old_name:ru:1950-2021;9;2;rest;g
event:0:related_items;9;9;letters;u
fireproof;9;1;plain;u
parking:condition:both:free:time_interval;9;2;colon;u
tubewell;9;2;plain;u
jeepstart;9;1;plain;u
service:bicycle:retro_bikes;9;1;colon;u
age_verification:id_card;9;1;colon;u
demolished:crossing:island;9;4;colon;u
old_name:1826-1938;9;1;rest;g
traffic:hourly:02:Sa:fall:forward;9;7;letters;u
bathrooms;9;4;plain;u
abandoned_at;9;5;plain;u
monitoring:visibility;9;1;colon;u
private_road;9;1;plain;u
darkroom;9;1;plain;u
PadrГЈo de implantaГ§ГЈo;9;6;space;b
fee:amount:PT03H;9;5;letters;u
fee:amount:PT01H;9;5;letters;u
fee:amount:PT02H;9;5;letters;u
fee:amount:PT04H;9;5;letters;u
svg:bezier;9;2;colon;u
cuisine:it;9;5;colon;u
enforcement_period;9;3;plain;u
contact:phone:fixed;9;8;colon;u
payment:net_banking;9;1;colon;u
leisure_4;9;6;letters;u
population:woman:date;9;1;colon;u
traffic:hourly:21:Su:summer:forward;9;8;letters;u
trunk_rotation;9;1;plain;u
winding;9;3;plain;u
model_aeroway;9;2;plain;u
affiliation:number;9;9;colon;u
LABEL_NAME;9;9;letters;u
area:colour;9;1;colon;u
local:id;9;9;colon;u
bus:lanes:reversible;9;1;colon;u
service:vehicle:drum_rotor_resurfacing;9;2;colon;u
lastmile;9;1;plain;u
nazwa;9;9;plain;u
disused:community_centre;9;5;colon;u
capital:Department;9;9;letters;u
ref:acnp;9;9;colon;u
his:1905-:name;9;5;rest;b
contact:zen.yandex;9;5;rest;b
name:de_1;9;9;letters;u
maxspeed:light_rail:forward;9;2;colon;u
mark:restricted_area:restriction;9;1;colon;u
destination:lang:hsb:lanes:backward;9;5;colon;u
note:new_ref;9;1;colon;u
network:SMART;9;1;letters;u
event:0:organization;9;9;letters;u
construction:trolley_wire:lanes;9;2;colon;u
delivery:forward;9;1;colon;u
right:chiefdom;9;5;colon;u
shoulder:right:smoothness;9;1;colon;u
trees:ja;9;4;colon;u
_SCE_GEO_;9;1;rest;b
stop:left;9;2;colon;u
digital;9;1;plain;u
abandoned:railway:radio;9;1;colon;u
traffic:hourly:12:Thu:summer:forward;9;8;letters;u
brothel:window;9;1;colon;u
name:OhreBus;9;1;letters;u
ref:NO:organisasjonsnummer;9;7;letters;u
parking:condition:bus:right;9;1;colon;u
service_type;9;5;plain;u
dgps:frequency;9;8;colon;u
boundary:admin_level;9;1;colon;u
cbo:program_farming;9;1;colon;u
proposed:verge;9;1;colon;u
claimed:admin_level;9;5;colon;u
old_name:1833-1969;9;1;rest;g
fixme:historic;9;3;colon;u
hospital_type;9;4;plain;u
accor_ticket_acceptant;9;2;plain;u
rebuilt;9;5;plain;u
sampo_name;9;7;plain;u
electronic money;9;1;space;b
his:1958-:highway;9;1;rest;b
old_name:1902-1974;9;2;rest;g
payment:wolfie_wallet;9;1;colon;u
shoulder:both:width;9;1;colon;u
canmore_ID;9;9;letters;u
roof:extent:top;9;1;colon;u
old_name:cassini;9;9;colon;u
ND-Nummer;9;9;rest;b
destination:distance:to:backward;9;8;colon;u
seamark:radio_station:range;9;3;colon;u
service:bicycle:custom_build;9;1;colon;u
traffic:hourly:08:Fr:fall:wet:backward;9;6;letters;u
GIS_DATE;9;1;letters;u
admin_level:2018-01-01-;9;1;rest;b
single;9;1;plain;u
his:1954-:highway;9;1;rest;b
cbo:program_health;9;1;colon;u
vending:ascorbic_acid;9;1;colon;u
insurance:house;9;2;colon;u
Р¦РІРµС‚;9;4;letters;u
mechanism:manufacturer;9;7;colon;u
source:ref:bridge;9;6;colon;u
in_use;9;3;plain;u
building:code;9;9;colon;u
seamark:light:8:exhibition;9;3;letters;u
consignment;9;1;plain;u
content:information;9;2;colon;u
STAG_BUILT:road;9;1;letters;u
food:cheese;9;1;colon;u
maxspeed:horse;9;2;colon;u
haiti:objectid;9;5;colon;u
proposed:ownership;9;1;colon;u
student:count:primary;9;8;colon;u
was:product;9;6;colon;u
hgv:hazmat;9;1;colon;u
vic_police:division;9;5;colon;u
waterway:porttype;9;3;colon;u
name:right:sr-Latn;9;8;rest;g
advertising:display_surface;9;3;colon;u
surface:fr;9;2;colon;u
gas_tank:type;9;2;colon;u
charge:txtag;9;4;colon;u
disused:payment:telephone_cards;9;2;colon;u
old_ref:terna;9;9;colon;u
name:operator;9;7;colon;u
sweets;9;3;plain;u
ref:circulation;9;3;colon;u
bin:opening;9;1;colon;u
old_name:2010;9;7;letters;u
fee:adult;9;9;colon;u
AREA_TYPE;9;6;letters;u
old_alt_name:en;9;7;colon;u
construction:route_master;9;2;colon;u
massgis:OldName;9;9;letters;u
highway:1991-2007;9;1;rest;b
highway:1991-2009;9;1;rest;b
craftsman;9;6;plain;u
listed_status:ref;9;8;colon;u
highway:1994-2006;9;1;rest;b
curtain;9;3;plain;u
note:maxstay;9;7;colon;u
abandoned:old_railway_operator;9;2;colon;u
check_date:material;9;3;colon;u
addr:street:el;9;8;colon;u
name:1975-1977;9;2;rest;g
addr:street:ne;9;1;colon;u
chicken;9;3;plain;u
erector;9;7;plain;u
ref:FR:t4t35;9;9;letters;u
marketplace_status;9;3;plain;u
fuel_pump:model;9;4;colon;u
areaname;9;3;plain;u
roof:architecture;9;1;colon;u
service:vehicle:services;9;1;colon;u
cycleway:protection:right;9;1;colon;u
vic_police:address;9;8;colon;u
source:name:lt;9;3;colon;u
disused:trade;9;7;colon;u
seamark:berth:clearance_width;9;3;colon;u
old_name:4:ru;9;1;letters;u
traffic:hourly:22:Mo:fall;9;4;letters;u
temporary:man_made;9;5;colon;u
traffic_sign:FR;9;6;letters;u
traffic_sign:DE;9;3;letters;u
cbo:target_group_youth;9;1;colon;u
health_specialty:pain_medicine;9;2;colon;u
shelter:register;9;1;colon;u
sahra:criteria;9;1;colon;u
was:guidepost;9;2;colon;u
abandoned:railway:maximum_current;9;1;colon;u
population:2020;9;9;letters;u
old_name:1888-12-20--1926-05-07;9;1;rest;g
old_image;9;9;plain;u
_AXE_;9;1;rest;b
musical_instrument:parts;9;1;colon;u
communication:TNT;9;1;letters;u
helmet;9;3;plain;u
payment:zero_pay;9;1;colon;u
name:1935-1944;9;1;rest;g
note:ref:sandre;9;4;colon;u
old1_name;9;8;letters;u
abandoned:crop;9;1;colon;u
environment_gov_au:PLACE_ID;9;7;letters;u
solar_photovoltaic_panel;9;5;plain;u
phone:free;9;7;colon;u
parking:lane:both:description;9;3;colon;u
stop_times;9;6;plain;u
payment:gotГіwka;9;1;letters;u
raceway:curve_name;9;9;colon;u
dvbt:parameters;9;4;colon;u
maxspeed:variable:values;9;1;colon;u
visa:country;9;8;colon;u
was:addr:housename;9;9;colon;u
uncrossable;9;1;plain;u
diameter:top;9;6;colon;u
recycling:brass;9;1;colon;u
construction:railway:local_operated;9;1;colon;u
tailgaiting;9;2;plain;u
clothes:maternity;9;1;colon;u
landuse_3;9;4;letters;u
destination:via:street:lang:en;9;4;colon;u
destination:via:street:lang:zh;9;4;colon;u
paho:operational_status:source;9;4;colon;u
old_access;9;2;plain;u
removed:informal;9;1;colon;u
traffic:hourly:20:Mo:winter:forward;9;8;letters;u
man_works;9;1;plain;u
old_name:bn;9;9;colon;u
cbo:program_child_protection;9;1;colon;u
old_name:sh;9;8;colon;u
TOTAL_AREA;9;7;letters;u
ISO3166-2:old;9;9;rest;b
scuba_diving:attraction:night;9;2;colon;u
shopping_cart:parking;9;1;colon;u
old_name:kn;9;9;colon;u
providerId;9;9;letters;u
importance_level;9;2;plain;u
uncultivated_land;9;1;plain;u
alt_name:ky-Arab;9;9;rest;g
addr:street:alt_name;9;3;colon;u
destination:symbol:lower_panel:lower;9;6;colon;u
protected:start_date;9;3;colon;u
Shedule;9;2;letters;u
lanes:coach:conditional;9;3;colon;u
old_name:1958-1991;9;1;rest;g
old_name:1958-1967;9;1;rest;g
exhibition;9;4;plain;u
lgv:lanes:conditional;9;3;colon;u
maxclosedheight;9;9;plain;u
to:tunnel;9;1;colon;u
earthing;9;1;plain;u
distance:falcon;9;8;colon;u
crash:reviewed;9;1;colon;u
ref:FR:paroisse;9;5;letters;u
traffic_signals:designation:ja;9;1;colon;u
railway:former;9;1;colon;u
plant:source:biomass;9;5;colon;u
source:model;9;4;colon;u
VEAC_REC;9;7;letters;u
name_other;9;9;plain;u
fuel:engine_oil;9;1;colon;u
marker:quadrat;9;2;colon;u
proposed:cycleway:both;9;3;colon;u
seamark:light:1:status;9;3;letters;u
runthrough;9;1;plain;u
mapillary:backward;9;8;colon;u
PR_AR;9;8;letters;u
addr:street:-2019;9;1;rest;b
speech_output:ja;9;2;colon;u
razed:wires;9;1;colon;u
inscription:continued;9;9;colon;u
boundaryst;9;2;plain;u
charge:license_plate;9;5;colon;u
vending:meat;9;2;colon;u
payment:cash:XLT-CARN;9;1;rest;b
mtb_scale;9;4;plain;u
carriage:backward;9;2;colon;u
door:safetydirection;9;2;colon;u
wikipedia:ne;9;2;colon;u
fuel:LRP;9;1;letters;u
wikipedia:th;9;6;colon;u
fuel:gnr;9;1;colon;u
fuel:e27;9;1;letters;u
internet_cafe;9;2;plain;u
cycleway:right:trail_visibility;9;1;colon;u
information:kvv;9;1;colon;u
tunnel:loc_name;9;2;colon;u
old_name:-1945:etymology:wikidata;9;1;rest;g
closed:route;9;2;colon;u
ref:waterworks;9;9;colon;u
distribution_point;9;2;plain;u
danger_class;9;3;plain;u
planned:aerialway;9;4;colon;u
addr:city:be;9;3;colon;u
addr:city:ja;9;5;colon;u
fuel:D500;9;1;letters;u
cycleway:class:bicycle;9;4;colon;u
name:right:sr;9;8;colon;u
activite;9;2;plain;u
date_of_birth;9;9;plain;u
building:colour:front:level1;9;2;letters;u
fully_enclosed;9;2;plain;u
drink:pepsi;9;1;colon;u
settled:2022;9;2;letters;u
ref:motorway:administrative;9;1;colon;u
stairs:startline;9;1;colon;u
was:noexit;9;1;colon;u
dontimport:fhrs:addrline4;9;8;letters;u
source:proposed:destination;9;1;colon;u
sub_denomination;9;5;plain;u
rd_do:kh;9;7;colon;u
addr:housenumber:1;9;9;letters;u
generator:upgrade:manufacturer;9;3;colon;u
bicycle_parking:type;9;3;colon;u
incline:source;9;4;colon;u
Proyecto_agua_potable_San_Isidro;9;3;letters;u
construction:railway:lzb;9;2;colon;u
roof:extent:side;9;1;colon;u
temporary:description;9;8;colon;u
traffic_signals:countdown_green;9;1;colon;u
when;9;1;plain;u
probable_bct;9;1;plain;u
monitoring:dew_point;9;1;colon;u
payment:oplati:withdraw;9;1;colon;u
yomi;9;9;plain;u
name:-2020-08-31;9;2;rest;g
razed:substation;9;4;colon;u
cbo:target_group_women;9;1;colon;u
plant_community:corine_biotopes;9;1;colon;u
suites;9;7;plain;u
wheel_repair;9;6;plain;u
route:1;9;3;letters;u
start_date:current;9;1;colon;u
cbo:target_group_children;9;1;colon;u
VEAC_STUDY;9;3;letters;u
hot:solud:jumlah_tanggungan;9;6;colon;u
maxspeed:no_atc;9;2;colon;u
official_name:nov;9;6;colon;u
osgb_openmap:id;9;5;colon;u
official_name:ang;9;7;colon;u
ref:shield:display_ref;9;3;colon;u
official_name:mwl;9;9;colon;u
official_name:dty;9;9;colon;u
service:-2022;9;1;rest;b
demolished:seats;9;2;colon;u
proposed:restriction;9;5;colon;u
payment:Barking_app;9;1;letters;u
proposed:embankment;9;1;colon;u
website:3;9;9;letters;u
official_name:bo;9;7;colon;u
taxi_type;9;5;plain;u
disused:railway:preferred_direction;9;2;colon;u
official_name:ie;9;6;colon;u
health_specialty:covid19_isolation_centre;9;1;letters;u
internet_access:registration:type;9;7;colon;u
official_name:co;9;8;colon;u
playground:climbing_frame;9;1;colon;u
socket:device:USB-A:current;9;1;rest;b
dominant_taxon:en;9;5;colon;u
sign:type;9;2;colon;u
not:name:etymology;9;3;colon;u
STAG_BUILT:construction;9;1;letters;u
parking:condition:ticket;9;3;colon;u
reuse:facilty;9;2;colon;u
image16;9;5;letters;u
traffic:hourly:11:Tu:winter:forward;9;7;letters;u
authentication:pin;9;1;colon;u
maxspeed:wet:backward;9;3;colon;u
ref:IUCN_level;9;2;letters;u
SurfType;9;2;letters;u
was:intermittent;9;2;colon;u
office_name;9;8;plain;u
ref:FR:Mairie_de_Paris:DEVE:idbase;9;9;letters;u
oneway:motor_cycle;9;1;colon;u
maxspeed:hazard;9;1;colon;u
waste_2;9;2;letters;u
red_turn:bicycle;9;2;colon;u
FIXME:historic;9;4;letters;u
conscious_cup;9;1;plain;u
historic:designation;9;3;colon;u
STAG_ADMIN:ref_euro;9;1;letters;u
display_size;9;1;plain;u
description:motor_vehicle;9;4;colon;u
was:brand:en;9;9;colon;u
shop:2022;9;7;letters;u
piste:informal;9;1;colon;u
his:1925-:highway;9;2;rest;b
fixme:redaction;9;1;colon;u
recycling:gas_cylinders;9;1;colon;u
cycleway:left:bicycle:backward;9;2;colon;u
removed:wikidata;9;8;colon;u
VERSION;9;1;letters;u
source:local_name;9;5;colon;u
fuel:H2;9;1;letters;u
not:surface;9;5;colon;u
traffic:hourly:20:Tu:fall:forward;9;9;letters;u
parking:both:conditional;9;3;colon;u
disused:air_conditioning;9;2;colon;u
official_network:en;9;1;colon;u
official_network:zh;9;1;colon;u
payment:erzsebet_plus;9;1;colon;u
alt_official_short_type;9;1;plain;u
inscription:note;9;9;colon;u
canal:ref;9;6;colon;u
width:check_date;9;4;colon;u
lighting:colour;9;1;colon;u
barrier:fence;9;5;colon;u
removed:junction;9;1;colon;u
zone:traffic:backward;9;5;colon;u
gate:height;9;4;colon;u
direction_part_of_name;9;1;plain;u
alt_from;9;9;plain;u
LOS2:add;9;1;letters;u
operator:emergency:fire;9;6;colon;u
fence_function;9;1;plain;u
upgrade:date;9;6;colon;u
recycling:car;9;1;colon;u
marker:triangle;9;1;colon;u
survey:date:2019;9;2;letters;u
conflict;9;7;plain;u
gauge:1968-05-26-;9;1;rest;b
demolished:crossing:staggered;9;1;colon;u
source:turn:lanes:backward;9;8;colon;u
source:est_width;9;6;colon;u
vic_police:division_hq;9;7;colon;u
construction:shelter;9;1;colon;u
planned:route;9;4;colon;u
STAG_ADMIN:classification;9;1;letters;u
vic_police:PSA;9;7;letters;u
payment:tarjeta_d;9;1;colon;u
vic_police:LGA;9;7;letters;u
was:crop;9;2;colon;u
field_meth;9;1;plain;u
club_1;9;8;letters;u
old_ref:INSEE;9;7;letters;u
payment:prepaid_mobility;9;1;colon;u
recycling:branches;9;1;colon;u
fuel_pump:manufacturer;9;2;colon;u
minweight:dog;9;4;colon;u
geologic;9;3;plain;u
ref:ccukp;9;8;colon;u
addr:housenumber8;9;7;letters;u
trunk_inclination;9;1;plain;u
traffic:hourly:22:Tu:winter:backward;9;5;letters;u
opening_hours:steam_locomitive;9;1;colon;u
source:impassable;9;1;colon;u
building:architect:2018;9;6;letters;u
inscription:back;9;9;colon;u
pike_pole;9;1;plain;u
name:hr:TK25;9;9;letters;u
paho:operational_status:date;9;5;colon;u
proposed:basin;9;2;colon;u
gauge:1953-1968-05-26;9;1;rest;b
source2:date;9;1;letters;u
Noise_dB;9;9;letters;u
payment:epass;9;1;colon;u
factory_outlet;9;1;plain;u
toll_1;9;2;letters;u
vic_police:region;9;5;colon;u
old_name:1979--2021-05-28;9;1;rest;g
abutters:right;9;3;colon;u
disused:operator:ja;9;4;colon;u
manhole:type;9;6;colon;u
adm;9;2;plain;u
image:old;9;8;colon;u
erp;9;8;plain;u
PID;9;7;letters;u
gsm;9;9;plain;u
alt_name:ce;9;9;colon;u
Use;9;9;letters;u
traffic:hourly:12:Thu:summer:backward;9;7;letters;u
facility:ICU;9;2;letters;u
vat;9;9;plain;u
rem;9;9;plain;u
off;9;7;plain;u
liy;9;3;plain;u
lev;9;5;plain;u
